transaction_id,store_id,product_id,timestamp,sales_value,cogs,inventory_level,quantity_sold,received_units,items_in_basket,shrinkage,visitor_count,department,store_location,brand,stock_status,loyalty_id,payment_type,weather_context,is_weekend
TXN-20034,STORE-10,P-152,2025-12-10,146.29,97.29,560,2,6,7,0.00,48,Deli,London,Private Label,Low Stock,,Cash,Rainy,FALSE
TXN-20035,STORE-11,P-86,2025-08-18,13.25,6.87,935,6,7,13,0.00,12,Meat,London,Private Label,In Stock,,Cash,Rainy,FALSE
TXN-20036,STORE-12,P-467,2025-01-14,118.44,64.45,449,1,2,5,0.00,48,Deli,London,National Brand,In Stock,L-21036,Mobile Pay,Sunny,FALSE
TXN-20037,STORE-13,P-167,2025-02-10,71.54,48.63,364,8,8,2,0.00,12,Grocery,Berlin,Premium Brand,In Stock,,Mobile Pay,Cloudy,FALSE
TXN-20038,STORE-14,P-295,2025-07-12,70.83,40.90,856,5,6,8,0.00,25,Produce,Berlin,Private Label,Low Stock,,Cash,Snowy,TRUE
TXN-20039,STORE-15,P-179,2025-10-29,64.72,41.77,334,10,11,8,0.00,35,Grocery,Tokyo,Private Label,In Stock,,Mobile Pay,Snowy,FALSE
TXN-20040,STORE-1,P-309,2024-06-27,106.84,65.80,687,8,8,9,0.00,36,Meat,Tokyo,National Brand,Low Stock,L-21040,Cash,Sunny,FALSE
TXN-20041,STORE-2,P-223,12/20/2024,92.54,47.54,160,2,3,11,0.00,49,Meat,London,National Brand,Out of Stock,,Card,Rainy,FALSE
TXN-20042,STORE-3,P-187,2026-03-03,22.28,11.72,14,6,8,15,0.00,57,Deli,Tokyo,National Brand,Low Stock,L-21042,Cash,Cloudy,FALSE
TXN-20043,STORE-4,P-119,2024-07-14,55.69,30.55,471,1,4,3,0.00,50,Deli,Paris,National Brand,Out of Stock,,Card,Rainy,FALSE
TXN-20044,STORE-5,P-71,2025-07-14,113.70,61.80,62,8,8,5,0.00,26,Meat,Berlin,Premium Brand,In Stock,,Cash,Snowy,TRUE
TXN-20045,STORE-6,P-74,2025-07-28,107.72,56.79,426,10,13,10,0.00,57,Grocery,Paris,Premium Brand,Low Stock,,Card,Rainy,FALSE
TXN-20046,STORE-7,P-289,1708646340800,133.33,85.23,226,4,8,12,0.00,54,Dairy,Paris,Private Label,In Stock,L-21046,Cash,Rainy,FALSE
TXN-20047,STORE-8,P-190,2024-01-02,,30.09,187,7,10,4,0.00,53,Bakery,Tokyo,National Brand,Low Stock,,Cash,Snowy,FALSE
TXN-20048,STORE-9,P-165,2024-01-16,111.57,64.09,589,7,9,7,0.00,27,Grocery,Tokyo,Premium Brand,Out of Stock,L-21048,Cash,Sunny,FALSE
TXN-20049,STORE-10,P-296,2024-02-14,14.48,7.39,576,5,7,14,0.00,59,Deli,Berlin,National Brand,Out of Stock,L-21049,Mobile Pay,Cloudy,FALSE
TXN-20050,STORE-11,P-67,2024-02-21,33.67,21.37,60,8,9,12,0.00,10,Produce,Berlin,Private Label,In Stock,,Card,Rainy,FALSE
TXN-20051,STORE-12,P-309,2024-03-28,148.85,88.01,54,10,11,3,0.00,51,Grocery,New York,Private Label,Out of Stock,L-21051,Card,Snowy,FALSE
TXN-20052,STORE-13,P-211,2024-05-03,63.94,43.34,791,6,10,10,0.00,41,Bakery,Paris,National Brand,In Stock,L-21052,Cash,Rainy,TRUE
TXN-20053,STORE-14,P-188,2025-07-13,128.77,78.03,619,10,11,6,0.00,58,Bakery,Tokyo,Premium Brand,Out of Stock,,Card,Rainy,TRUE
TXN-20054,STORE-15,P-351,9/1/2024,114.41,72.77,613,7,8,12,4.85,48,Bakery,New York,Premium Brand,In Stock,,Mobile Pay,Snowy,FALSE
TXN-20055,STORE-1,P-304,2024-02-23,35.97,20.08,667,4,8,3,0.00,16,Produce,Tokyo,National Brand,Low Stock,L-21055,Cash,Rainy,FALSE
TXN-20056,STORE-2,P-364,3/21/2025,NULL,65.36,276,2,6,9,0.00,40,Bakery,London,Premium Brand,Out of Stock,L-21056,Mobile Pay,Cloudy,TRUE
TXN-20057,STORE-3,P-102,2025-04-22,20.87,11.75,215,2,2,4,0.00,48,Bakery,Tokyo,Private Label,In Stock,,Cash,Cloudy,FALSE
TXN-20058,STORE-4,P-233,2025-09-22,32.60,22.19,97,4,8,1,0.00,33,Meat,Berlin,Private Label,In Stock,,Cash,Cloudy,TRUE
TXN-20059,STORE-5,P-28,2025-03-09,103.65,70.91,720,6,9,2,0.00,42,Meat,London,Premium Brand,Out of Stock,,Cash,Cloudy,FALSE
TXN-20060,STORE-6,P-231,2025-02-03,38.45,20.89,181,9,10,10,0.00,52,Dairy,Tokyo,Private Label,In Stock,L-21060,Mobile Pay,Rainy,FALSE
TXN-20061,STORE-7,P-4,2025-07-14,  28.39  ,15.56,999,9,13,11,0.00,22,Dairy,New York,Premium Brand,Low Stock,,Card,Rainy,FALSE
TXN-20062,STORE-8,P-17,2025-08-14,150.59,86.57,943,8,10,7,0.00,33,Meat,Berlin,Private Label,Out of Stock,L-21062,Mobile Pay,Rainy,FALSE
TXN-20063,STORE-9,P-371,1723947839040,53.21,36.69,300,5,6,3,0.00,16,Produce,New York,Private Label,Low Stock,,Cash,Rainy,FALSE
TXN-20064,STORE-10,P-327,2025-08-21,51.70,31.72,353,10,12,11,0.00,27,Grocery,Berlin,Private Label,Out of Stock,,Card,Cloudy,TRUE
TXN-20065,STORE-11,P-440,1716580399970,74.21,44.18,441,5,5,4,0.00,10,Dairy,Paris,National Brand,Low Stock,,Cash,Cloudy,FALSE
TXN-20066,STORE-12,P-285,2024-11-10,65.85,34.63,763,9,13,13,0.00,27,Grocery,London,Private Label,Low Stock,L-21066,Mobile Pay,Sunny,TRUE
TXN-20067,STORE-13,P-364,2025-07-18,49.81,28.31,691,9,12,12,0.00,49,Dairy,Berlin,Private Label,Low Stock,,Mobile Pay,Rainy,FALSE
TXN-20068,STORE-14,P-256,2025-06-10,16.06,10.03,236,3,7,3,0.00,38,Dairy,London,Private Label,Out of Stock,,Card,Cloudy,FALSE
TXN-20069,STORE-15,P-68,2025-08-02,115.89,74.78,180,10,13,14,0.00,20,Meat,Paris,Premium Brand,In Stock,,Card,Sunny,FALSE
TXN-20070,STORE-1,P-488,2024-02-05,150.26,104.06,268,1,4,6,0.00,35,Meat,Berlin,Premium Brand,Low Stock,,Card,Cloudy,FALSE
TXN-20071,STORE-2,P-335,2025-05-03,58.68,33.68,602,,7,8,0.00,55,Meat,Tokyo,National Brand,In Stock,L-21071,Cash,Rainy,FALSE
TXN-20072,STORE-3,P-280,2025-06-09,125.99,84.70,86,2,3,4,0.00,44,Grocery,Berlin,National Brand,In Stock,,Mobile Pay,Snowy,TRUE
TXN-20073,STORE-4,P-209,1704607990903,81.15,41.25,402,2,5,14,0.00,12,Grocery,London,Premium Brand,Out of Stock,L-21073,Card,Snowy,FALSE
TXN-20074,STORE-5,P-373,2024-01-31,36.09,24.22,224,9,10,12,0.00,19,Grocery,Paris,Private Label,Low Stock,L-21074,Mobile Pay,Rainy,TRUE
TXN-20075,STORE-6,P-195,2025-06-05,91.77,51.94,817,6,7,5,0.00,31,  meat  ,London,Private Label,Low Stock,,Cash,Sunny,FALSE
TXN-20076,STORE-7,P-64,2026-03-07,56.53,37.64,776,1,4,15,0.00,55,Deli,New York,National Brand,Out of Stock,L-21076,Card,Rainy,FALSE
TXN-20077,STORE-8,P-281,2025-04-24,,36.26,100,2,5,10,0.00,49,Dairy,New York,National Brand,Low Stock,,Card,Rainy,FALSE
TXN-20078,STORE-9,P-230,2024-03-22,12.10,7.34,976,8,8,7,0.00,57,Produce,New York,Private Label,Low Stock,L-21078,Mobile Pay,Snowy,FALSE
TXN-20079,STORE-10,P-89,2026-02-09,76.27,40.48,562,1,3,2,0.00,51,Dairy,Tokyo,Private Label,In Stock,L-21079,Cash,Cloudy,TRUE
TXN-20080,STORE-11,P-222,2026-02-10,29.55,20.07,767,2,2,2,0.00,57,Grocery,London,Premium Brand,In Stock,L-21080,Card,Snowy,FALSE
TXN-20081,STORE-12,P-189,2024-02-05,127.05,65.76,346,8,8,9,0.00,16,Deli,Paris,National Brand,Out of Stock,L-21081,Mobile Pay,Snowy,FALSE
TXN-20082,STORE-13,P-27,2024-11-06,33.79,23.50,49,4,8,5,0.00,10,Grocery,New York,Private Label,Low Stock,L-21082,Cash,Snowy,TRUE
TXN-20083,STORE-14,P-476,2025-07-01,23.77,16.44,336,7,7,7,0.00,28,Deli,Paris,National Brand,Low Stock,L-21083,Card,Sunny,FALSE
TXN-20084,STORE-15,P-198,2025-08-28,28.13,18.77,983,6,9,11,0.00,38,Dairy,Berlin,Premium Brand,In Stock,,Card,Cloudy,FALSE
TXN-20085,STORE-1,P-235,2026-01-12,101.90,64.54,26,10,12,15,0.00,19,Meat,Berlin,Private Label,In Stock,,Mobile Pay,Cloudy,FALSE
TXN-20086,STORE-2,P-364,2025-11-16,18.77,11.56,663,4,5,15,0.00,56,Meat,Berlin,Private Label,Out of Stock,L-21086,Cash,Cloudy,FALSE
TXN-20087,STORE-3,P-224,2024-02-15,140.90,96.59,71,1,5,9,0.00,19,Bakery,Berlin,Premium Brand,In Stock,,Cash,Sunny,FALSE
TXN-20088,STORE-4,P-250,2024-01-05,50.93,26.61,92,9,12,2,0.00,43,Grocery,London,Private Label,Low Stock,L-21088,Cash,Cloudy,FALSE
TXN-20089,STORE-5,P-6,2025-11-17,43.52,27.27,258,2,6,9,0.00,45,Bakery,Tokyo,National Brand,Out of Stock,L-21089,Cash,Rainy,FALSE
TXN-20090,STORE-6,P-228,2025-12-06,30.56,19.68,53,8,9,3,0.00,28,Grocery,Tokyo,Premium Brand,Low Stock,,Cash,Cloudy,TRUE
TXN-20091,STORE-7,P-475,2024-07-29,15.96,8.96,691,8,8,2,0.00,13,Grocery,New York,Private Label,In Stock,L-21091,Card,Cloudy,TRUE
TXN-20092,STORE-8,P-220,2025-02-15,112.04,75.47,463,6,10,10,0.00,54,Grocery,New York,Premium Brand,In Stock,,Cash,Sunny,FALSE
TXN-20093,STORE-9,P-408,2026-02-16,39.05,26.36,712,8,8,13,0.00,18,Bakery,London,Premium Brand,Out of Stock,L-21093,Mobile Pay,Snowy,TRUE
TXN-20094,STORE-10,P-423,2024-01-07,79.45,40.71,655,6,7,11,0.00,49,Dairy,Paris,National Brand,In Stock,L-21094,Cash,Rainy,FALSE
TXN-20095,STORE-11,P-364,2024-03-28,130.46,75.00,579,6,7,6,0.00,17,Produce,London,Private Label,Low Stock,,Mobile Pay,Sunny,TRUE
TXN-20096,STORE-12,P-117,2025-04-28,15.76,8.08,629,2,6,15,0.00,42,Meat,New York,Premium Brand,Out of Stock,,Mobile Pay,Sunny,FALSE
TXN-20097,STORE-13,P-199,2025-02-03,83.20,49.94,340,7,7,2,0.00,25,Produce,Paris,National Brand,In Stock,L-21097,Mobile Pay,Rainy,FALSE
TXN-20098,STORE-14,P-35,2024-01-31,58.82,39.95,426,7,8,3,0.00,22,Grocery,London,National Brand,Out of Stock,L-21098,Card,Snowy,FALSE
TXN-20099,STORE-15,P-136,2024-03-28,126.14,82.09,897,8,11,8,0.00,26,Grocery,Berlin,Premium Brand,Low Stock,,Mobile Pay,Cloudy,FALSE
TXN-20100,STORE-1,P-52,2024-09-24,48.45,28.05,731,6,10,13,0.00,49,Dairy,Berlin,Premium Brand,In Stock,L-21100,Cash,Cloudy,FALSE
TXN-20101,STORE-2,P-291,2024-08-20,42.17,23.24,209,3,5,15,0.00,17,Dairy,Tokyo,Premium Brand,Out of Stock,,Cash,Sunny,TRUE
TXN-20102,STORE-3,P-183,2025-09-19,137.25,81.09,860,6,9,7,0.00,31,Grocery,London,Private Label,Low Stock,L-21102,Mobile Pay,Snowy,FALSE
TXN-20103,STORE-4,P-40,2024-03-18,130.15,65.85,38,2,2,10,0.00,39,Grocery,Berlin,National Brand,In Stock,,Cash,Sunny,TRUE
TXN-20104,STORE-5,P-89,2025-02-09,  108.52  ,60.83,134,5,8,9,0.00,31,Bakery,New York,National Brand,Out of Stock,,Card,Snowy,FALSE
TXN-20105,STORE-6,P-267,2025-09-05,9.35,5.67,779,8,9,12,0.00,21,Deli,New York,National Brand,Low Stock,,Card,Snowy,TRUE
TXN-20106,STORE-7,P-33,2024-08-15,87.08,52.75,924,1,2,10,0.00,27,Bakery,New York,Premium Brand,In Stock,,Mobile Pay,Cloudy,TRUE
TXN-20107,STORE-8,P-77,2024-06-10,145.88,91.07,896,8,8,4,0.00,53,,Paris,National Brand,In Stock,L-21107,Cash,Cloudy,FALSE
TXN-20108,STORE-9,P-387,2024-08-09,105.70,70.90,973,9,9,9,0.00,25,Deli,Paris,Premium Brand,Low Stock,,Card,Rainy,TRUE
TXN-20109,STORE-10,P-284,8/4/2024,11.20,7.30,494,5,5,13,0.00,59,Bakery,New York,Private Label,In Stock,L-21109,Card,Rainy,FALSE
TXN-20110,STORE-11,P-31,2024-05-16,127.29,87.09,497,3,6,9,0.00,55,Dairy,Tokyo,National Brand,Low Stock,L-21110,Cash,Snowy,FALSE
TXN-20111,STORE-12,P-305,2025-02-17,52.56,33.73,394,5,8,2,0.00,45,Dairy,Paris,National Brand,In Stock,,Card,Cloudy,FALSE
TXN-20112,STORE-13,P-301,2025-01-04,52.53,33.93,990,8,11,3,0.00,59,Deli,London,Private Label,Out of Stock,,Cash,Rainy,TRUE
TXN-20113,STORE-14,P-213,1/4/2024,143.35,88.56,564,3,5,2,0.00,56,Deli,London,Private Label,Out of Stock,L-21113,Mobile Pay,Sunny,FALSE
TXN-20114,STORE-15,P-234,2025-04-13,9.06,5.38,227,4,7,15,0.00,59,Deli,Paris,Private Label,In Stock,L-21114,Card,Rainy,FALSE
TXN-20115,STORE-1,P-428,2025-07-08,116.18,79.73,680,5,7,12,0.00,13,Produce,Berlin,Private Label,Low Stock,,Card,Cloudy,FALSE
TXN-20116,STORE-2,P-159,11/21/2025,4.92,2.71,743,8,8,15,0.00,34,Produce,New York,Private Label,Out of Stock,L-21116,Cash,Rainy,FALSE
TXN-20117,STORE-3,P-265,2024-06-18,98.31,49.66,690,6,8,1,0.00,59,Bakery,New York,National Brand,In Stock,,Cash,Cloudy,FALSE
TXN-20118,STORE-4,P-274,2024-04-30,67.87,38.45,700,5,6,8,0.00,11,Dairy,Tokyo,Premium Brand,Low Stock,,Cash,Snowy,TRUE
TXN-20119,STORE-5,P-264,2024-08-01,61.92,41.78,196,5,6,8,0.00,39,Meat,London,Private Label,Out of Stock,,Cash,Sunny,FALSE
TXN-20120,STORE-6,P-499,2024-07-29,134.88,93.75,947,7,11,15,0.00,19,Grocery,Berlin,Premium Brand,Out of Stock,,Card,Rainy,FALSE
TXN-20121,STORE-7,P-40,2025-06-19,113.36,60.63,418,5,5,13,0.00,20,Dairy,Paris,National Brand,In Stock,,Cash,Snowy,FALSE
TXN-20122,STORE-8,P-22,2024-03-20,33.04,16.62,601,8,9,12,0.00,17,  bakery  ,Tokyo,Premium Brand,Out of Stock,,Card,Sunny,TRUE
TXN-20123,STORE-9,P-35,2025-10-11,27.51,17.17,189,4,6,3,0.00,21,Produce,Tokyo,Private Label,Out of Stock,L-21123,Card,Rainy,FALSE
TXN-20124,STORE-10,P-194,2025-11-11,65.38,42.49,461,9,9,15,0.00,18,Meat,Berlin,Private Label,In Stock,,Card,Cloudy,FALSE
TXN-20125,STORE-11,P-289,2024-12-28,96.74,65.92,305,9,9,15,0.00,11,Meat,Berlin,National Brand,Out of Stock,L-21125,Card,Rainy,FALSE
TXN-20126,STORE-12,P-186,2025-06-24,46.63,27.05,446,6,7,6,0.00,16,Dairy,London,Private Label,Low Stock,,Mobile Pay,Sunny,FALSE
TXN-20127,STORE-13,P-12,2025-05-22,145.18,96.37,685,6,8,11,0.00,27,Produce,New York,National Brand,Low Stock,,Mobile Pay,Sunny,FALSE
TXN-20128,STORE-14,P-223,2024-11-23,91.65,46.68,918,9,12,3,0.00,13,Meat,Berlin,Premium Brand,Out of Stock,,Mobile Pay,Snowy,FALSE
TXN-20129,STORE-15,P-302,2025-12-25,32.02,21.06,487,3,4,15,0.00,26,Produce,Berlin,Premium Brand,Out of Stock,L-21129,Card,Rainy,FALSE
TXN-20130,STORE-1,P-462,2024-11-04,128.54,89.06,140,8,12,15,0.00,24,Produce,Paris,National Brand,Low Stock,L-21130,Cash,Cloudy,FALSE
TXN-20131,STORE-2,P-11,2025-08-17,19.37,10.17,650,9,11,2,0.00,25,Dairy,London,Premium Brand,Out of Stock,L-21131,Mobile Pay,Cloudy,FALSE
TXN-20132,STORE-3,P-1,1732998687286,37.76,26.34,26,8,8,4,0.00,44,Meat,London,Private Label,In Stock,L-21132,Mobile Pay,Sunny,FALSE
TXN-20133,STORE-4,P-387,2025-11-23,136.84,89.24,864,3,4,10,0.00,39,Dairy,Tokyo,Premium Brand,Out of Stock,L-21133,Mobile Pay,Sunny,FALSE
TXN-20134,STORE-5,P-293,2026-01-18,144.34,80.99,927,9,10,3,0.00,20,Produce,London,National Brand,Out of Stock,L-21134,Card,Sunny,FALSE
TXN-20135,STORE-6,P-346,2025-03-22,86.49,58.04,565,1,1,14,0.00,42,Grocery,Berlin,Private Label,Low Stock,L-21135,Mobile Pay,Cloudy,FALSE
TXN-20136,STORE-7,P-201,2025-07-30,10.37,6.95,675,9,12,13,0.00,55,Dairy,New York,Premium Brand,Low Stock,L-21136,Mobile Pay,Rainy,FALSE
TXN-20137,STORE-8,P-167,2026-02-22,133.71,85.75,820,10,12,5,0.00,50,Deli,Tokyo,Premium Brand,In Stock,,Mobile Pay,Sunny,FALSE
TXN-20138,STORE-9,P-136,2025-03-21,53.61,36.95,255,7,7,1,7.41,11,Produce,Tokyo,Premium Brand,In Stock,,Mobile Pay,Snowy,TRUE
TXN-20139,STORE-10,P-272,2026-02-22,19.55,11.05,962,9,10,12,0.00,21,Produce,Tokyo,Premium Brand,Low Stock,L-21139,Mobile Pay,Rainy,TRUE
TXN-20140,STORE-11,P-319,2024-05-07,136.43,82.51,926,3,5,9,0.00,36,Bakery,Tokyo,National Brand,Low Stock,,Card,Rainy,FALSE
TXN-20141,STORE-12,P-320,2025-12-20,64.75,36.58,0,10,12,13,0.00,11,Dairy,London,Premium Brand,In Stock,,Mobile Pay,Rainy,FALSE
TXN-20142,STORE-13,P-63,2026-01-03,36.05,22.71,350,,5,2,0.00,28,Meat,Tokyo,Premium Brand,In Stock,,Card,Sunny,FALSE
TXN-20143,STORE-14,P-406,2024-03-09,44.29,26.91,970,8,12,1,0.00,14,Dairy,New York,Premium Brand,Low Stock,L-21143,Mobile Pay,Cloudy,FALSE
TXN-20144,STORE-15,P-159,2025-05-07,90.68,55.59,559,3,4,8,0.00,51,Grocery,Tokyo,Premium Brand,Out of Stock,,Card,Sunny,FALSE
TXN-20145,STORE-1,P-13,2025-06-04,128.52,76.74,536,2,2,6,0.00,54,Grocery,Berlin,National Brand,In Stock,,Cash,Snowy,FALSE
TXN-20146,STORE-2,P-121,2026-02-11,67.64,40.28,896,8,8,2,0.00,44,Dairy,Tokyo,National Brand,In Stock,,Mobile Pay,Sunny,FALSE
TXN-20147,STORE-3,P-1,2024-10-20,39.26,25.78,852,10,12,13,0.00,26,Grocery,London,Private Label,In Stock,,Cash,Rainy,FALSE
TXN-20148,STORE-4,P-43,2024-04-05,122.14,76.55,691,6,6,3,0.00,13,Dairy,Paris,Private Label,Out of Stock,L-21148,Mobile Pay,Cloudy,TRUE
TXN-20149,STORE-5,P-12,2025-09-21,131.37,66.51,528,6,8,3,0.00,56,Deli,Tokyo,Private Label,Low Stock,L-21149,Mobile Pay,Cloudy,FALSE
TXN-20150,STORE-6,P-119,2025-11-19,33.94,18.35,942,10,11,6,0.00,44,Dairy,New York,National Brand,In Stock,,Mobile Pay,Snowy,FALSE
TXN-20151,STORE-7,P-453,2024-09-04,43.13,25.29,561,1,5,7,0.00,11,Meat,Berlin,Private Label,Low Stock,,Card,Cloudy,FALSE
TXN-20152,STORE-8,P-332,2025-12-12,12.35,6.38,655,6,10,5,0.00,50,Grocery,Berlin,Private Label,Low Stock,L-21152,Cash,Snowy,FALSE
TXN-20153,STORE-9,P-192,2025-07-29,133.80,85.00,963,5,6,11,0.00,27,Produce,London,Private Label,Out of Stock,,Mobile Pay,Cloudy,FALSE
TXN-20154,STORE-10,P-384,2024-01-02,74.90,45.13,428,9,10,5,0.00,34,Deli,London,National Brand,Out of Stock,L-21154,Cash,Cloudy,TRUE
TXN-20155,STORE-11,P-98,2024-01-17,69.57,38.77,948,4,6,11,0.00,47,Produce,New York,National Brand,Out of Stock,,Card,Snowy,TRUE
TXN-20156,STORE-12,P-256,2026-01-28,61.03,33.76,376,2,6,11,0.00,19,Produce,London,Private Label,In Stock,,Mobile Pay,Sunny,FALSE
TXN-20157,STORE-13,P-122,2024-10-20,74.69,46.06,688,8,8,11,0.00,26,Deli,New York,Premium Brand,Out of Stock,L-21157,Card,Rainy,TRUE
TXN-20158,STORE-14,P-267,1760212776488,131.10,84.61,534,4,6,8,0.00,15,Dairy,New York,Premium Brand,Low Stock,L-21158,Card,Rainy,FALSE
TXN-20159,STORE-15,P-140,2025-09-25,72.10,39.68,218,7,10,11,0.00,52,Meat,London,National Brand,Out of Stock,,Cash,Rainy,TRUE
TXN-20160,STORE-1,P-65,1/6/2025,148.08,100.89,580,3,6,4,0.00,45,  deli  ,Paris,Private Label,In Stock,L-21160,Card,Rainy,FALSE
TXN-20161,STORE-2,P-7,2025-03-26,54.79,35.64,236,7,10,3,0.00,19,Grocery,Berlin,Private Label,Out of Stock,,Mobile Pay,Cloudy,FALSE
TXN-20162,STORE-3,P-378,1739198462271,140.60,95.21,876,5,6,9,0.00,42,Grocery,New York,Premium Brand,In Stock,,Card,Sunny,TRUE
TXN-20163,STORE-4,P-401,2024-12-18,133.03,70.22,488,10,14,13,0.00,41,Deli,New York,National Brand,In Stock,L-21163,Cash,Sunny,TRUE
TXN-20164,STORE-5,P-73,2024-04-25,4.84,2.44,665,8,10,7,0.00,58,Grocery,New York,Private Label,In Stock,L-21164,Card,Sunny,FALSE
