order_id,customer_id,session_id,cart_id,order_date,revenue,cogs,marketing_cost,category,quantity,status,channel,region,product_id,sku,unit_price,shipping_cost,tax,customer_type,payment_method
ORD-20076,CUST-8031,SESS-25076,CART-22076,2023-03-13,381.50,202.66,33.49,Home,2,Pending,Affiliate,International,P-708,SKU-2390,190.75,15.81,30.52,VIP,Debit Card
ORD-20077,CUST-8031,SESS-25077,CART-22077,2023-03-18,154.36,58.13,48.60,Beauty,3,Shipped,Web,International,P-481,SKU-4750,51.45,8.33,12.35,VIP,Credit Card
ORD-20078,CUST-8032,SESS-25078,CART-22078,2026-03-03,495.70,270.18,8.57,Sports,5,Returned,Social Media,West,P-63,SKU-4269,99.14,8.33,39.66,VIP,Crypto
ORD-20079,CUST-8032,SESS-25079,CART-22079,2024-08-17,103.40,42.63,6.34,Fashion,2,Returned,Affiliate,West,P-502,SKU-867,51.70,15.69,8.27,New,PayPal
ORD-20080,CUST-8033,SESS-25080,CART-22080,2025-05-13,,122.43,5.67,Beauty,5,Cancelled,Affiliate,South,P-995,SKU-3065,65.51,7.12,26.20,New,PayPal
ORD-20081,CUST-8033,SESS-25081,CART-22081,2024-07-22,208.28,71.88,10.41,Electronics,5,Pending,Affiliate,International,P-805,SKU-81,41.66,10.28,16.66,New,Debit Card
ORD-20082,CUST-8033,SESS-25082,CART-22082,2023-01-12,390.19,130.80,34.81,Fashion,5,Returned,Mobile App,West,P-417,SKU-192,78.04,10.53,31.22,New,Credit Card
ORD-20083,CUST-8034,SESS-25083,CART-22083,1732983303116,190.17,100.83,29.63,Fashion,4,Shipped,Web,International,P-543,SKU-1304,47.54,19.63,15.21,VIP,PayPal
ORD-20084,CUST-8034,SESS-25084,CART-22084,2025-11-04,323.51,183.76,37.07,Home,4,Cancelled,Social Media,East,P-340,SKU-4309,80.88,14.28,25.88,VIP,PayPal
ORD-20085,CUST-8035,SESS-25085,CART-22085,2023-01-18,226.51,127.33,3.21,Electronics,3,Pending,Mobile App,East,P-494,SKU-2180,75.50,0.56,18.12,Returning,Credit Card
ORD-20086,CUST-8035,SESS-25086,CART-22086,2024-01-08,354.34,161.16,13.24,Sports,4,Shipped,Social Media,East,P-278,SKU-684,88.58,11.15,28.35,Returning,Crypto
ORD-20087,CUST-8035,SESS-25087,CART-22087,12/31/2025,350.83,172.49,11.24,Electronics,2,Cancelled,Web,North,P-994,SKU-224,175.41,5.65,28.07,New,Credit Card
ORD-20088,CUST-8036,SESS-25088,CART-22088,2025-08-20,377.68,219.04,13.92,Fashion,1,Pending,Mobile App,International,P-289,SKU-1296,377.68,16.56,30.21,Returning,PayPal
ORD-20089,CUST-8036,SESS-25089,CART-22089,2026-02-13,214.56,83.34,10.92,,5,Pending,Affiliate,North,P-867,SKU-2477,42.91,16.70,17.16,VIP,PayPal
ORD-20090,CUST-8037,SESS-25090,CART-22090,2023-11-01,73.63,26.54,18.82,Fashion,5,Returned,Mobile App,East,P-510,SKU-4561,14.73,9.69,5.89,VIP,PayPal
ORD-20091,CUST-8037,SESS-25091,CART-22091,2024-07-18,26.51,14.97,45.55,Fashion,2,Returned,Web,South,P-997,SKU-2579,13.25,13.46,2.12,VIP,PayPal
ORD-20092,CUST-8037,SESS-25092,CART-22092,2023-03-22,67.77,24.27,12.14,,2,Pending,Mobile App,East,P-958,SKU-4604,33.89,9.38,5.42,Returning,PayPal
ORD-20093,CUST-8038,SESS-25093,CART-22093,2023-12-08,427.24,155.84,9.47,Electronics,2,Shipped,Social Media,East,P-681,SKU-4482,213.62,12.78,34.18,VIP,Debit Card
ORD-20094,CUST-8038,SESS-25094,CART-22094,6/19/2025,430.66,129.26,45.99,Sports,2,Completed,Affiliate,West,P-334,SKU-4299,215.33,11.99,34.45,Returning,PayPal
ORD-20095,CUST-8039,SESS-25095,CART-22095,2023-09-15,251.73,116.22,47.34,Beauty,1,Returned,Mobile App,East,P-544,SKU-709,251.73,1.58,20.14,New,PayPal
ORD-20096,CUST-8039,SESS-25096,CART-22096,2025-09-13,11.51,6.24,43.04,Home,4,Returned,Web,South,P-781,SKU-3902,2.88,9.68,0.92,Returning,PayPal
ORD-20097,CUST-8039,SESS-25097,CART-22097,2023-07-23,106.60,59.02,29.66,Beauty,5,Cancelled,Affiliate,South,P-209,SKU-1121,21.32,6.39,8.53,Returning,Debit Card
ORD-20098,CUST-8040,SESS-25098,CART-22098,2024-09-26,101.62,43.35,4.23,Sports,1,Cancelled,Social Media,South,P-472,SKU-4691,101.62,17.70,8.13,Returning,Debit Card
ORD-20099,CUST-8040,SESS-25099,CART-22099,2023-02-17,219.77,127.39,13.19,Sports,2,Shipped,Social Media,International,P-326,SKU-4182,109.88,15.22,17.58,VIP,PayPal
ORD-20100,CUST-8041,SESS-25100,CART-22100,2023-07-22,NULL,76.64,46.24,Electronics,3,Returned,Mobile App,West,P-701,SKU-4413,59.65,9.03,14.32,New,Debit Card
ORD-20101,CUST-8041,SESS-25101,CART-22101,2024-11-19,464.95,252.58,35.38,Electronics,5,Completed,Social Media,East,P-747,SKU-2838,92.99,16.22,37.20,VIP,Credit Card
ORD-20102,CUST-8041,SESS-25102,CART-22102,4/30/2024,488.45,287.49,25.94,Beauty,4,Completed,Social Media,West,P-547,SKU-598,122.11,1.30,39.08,VIP,Crypto
ORD-20103,CUST-8042,SESS-25103,CART-22103,2023-01-03,379.79,167.40,10.44,Beauty,2,Completed,Affiliate,West,P-758,SKU-4978,189.89,2.29,30.38,Returning,PayPal
ORD-20104,CUST-8042,SESS-25104,CART-22104,2024-10-01,153.90,57.14,20.02,Sports,1,Completed,Web,West,P-692,SKU-2298,153.90,18.49,12.31,VIP,PayPal
ORD-20105,CUST-8043,SESS-25105,CART-22105,2025-06-07,356.72,194.64,28.88,Electronics,3,Cancelled,Web,International,P-754,SKU-2459,118.91,15.49,28.54,New,Credit Card
ORD-20106,CUST-8043,SESS-25106,CART-22106,2025-04-17,187.63,95.27,27.76,Beauty,4,Pending,Mobile App,East,P-938,SKU-3801,46.91,7.11,15.01,Returning,PayPal
ORD-20107,CUST-8043,SESS-25107,CART-22107,1712490281858,422.96,194.55,36.41,Sports,1,Pending,Web,East,P-336,SKU-4216,422.96,16.78,33.84,New,Crypto
ORD-20108,CUST-8044,SESS-25108,CART-22108,2023-08-20,501.96,267.78,22.39,Home,4,Returned,Web,North,P-630,SKU-1756,125.49,15.80,40.16,VIP,PayPal
ORD-20109,CUST-8044,SESS-25109,CART-22109,2024-02-17,445.15,137.67,17.95,Home,1,Shipped,Mobile App,West,P-538,SKU-1962,445.15,1.22,35.61,VIP,Credit Card
ORD-20110,CUST-8045,SESS-25110,CART-22110,2023-02-14,158.10,54.27,28.13,Electronics,3,Pending,Social Media,South,P-236,SKU-3306,52.70,0.00,12.65,Returning,Credit Card
ORD-20111,CUST-8045,SESS-25111,CART-22111,2025-01-22,55.21,26.77,35.57,Home,4,Shipped,Social Media,East,P-677,SKU-585,13.80,9.32,4.42,VIP,Credit Card
ORD-20112,CUST-8045,SESS-25112,CART-22112,2024-05-02,373.19,222.01,41.27,Beauty,4,Cancelled,Web,South,P-935,SKU-230,93.30,6.97,29.86,New,Crypto
ORD-20113,CUST-8046,SESS-25113,CART-22113,2024-08-01,229.84,94.73,38.61,Home,5,Returned,Affiliate,International,P-958,SKU-3371,45.97,0.77,18.39,Returning,Credit Card
ORD-20114,CUST-8046,SESS-25114,CART-22114,2025-04-27,296.89,110.99,20.13,Sports,5,Returned,Social Media,West,P-173,SKU-3865,59.38,13.74,23.75,Returning,Crypto
ORD-20115,CUST-8047,SESS-25115,CART-22115,2024-07-24,269.80,126.91,11.99,Beauty,5,Shipped,Web,East,P-632,SKU-352,53.96,10.43,21.58,New,Credit Card
ORD-20116,CUST-8047,SESS-25116,CART-22116,2024-05-27,381.41,198.48,17.56,Fashion,5,Shipped,Affiliate,West,P-755,SKU-2346,76.28,13.12,30.51,Returning,Credit Card
ORD-20117,CUST-8047,SESS-25117,CART-22117,2023-02-11,331.99,190.13,26.35,Fashion,3,Shipped,Mobile App,South,P-204,SKU-164,110.66,9.73,26.56,Returning,PayPal
ORD-20118,CUST-8048,SESS-25118,CART-22118,2025-09-19,74.29,25.04,15.32,Sports,5,Completed,Mobile App,South,P-179,SKU-4788,14.86,18.35,5.94,VIP,Debit Card
ORD-20119,CUST-8048,SESS-25119,CART-22119,2024-10-24,357.98,114.09,36.57,Fashion,2,Cancelled,Mobile App,East,P-725,SKU-4528,178.99,0.63,28.64,Returning,Crypto
ORD-20120,CUST-8049,SESS-25120,CART-22120,2025-08-22,375.69,182.87,24.93,Home,1,Shipped,Social Media,International,P-938,SKU-3003,375.69,7.82,30.05,New,Crypto
ORD-20121,CUST-8049,SESS-25121,CART-22121,2025-10-08,433.01,222.18,17.37,Fashion,4,Returned,Web,International,P-543,SKU-1121,108.25,3.30,34.64,New,Crypto
ORD-20122,CUST-8049,SESS-25122,CART-22122,1702734704845,327.77,114.70,42.02,Home,4,Cancelled,Mobile App,South,P-318,SKU-1782,81.94,3.63,26.22,Returning,Debit Card
ORD-20123,CUST-8050,SESS-25123,CART-22123,9/27/2023,282.70,143.75,32.04,Beauty,1,Cancelled,Social Media,East,P-557,SKU-923,282.70,3.97,22.62,Returning,Credit Card
ORD-20124,CUST-8050,SESS-25124,CART-22124,2023-09-01,308.06,109.67,48.51,Fashion,5,Completed,Web,West,P-124,SKU-2276,61.61,19.94,24.65,New,Crypto
ORD-20125,CUST-8051,SESS-25125,CART-22125,2024-08-04,17.73,9.01,45.04,Home,3,Completed,Affiliate,North,P-898,SKU-1397,5.91,14.23,1.42,New,PayPal
ORD-20126,CUST-8051,SESS-25126,CART-22126,2023-07-15,298.00,170.40,41.95,Home,5,Returned,Social Media,West,P-246,SKU-4393,59.60,15.93,23.84,VIP,PayPal
ORD-20127,CUST-8051,SESS-25127,CART-22127,2024-05-21,126.93,46.41,19.23,Home,1,Shipped,Affiliate,North,P-813,SKU-1848,126.93,7.30,10.15,Returning,Debit Card
ORD-20128,CUST-8052,SESS-25128,CART-22128,2023-10-19,365.33,160.22,13.73,Fashion,5,Cancelled,Affiliate,North,P-160,SKU-2134,73.07,6.53,29.23,New,Credit Card
ORD-20129,CUST-8052,SESS-25129,CART-22129,2024-09-18,25.15,10.20,0.72,Electronics,1,Pending,Web,South,P-237,SKU-4907,25.15,6.88,2.01,Returning,Credit Card
ORD-20130,CUST-8053,SESS-25130,CART-22130,2025-05-03,474.47,266.19,27.20,Home,3,Cancelled,Social Media,West,P-63,SKU-321,158.16,12.10,37.96,Returning,Crypto
ORD-20131,CUST-8053,SESS-25131,CART-22131,2025-02-18,178.57,94.56,24.88,Sports,2,Cancelled,Affiliate,East,P-758,SKU-3498,89.28,12.64,14.29,Returning,Crypto
ORD-20132,CUST-8053,SESS-25132,CART-22132,2024-10-12,184.51,72.99,12.34,Beauty,,Shipped,Mobile App,West,P-965,SKU-501,61.50,13.89,14.76,Returning,Debit Card
ORD-20133,CUST-8054,SESS-25133,CART-22133,1727200670441,305.83,177.65,5.96,Beauty,1,Cancelled,Social Media,East,P-143,SKU-3948,305.83,6.89,24.47,New,Debit Card
ORD-20134,CUST-8054,SESS-25134,CART-22134,2024-04-18,392.87,131.41,7.00,Electronics,5,Returned,Affiliate,East,P-999,SKU-612,78.57,17.55,31.43,Returning,Crypto
ORD-20135,CUST-8055,SESS-25135,CART-22135,2023-07-11,125.03,59.25,0.47,NULL,3,Cancelled,Mobile App,East,P-591,SKU-1540,41.68,1.77,10.00,VIP,Debit Card
ORD-20136,CUST-8055,SESS-25136,CART-22136,4/23/2024,381.43,120.73,26.22,Sports,3,Returned,Social Media,East,P-634,SKU-2870,127.14,19.93,30.51,New,PayPal
ORD-20137,CUST-8055,SESS-25137,CART-22137,2024-03-23,390.06,166.45,40.48,Electronics,5,Cancelled,Social Media,North,P-636,SKU-3555,78.01,9.76,31.20,Returning,Credit Card
ORD-20138,CUST-8056,SESS-25138,CART-22138,2023-01-23,125.73,69.28,10.18,Fashion,2,Shipped,Affiliate,East,P-101,SKU-2327,62.87,4.65,10.06,New,PayPal
ORD-20139,CUST-8056,SESS-25139,CART-22139,2024-08-09,319.23,112.24,14.62,Beauty,3,Completed,Social Media,South,P-554,SKU-1221,106.41,14.94,25.54,Returning,Crypto
ORD-20140,CUST-8057,SESS-25140,CART-22140,2025-05-08,39.57,18.61,6.88,Fashion,4,Completed,Affiliate,South,P-325,SKU-2948,9.89,19.77,3.17,VIP,Credit Card
ORD-20141,CUST-8057,SESS-25141,CART-22141,1678773548195,19.44,6.41,45.43,Home,2,Shipped,Affiliate,North,P-322,SKU-1244,9.72,15.08,1.56,New,Crypto
ORD-20142,CUST-8057,SESS-25142,CART-22142,2023-05-06,80.34,30.72,45.75,Fashion,1,Returned,Web,South,P-432,SKU-4122,80.34,9.33,6.43,VIP,Crypto
ORD-20143,CUST-8058,SESS-25143,CART-22143,2023-08-19,311.77,124.59,14.34,Home,3,Cancelled,Web,North,P-201,SKU-4152,103.92,9.39,24.94,New,Debit Card
ORD-20144,CUST-8058,SESS-25144,CART-22144,1748959917460,300.91,145.43,12.58,Sports,2,Completed,Web,East,P-975,SKU-2619,150.46,10.65,24.07,New,Credit Card
ORD-20145,CUST-8059,SESS-25145,CART-22145,2023-01-28,,162.57,30.01,Electronics,4,Completed,Mobile App,North,P-279,SKU-1491,70.97,4.25,22.71,New,Credit Card
