order_id,customer_id,session_id,cart_id,order_date,revenue,cogs,marketing_cost,category,quantity,status,channel,region,product_id,sku,unit_price,shipping_cost,tax,customer_type,payment_method
ORD-10017,CUST-4007,SESS-15017,CART-12017,2023-12-23,452.20,223.53,15.45,Electronics,2,Completed,Web,South,P-382,SKU-4038,226.10,17.68,36.18,Returning,Credit Card
ORD-10018,CUST-4008,SESS-15018,CART-12018,2024-12-14,151.56,79.09,4.82,Home,3,Cancelled,Web,North,P-676,SKU-2913,50.52,18.04,12.12,Returning,Crypto
ORD-10019,CUST-4008,SESS-15019,CART-12019,2024-02-21,337.39,110.91,25.48,Home,1,Returned,Social Media,International,P-775,SKU-2203,337.39,5.63,26.99,Returning,Credit Card
ORD-10020,CUST-4009,SESS-15020,CART-12020,2024-08-15,NULL,206.71,13.07,Electronics,2,Returned,Affiliate,West,P-427,SKU-3467,216.29,5.70,34.61,VIP,Crypto
ORD-10021,CUST-4009,SESS-15021,CART-12021,2023-01-12,68.52,40.87,12.41,Beauty,5,Completed,Web,North,P-942,SKU-2362,13.70,17.64,5.48,New,Debit Card
ORD-10022,CUST-4009,SESS-15022,CART-12022,2023-12-26,479.97,254.11,10.84,Home,1,Shipped,Social Media,North,P-251,SKU-2953,479.97,0.53,38.40,Returning,Crypto
ORD-10023,CUST-4010,SESS-15023,CART-12023,2023-04-10,444.18,257.82,41.35,Fashion,5,Pending,Web,South,P-533,SKU-918,88.84,18.47,35.53,New,Debit Card
ORD-10024,CUST-4010,SESS-15024,CART-12024,2025-08-11,293.12,155.33,2.63,Home,1,Shipped,Web,West,P-648,SKU-3220,293.12,5.04,23.45,New,Debit Card
ORD-10025,CUST-4011,SESS-15025,CART-12025,2023-02-02,  499.57  ,162.38,34.56,Beauty,1,Completed,Social Media,International,P-632,SKU-3819,499.57,17.89,39.97,Returning,Crypto
ORD-10026,CUST-4011,SESS-15026,CART-12026,1737240446899,  147.71  ,55.41,26.66,Sports,5,Completed,Social Media,International,P-653,SKU-2934,29.54,9.41,11.82,VIP,Credit Card
ORD-10027,CUST-4011,SESS-15027,CART-12027,2023-10-13,260.38,82.04,25.34,Sports,5,Pending,Social Media,West,P-408,SKU-3977,52.08,17.43,20.83,New,PayPal
ORD-10028,CUST-4012,SESS-15028,CART-12028,2023-09-15,292.09,141.93,11.91,Beauty,2,Pending,Affiliate,East,P-269,SKU-1077,146.04,0.13,23.37,Returning,Crypto
ORD-10029,CUST-4012,SESS-15029,CART-12029,2025-08-31,55.58,26.75,45.58,Sports,1,Shipped,Mobile App,West,P-665,SKU-4448,55.58,16.42,4.45,New,Credit Card
ORD-10030,CUST-4013,SESS-15030,CART-12030,2025-02-12,465.81,269.48,36.34,Electronics,,Returned,Affiliate,International,P-888,SKU-217,465.81,5.71,37.27,Returning,Debit Card
ORD-10031,CUST-4013,SESS-15031,CART-12031,2023-12-12,157.79,54.88,7.18,Home,4,Cancelled,Web,North,P-214,SKU-3284,39.45,6.92,12.62,Returning,Crypto
ORD-10032,CUST-4013,SESS-15032,CART-12032,2025-03-09,505.73,234.12,28.72,Electronics,5,Returned,Affiliate,East,P-609,SKU-850,101.15,18.03,40.46,VIP,Crypto
ORD-10033,CUST-4014,SESS-15033,CART-12033,2023-11-26,191.37,90.99,34.48,Electronics,5,Shipped,Web,North,P-702,SKU-846,38.27,18.01,15.31,Returning,Credit Card
ORD-10034,CUST-4014,SESS-15034,CART-12034,2026-03-09,453.28,246.06,45.30,Home,5,Returned,Social Media,West,P-348,SKU-2008,90.66,19.60,36.26,Returning,Debit Card
ORD-10035,CUST-4015,SESS-15035,CART-12035,2025-03-30,99.51,54.24,8.66,  home  ,2,Returned,Web,South,P-524,SKU-203,49.75,17.25,7.96,Returning,Debit Card
ORD-10036,CUST-4015,SESS-15036,CART-12036,2024-10-30,196.20,92.95,23.98,Beauty,5,Completed,Social Media,East,P-79,SKU-5000,39.24,17.15,15.70,New,Credit Card
ORD-10037,CUST-4015,SESS-15037,CART-12037,2025-10-27,286.70,123.07,40.08,Fashion,3,Shipped,Social Media,North,P-269,SKU-2967,95.57,19.64,22.94,Returning,Debit Card
ORD-10038,CUST-4016,SESS-15038,CART-12038,2024-05-26,434.44,225.09,24.84,Fashion,NULL,Completed,Social Media,North,P-107,SKU-277,86.89,7.50,34.75,Returning,PayPal
ORD-10039,CUST-4016,SESS-15039,CART-12039,2025-02-26,352.08,150.54,20.09,Beauty,3,Cancelled,Social Media,East,P-446,SKU-4593,117.36,19.14,28.17,Returning,Crypto
ORD-10040,CUST-4017,SESS-15040,CART-12040,2023-07-17,197.51,89.93,48.58,Fashion,2,Shipped,Mobile App,East,P-16,SKU-1287,98.75,8.00,15.80,VIP,PayPal
ORD-10041,CUST-4017,SESS-15041,CART-12041,2024-03-04,210.37,66.49,18.15,Home,4,Cancelled,Social Media,West,P-683,SKU-2856,52.59,15.62,16.83,VIP,PayPal
ORD-10042,CUST-4017,SESS-15042,CART-12042,2025-04-01,10.96,5.65,29.92,Fashion,2,Pending,Web,South,P-874,SKU-3869,5.48,11.10,0.88,Returning,Debit Card
ORD-10043,CUST-4018,SESS-15043,CART-12043,2024-07-26,422.29,185.07,5.26,Home,4,Pending,Social Media,North,P-953,SKU-1738,105.57,10.93,33.78,VIP,PayPal
ORD-10044,CUST-4018,SESS-15044,CART-12044,2025-01-06,451.66,154.45,43.21,Electronics,1,Pending,Mobile App,East,P-542,SKU-2912,451.66,0.21,36.13,New,Crypto
ORD-10045,CUST-4019,SESS-15045,CART-12045,2025-08-04,25.47,15.08,0.57,Sports,1,Cancelled,Social Media,North,P-54,SKU-2301,25.47,7.55,2.04,VIP,Crypto
ORD-10046,CUST-4019,SESS-15046,CART-12046,2025-04-13,193.09,87.17,24.55,Electronics,,Shipped,Web,West,P-329,SKU-21,38.62,5.10,15.45,VIP,Crypto
ORD-10047,CUST-4019,SESS-15047,CART-12047,2024-03-01,434.13,253.92,27.08,Sports,2,Pending,Web,East,P-105,SKU-4336,217.07,15.20,34.73,VIP,Crypto
ORD-10048,CUST-4020,SESS-15048,CART-12048,2023-12-01,84.62,42.38,26.32,Electronics,2,Completed,Social Media,South,P-763,SKU-1940,42.31,13.22,6.77,VIP,Debit Card
ORD-10049,CUST-4020,SESS-15049,CART-12049,1760258439317,  411.20  ,206.72,24.92,Sports,4,Cancelled,Affiliate,North,P-998,SKU-78,102.80,8.72,32.90,Returning,PayPal
ORD-10050,CUST-4021,SESS-15050,CART-12050,2023-11-28,292.38,165.01,5.65,Home,5,Returned,Mobile App,International,P-356,SKU-1129,58.48,11.53,23.39,New,Debit Card
ORD-10051,CUST-4021,SESS-15051,CART-12051,2023-09-24,76.83,39.49,21.77,Beauty,3,Completed,Social Media,South,P-815,SKU-2833,25.61,5.10,6.15,New,Crypto
ORD-10052,CUST-4021,SESS-15052,CART-12052,2026-01-27,310.00,167.75,5.98,Electronics,3,Cancelled,Affiliate,North,P-462,SKU-781,103.33,15.32,24.80,Returning,Debit Card
ORD-10053,CUST-4022,SESS-15053,CART-12053,2023-07-03,397.45,162.14,33.41,Home,2,Completed,Web,North,P-392,SKU-4851,198.72,15.52,31.80,VIP,Crypto
ORD-10054,CUST-4022,SESS-15054,CART-12054,2023-05-05,263.59,138.72,21.93,Fashion,3,Returned,Mobile App,East,P-23,SKU-3303,87.86,0.45,21.09,VIP,Credit Card
ORD-10055,CUST-4023,SESS-15055,CART-12055,2024-03-30,500.57,158.28,38.67,Sports,5,Returned,Social Media,East,P-754,SKU-1232,100.11,16.62,40.05,VIP,Crypto
ORD-10056,CUST-4023,SESS-15056,CART-12056,2024-07-19,NULL,278.83,25.00,Home,5,Cancelled,Web,East,P-490,SKU-563,99.68,0.21,39.87,Returning,PayPal
ORD-10057,CUST-4023,SESS-15057,CART-12057,2025-03-18,199.64,109.47,27.14,Sports,3,Returned,Mobile App,South,P-11,SKU-2072,66.55,15.91,15.97,New,Crypto
ORD-10058,CUST-4024,SESS-15058,CART-12058,2024-10-30,415.46,194.60,39.88,Beauty,5,Pending,Web,East,P-917,SKU-2891,83.09,1.85,33.24,New,Crypto
ORD-10059,CUST-4024,SESS-15059,CART-12059,2023-02-06,118.01,46.19,39.14,Home,2,Pending,Social Media,International,P-32,SKU-960,59.01,12.66,9.44,VIP,Credit Card
ORD-10060,CUST-4025,SESS-15060,CART-12060,2024-03-29,380.35,157.03,9.98,Electronics,4,Completed,Mobile App,East,P-938,SKU-1256,95.09,11.48,30.43,New,Debit Card
ORD-10061,CUST-4025,SESS-15061,CART-12061,2025-05-10,,176.45,46.07,Fashion,4,Pending,Social Media,West,P-708,SKU-1699,100.07,10.68,32.02,Returning,Debit Card
ORD-10062,CUST-4025,SESS-15062,CART-12062,2024-08-22,469.61,260.83,12.12,  fashion  ,5,Returned,Mobile App,East,P-876,SKU-4498,93.92,18.56,37.57,Returning,Debit Card
ORD-10063,CUST-4026,SESS-15063,CART-12063,2025-01-25,27.16,9.32,12.20,Electronics,1,Cancelled,Web,East,P-577,SKU-3852,27.16,0.59,2.17,VIP,Credit Card
ORD-10064,CUST-4026,SESS-15064,CART-12064,2025-09-13,165.63,88.04,49.73,Sports,,Shipped,Affiliate,East,P-821,SKU-3796,55.21,17.41,13.25,VIP,PayPal
ORD-10065,CUST-4027,SESS-15065,CART-12065,2025-05-08,350.23,167.87,23.45,Electronics,3,Pending,Affiliate,West,P-290,SKU-2559,116.74,17.36,28.02,VIP,PayPal
ORD-10066,CUST-4027,SESS-15066,CART-12066,2024-04-23,206.77,100.69,5.77,Electronics,5,Shipped,Social Media,South,P-348,SKU-3692,41.35,2.38,16.54,Returning,Crypto
ORD-10067,CUST-4027,SESS-15067,CART-12067,2025-08-28,138.90,79.57,32.86,Sports,4,Shipped,Social Media,North,P-488,SKU-4170,34.73,12.68,11.11,Returning,Crypto
ORD-10068,CUST-4028,SESS-15068,CART-12068,2024-01-28,234.26,95.86,45.12,Home,2,Shipped,Social Media,West,P-750,SKU-3271,117.13,2.13,18.74,New,Debit Card
ORD-10069,CUST-4028,SESS-15069,CART-12069,2023-11-23,361.06,142.90,20.62,Fashion,3,Completed,Social Media,West,P-331,SKU-407,120.35,12.19,28.89,New,Debit Card
ORD-10070,CUST-4029,SESS-15070,CART-12070,2025-06-30,15.46,7.78,43.75,Beauty,5,Completed,Web,International,P-661,SKU-2973,3.09,7.66,1.24,VIP,PayPal
ORD-10071,CUST-4029,SESS-15071,CART-12071,2024-02-21,157.01,55.74,6.03,Sports,4,Pending,Affiliate,International,P-600,SKU-3156,39.25,14.33,12.56,VIP,Credit Card
ORD-10072,CUST-4029,SESS-15072,CART-12072,2024-04-03,366.67,130.55,28.40,Beauty,1,Cancelled,Social Media,East,P-123,SKU-2353,366.67,6.77,29.33,New,Credit Card
ORD-10073,CUST-4030,SESS-15073,CART-12073,2023-06-16,488.38,162.17,22.76,Beauty,2,Pending,Social Media,North,P-821,SKU-4920,244.19,0.30,39.07,VIP,Crypto
ORD-10074,CUST-4030,SESS-15074,CART-12074,2024-01-09,116.42,55.50,26.18,NULL,3,Returned,Mobile App,South,P-990,SKU-3399,38.81,9.08,9.31,Returning,Debit Card
ORD-10075,CUST-4031,SESS-15075,CART-12075,2023-04-30,507.51,196.18,5.71,Fashion,5,Completed,Mobile App,South,P-533,SKU-1166,101.50,14.75,40.60,Returning,Debit Card
ORD-10076,CUST-4031,SESS-15076,CART-12076,2024-08-29,75.12,27.87,42.34,Fashion,3,Completed,Social Media,West,P-985,SKU-264,25.04,19.59,6.01,VIP,PayPal
ORD-10077,CUST-4031,SESS-15077,CART-12077,1679036779809,142.31,52.24,46.25,Fashion,2,Completed,Social Media,South,P-306,SKU-4160,71.15,4.90,11.38,New,Debit Card
ORD-10078,CUST-4032,SESS-15078,CART-12078,2024-10-03,198.94,98.69,16.86,Electronics,1,Pending,Mobile App,South,P-978,SKU-2808,198.94,2.62,15.92,VIP,Credit Card
ORD-10079,CUST-4032,SESS-15079,CART-12079,2024-01-29,435.02,247.93,23.53,Electronics,2,Cancelled,Mobile App,East,P-867,SKU-2639,217.51,15.04,34.80,Returning,PayPal
ORD-10080,CUST-4033,SESS-15080,CART-12080,2025-12-03,96.67,33.82,7.83,Electronics,4,Returned,Mobile App,North,P-618,SKU-1660,24.17,7.90,7.73,New,PayPal
ORD-10081,CUST-4033,SESS-15081,CART-12081,5/9/2023,379.79,170.29,47.99,Electronics,1,Shipped,Web,South,P-934,SKU-3243,379.79,10.31,30.38,Returning,Crypto
ORD-10082,CUST-4033,SESS-15082,CART-12082,2025-03-13,128.89,71.71,42.35,Electronics,2,Shipped,Mobile App,South,P-815,SKU-1365,64.45,5.23,10.31,VIP,Credit Card
ORD-10083,CUST-4034,SESS-15083,CART-12083,2023-01-15,420.37,184.83,13.97,Electronics,1,Completed,Web,West,P-8,SKU-4851,420.37,16.69,33.63,Returning,Credit Card
ORD-10084,CUST-4034,SESS-15084,CART-12084,2023-08-09,93.31,38.50,41.06,Sports,3,Completed,Affiliate,North,P-938,SKU-2277,31.10,2.66,7.46,Returning,Debit Card
ORD-10085,CUST-4035,SESS-15085,CART-12085,2024-10-03,22.30,9.56,4.90,Electronics,1,Shipped,Social Media,North,P-944,SKU-2307,22.30,4.40,1.78,VIP,Crypto
ORD-10086,CUST-4035,SESS-15086,CART-12086,2024-12-08,343.92,167.05,33.94,Fashion,1,Returned,Mobile App,North,P-550,SKU-832,343.92,11.75,27.51,New,Credit Card
ORD-10087,CUST-4035,SESS-15087,CART-12087,2024-12-10,  101.94  ,49.06,26.60,Electronics,4,Pending,Affiliate,North,P-809,SKU-1260,25.49,10.05,8.16,VIP,Debit Card
ORD-10088,CUST-4036,SESS-15088,CART-12088,2023-09-14,290.99,98.59,4.99,Fashion,5,Returned,Mobile App,West,P-36,SKU-4479,58.20,2.50,23.28,New,PayPal
ORD-10089,CUST-4036,SESS-15089,CART-12089,2024-02-16,  228.31  ,106.28,22.17,Beauty,5,Shipped,Social Media,South,P-162,SKU-3419,45.66,15.18,18.27,VIP,Credit Card
ORD-10090,CUST-4037,SESS-15090,CART-12090,2024-12-01,247.27,80.74,33.55,Home,1,Completed,Social Media,South,P-280,SKU-2289,247.27,2.23,19.78,New,PayPal
ORD-10091,CUST-4037,SESS-15091,CART-12091,2026-01-18,347.36,199.00,47.58,Electronics,4,Cancelled,Web,South,P-290,SKU-2852,86.84,3.21,27.79,New,Credit Card
ORD-10092,CUST-4037,SESS-15092,CART-12092,2024-09-22,265.18,136.78,6.20,Sports,4,Completed,Web,East,P-762,SKU-3094,66.30,11.98,21.21,VIP,PayPal
ORD-10093,CUST-4038,SESS-15093,CART-12093,2025-12-11,299.74,121.19,45.52,Sports,4,Returned,Affiliate,West,P-550,SKU-471,74.94,18.19,23.98,Returning,Crypto
ORD-10094,CUST-4038,SESS-15094,CART-12094,2025-02-03,52.41,28.48,40.51,Sports,2,Completed,Web,East,P-110,SKU-2158,26.20,10.04,4.19,VIP,PayPal
ORD-10095,CUST-4039,SESS-15095,CART-12095,2025-05-16,187.90,69.00,13.97,Beauty,3,Completed,Affiliate,South,P-615,SKU-1339,62.63,16.93,15.03,New,Crypto
ORD-10096,CUST-4039,SESS-15096,CART-12096,2025-08-22,112.14,43.41,40.18,Sports,3,Completed,Affiliate,North,P-179,SKU-1090,37.38,19.00,8.97,New,Crypto
ORD-10097,CUST-4039,SESS-15097,CART-12097,2024-09-13,500.37,170.63,41.69,Home,1,Completed,Social Media,East,P-867,SKU-1580,500.37,4.43,40.03,New,Crypto
ORD-10098,CUST-4040,SESS-15098,CART-12098,2024-09-07,433.40,170.16,46.07,Sports,3,Shipped,Affiliate,West,P-519,SKU-4774,144.47,18.60,34.67,VIP,Crypto
ORD-10099,CUST-4040,SESS-15099,CART-12099,2023-02-26,373.03,123.05,21.17,Sports,2,Returned,Affiliate,International,P-60,SKU-1857,186.52,2.64,29.84,New,PayPal
ORD-10100,CUST-4041,SESS-15100,CART-12100,2023-05-26,262.78,133.38,14.61,,1,Returned,Web,International,P-272,SKU-1412,262.78,6.15,21.02,New,Credit Card
ORD-10101,CUST-4041,SESS-15101,CART-12101,2025-11-13,393.60,176.59,16.59,Home,3,Pending,Mobile App,South,P-915,SKU-1689,131.20,8.35,31.49,VIP,Crypto
ORD-10102,CUST-4041,SESS-15102,CART-12102,2024-09-09,11.88,5.69,31.49,Electronics,3,Pending,Social Media,International,P-185,SKU-3886,3.96,2.84,0.95,New,Debit Card
ORD-10103,CUST-4042,SESS-15103,CART-12103,2025-10-12,490.61,203.63,17.46,Home,4,Pending,Mobile App,East,P-936,SKU-237,122.65,10.43,39.25,New,Debit Card
ORD-10104,CUST-4042,SESS-15104,CART-12104,2024-12-04,196.36,106.74,46.97,Fashion,4,Pending,Affiliate,South,P-200,SKU-526,49.09,6.62,15.71,New,Debit Card
ORD-10105,CUST-4043,SESS-15105,CART-12105,2023-10-21,388.50,184.25,8.12,Electronics,1,Cancelled,Social Media,West,P-522,SKU-1602,388.50,13.22,31.08,New,Credit Card
ORD-10106,CUST-4043,SESS-15106,CART-12106,2024-03-17,,75.24,42.43,Beauty,4,Pending,Social Media,North,P-875,SKU-2929,34.87,8.10,11.16,Returning,Debit Card
ORD-10107,CUST-4043,SESS-15107,CART-12107,2026-02-20,446.00,241.96,2.24,Sports,5,Returned,Affiliate,West,P-160,SKU-3556,89.20,3.84,35.68,New,Credit Card
ORD-10108,CUST-4044,SESS-15108,CART-12108,2023-10-16,213.93,74.57,48.00,Electronics,1,Pending,Mobile App,East,P-296,SKU-2875,213.93,14.73,17.11,Returning,Credit Card
ORD-10109,CUST-4044,SESS-15109,CART-12109,2025-06-27,110.20,63.08,26.70,Sports,3,Pending,Mobile App,East,P-119,SKU-3677,36.73,14.60,8.82,New,Debit Card
ORD-10110,CUST-4045,SESS-15110,CART-12110,2025-03-31,151.23,79.67,9.27,Electronics,2,Returned,Social Media,North,P-292,SKU-3862,75.62,14.50,12.10,VIP,Debit Card
ORD-10111,CUST-4045,SESS-15111,CART-12111,2023-04-11,391.00,150.04,36.18,Electronics,5,Returned,Mobile App,North,P-704,SKU-2469,78.20,19.76,31.28,New,Crypto
ORD-10112,CUST-4045,SESS-15112,CART-12112,2025-08-06,384.51,128.07,37.70,Beauty,3,Returned,Mobile App,International,P-42,SKU-3095,128.17,18.84,30.76,Returning,PayPal
ORD-10113,CUST-4046,SESS-15113,CART-12113,1741539771866,263.70,85.60,2.82,Sports,5,Pending,Mobile App,North,P-704,SKU-4841,52.74,14.37,21.10,New,PayPal
ORD-10114,CUST-4046,SESS-15114,CART-12114,2024-08-20,189.11,100.31,34.09,Beauty,1,Shipped,Web,South,P-231,SKU-4755,189.11,13.65,15.13,VIP,Credit Card
ORD-10115,CUST-4047,SESS-15115,CART-12115,2023-12-27,361.22,206.76,33.86,Fashion,4,Cancelled,Mobile App,West,P-375,SKU-1866,90.30,14.31,28.90,VIP,Crypto
ORD-10116,CUST-4047,SESS-15116,CART-12116,2025-08-01,468.06,195.72,43.52,Beauty,5,Pending,Social Media,West,P-661,SKU-4550,93.61,18.34,37.44,New,Credit Card
ORD-10117,CUST-4047,SESS-15117,CART-12117,2023-10-31,460.71,166.44,40.78,Beauty,3,Pending,Web,West,P-290,SKU-3009,153.57,0.02,36.86,Returning,Credit Card
ORD-10118,CUST-4048,SESS-15118,CART-12118,2023-05-22,411.12,127.16,26.01,Fashion,3,Returned,Social Media,International,P-672,SKU-3011,137.04,17.21,32.89,New,Crypto
ORD-10119,CUST-4048,SESS-15119,CART-12119,2024-05-11,286.25,89.68,1.50,Home,1,Completed,Mobile App,International,P-729,SKU-3218,286.25,8.08,22.90,Returning,PayPal
ORD-10120,CUST-4049,SESS-15120,CART-12120,2025-06-10,437.35,138.44,9.27,Home,3,Pending,Web,East,P-491,SKU-1089,145.78,16.90,34.99,New,Debit Card
ORD-10121,CUST-4049,SESS-15121,CART-12121,2024-08-13,302.82,111.76,46.04,Home,2,Shipped,Affiliate,West,P-173,SKU-4731,151.41,1.62,24.23,VIP,PayPal
ORD-10122,CUST-4049,SESS-15122,CART-12122,2023-07-01,331.03,126.45,3.36,Beauty,1,Returned,Affiliate,North,P-920,SKU-258,331.03,15.52,26.48,VIP,Debit Card
ORD-10123,CUST-4050,SESS-15123,CART-12123,2025-12-06,82.14,47.11,1.32,Electronics,3,Cancelled,Social Media,East,P-39,SKU-3867,27.38,13.99,6.57,Returning,Credit Card
ORD-10124,CUST-4050,SESS-15124,CART-12124,2024-11-22,28.79,13.97,4.22,Electronics,4,Returned,Mobile App,North,P-220,SKU-587,7.20,12.15,2.30,New,Crypto
ORD-10125,CUST-4051,SESS-15125,CART-12125,2024-07-10,84.00,44.71,27.09,Beauty,1,Cancelled,Affiliate,South,P-701,SKU-2755,84.00,7.24,6.72,New,Debit Card
ORD-10126,CUST-4051,SESS-15126,CART-12126,2023-07-29,243.27,73.87,45.74,Beauty,5,Shipped,Web,West,P-389,SKU-2867,48.65,5.09,19.46,New,Credit Card
ORD-10127,CUST-4051,SESS-15127,CART-12127,2025-05-19,226.49,128.22,17.10,Fashion,1,Pending,Affiliate,International,P-939,SKU-2553,226.49,16.70,18.12,VIP,Debit Card
ORD-10128,CUST-4052,SESS-15128,CART-12128,2024-08-10,386.33,218.26,14.90,Electronics,5,Returned,Mobile App,West,P-874,SKU-2549,77.27,8.70,30.91,VIP,Crypto
ORD-10129,CUST-4052,SESS-15129,CART-12129,2024-09-05,95.68,38.35,12.26,Electronics,NULL,Pending,Web,South,P-591,SKU-1480,31.89,4.72,7.65,VIP,Debit Card
ORD-10130,CUST-4053,SESS-15130,CART-12130,2024-01-08,370.24,187.71,16.31,Home,3,Pending,Social Media,South,P-623,SKU-2411,123.41,5.17,29.62,VIP,Credit Card
ORD-10131,CUST-4053,SESS-15131,CART-12131,1702153689200,183.11,108.88,19.52,Sports,3,Pending,Social Media,East,P-685,SKU-2354,61.04,17.17,14.65,Returning,PayPal
ORD-10132,CUST-4053,SESS-15132,CART-12132,2023-01-29,69.94,35.29,49.80,Sports,1,Pending,Social Media,East,P-240,SKU-3982,69.94,10.54,5.60,Returning,Debit Card
ORD-10133,CUST-4054,SESS-15133,CART-12133,2025-07-25,206.09,121.20,38.13,Home,5,Completed,Affiliate,South,P-539,SKU-3883,41.22,17.72,16.49,Returning,Crypto
ORD-10134,CUST-4054,SESS-15134,CART-12134,2023-11-13,  302.26  ,143.47,24.31,Fashion,3,Pending,Social Media,East,P-488,SKU-620,100.75,10.71,24.18,Returning,PayPal
ORD-10135,CUST-4055,SESS-15135,CART-12135,2023-03-02,  477.61  ,185.30,28.37,Electronics,,Returned,Mobile App,South,P-955,SKU-2665,238.80,2.30,38.21,VIP,Debit Card
ORD-10136,CUST-4055,SESS-15136,CART-12136,2024-11-20,295.89,101.20,40.81,Fashion,1,Completed,Web,International,P-792,SKU-3579,295.89,15.40,23.67,VIP,Credit Card
ORD-10137,CUST-4055,SESS-15137,CART-12137,2026-01-19,164.36,73.46,42.62,Fashion,4,Completed,Web,South,P-296,SKU-616,41.09,19.38,13.15,New,Debit Card
ORD-10138,CUST-4056,SESS-15138,CART-12138,2024-09-15,445.20,237.89,16.31,Home,4,Shipped,Affiliate,North,P-556,SKU-3358,111.30,8.42,35.62,VIP,Debit Card
ORD-10139,CUST-4056,SESS-15139,CART-12139,2024-04-22,189.62,62.53,23.34,Fashion,1,Shipped,Social Media,North,P-597,SKU-2533,189.62,13.05,15.17,New,Crypto
ORD-10140,CUST-4057,SESS-15140,CART-12140,2026-01-12,167.92,92.10,17.21,Beauty,1,Cancelled,Mobile App,West,P-312,SKU-2083,167.92,2.09,13.43,Returning,PayPal
ORD-10141,CUST-4057,SESS-15141,CART-12141,1749662672440,287.84,118.80,19.86,Electronics,5,Cancelled,Affiliate,South,P-89,SKU-4328,57.57,1.17,23.03,VIP,Crypto
ORD-10142,CUST-4057,SESS-15142,CART-12142,2025-12-14,82.27,26.18,7.68,Beauty,3,Cancelled,Web,East,P-542,SKU-4820,27.42,15.54,6.58,New,Debit Card
ORD-10143,CUST-4058,SESS-15143,CART-12143,2025-06-27,196.95,93.63,39.13,Beauty,1,Pending,Web,East,P-660,SKU-2173,196.95,10.23,15.76,VIP,Credit Card
ORD-10144,CUST-4058,SESS-15144,CART-12144,2024-03-03,227.12,132.98,46.62,Sports,3,Shipped,Web,West,P-691,SKU-2530,75.71,1.58,18.17,New,Debit Card
