order_id,customer_id,session_id,cart_id,order_date,revenue,cogs,marketing_cost,category,quantity,status,channel,region,product_id,sku,unit_price,shipping_cost,tax,customer_type,payment_method
ORD-30015,CUST-12007,SESS-35015,CART-32015,2025-05-05,462.90,247.30,40.14,Beauty,5,Completed,Mobile App,West,P-736,SKU-2917,92.58,8.21,37.03,New,PayPal
ORD-30016,CUST-12007,SESS-35016,CART-32016,2024-10-22,363.04,190.75,43.15,Fashion,2,Pending,Social Media,East,P-639,SKU-2866,181.52,15.74,29.04,Returning,Crypto
ORD-30017,CUST-12007,SESS-35017,CART-32017,2024-04-01,205.87,104.18,32.79,Home,5,Returned,Affiliate,North,P-151,SKU-4935,41.17,17.10,16.47,Returning,Credit Card
ORD-30018,CUST-12008,SESS-35018,CART-32018,2023-11-05,444.80,150.78,38.15,Beauty,1,Cancelled,Mobile App,East,P-345,SKU-3456,444.80,13.87,35.58,Returning,Credit Card
ORD-30019,CUST-12008,SESS-35019,CART-32019,2023-09-24,485.48,290.08,34.41,Sports,1,Shipped,Web,West,P-484,SKU-2114,485.48,19.04,38.84,Returning,Debit Card
ORD-30020,CUST-12009,SESS-35020,CART-32020,1732322119851,78.64,45.49,37.22,Electronics,3,Shipped,Social Media,North,P-625,SKU-438,26.21,3.59,6.29,VIP,Debit Card
ORD-30021,CUST-12009,SESS-35021,CART-32021,2024-07-18,297.94,124.62,6.41,Home,5,Cancelled,Affiliate,North,P-436,SKU-1747,59.59,2.13,23.83,Returning,PayPal
ORD-30022,CUST-12009,SESS-35022,CART-32022,2/9/2024,28.90,16.18,37.97,Fashion,5,Shipped,Mobile App,East,P-488,SKU-53,5.78,18.93,2.31,VIP,Debit Card
ORD-30023,CUST-12010,SESS-35023,CART-32023,2023-10-17,296.68,146.87,47.11,Electronics,5,Completed,Web,South,P-817,SKU-2678,59.34,19.72,23.73,New,Crypto
ORD-30024,CUST-12010,SESS-35024,CART-32024,2024-07-22,48.18,18.56,45.61,Fashion,4,Shipped,Social Media,South,P-251,SKU-49,12.05,2.78,3.85,Returning,Debit Card
ORD-30025,CUST-12011,SESS-35025,CART-32025,1728138235789,111.04,39.87,6.57,Beauty,3,Cancelled,Mobile App,East,P-691,SKU-2010,37.01,8.88,8.88,VIP,PayPal
ORD-30026,CUST-12011,SESS-35026,CART-32026,2023-01-09,373.67,163.71,0.03,Home,3,Pending,Affiliate,South,P-663,SKU-3685,124.56,11.94,29.89,VIP,Credit Card
ORD-30027,CUST-12011,SESS-35027,CART-32027,2023-05-07,260.38,123.15,37.74,,5,Completed,Web,East,P-633,SKU-4129,52.08,9.40,20.83,VIP,Credit Card
ORD-30028,CUST-12012,SESS-35028,CART-32028,2023-01-05,356.34,120.23,19.24,Fashion,4,Returned,Mobile App,North,P-797,SKU-3026,89.09,13.71,28.51,Returning,Crypto
ORD-30029,CUST-12012,SESS-35029,CART-32029,1689288390953,450.43,259.00,35.02,Sports,3,Pending,Social Media,West,P-973,SKU-2817,150.14,4.89,36.03,New,Credit Card
ORD-30030,CUST-12013,SESS-35030,CART-32030,2023-11-15,10.70,5.29,28.72,Electronics,2,Pending,Affiliate,North,P-610,SKU-2882,5.35,16.54,0.86,Returning,Credit Card
ORD-30031,CUST-12013,SESS-35031,CART-32031,2025-12-05,459.92,217.96,7.12,Beauty,1,Returned,Affiliate,West,P-189,SKU-2046,459.92,13.60,36.79,VIP,Debit Card
ORD-30032,CUST-12013,SESS-35032,CART-32032,1/26/2023,357.68,138.51,17.97,Home,5,Completed,Affiliate,North,P-186,SKU-2107,71.54,14.01,28.61,New,Crypto
ORD-30033,CUST-12014,SESS-35033,CART-32033,8/9/2025,189.95,89.27,37.81,Sports,1,Returned,Affiliate,North,P-208,SKU-3145,189.95,0.76,15.20,New,Debit Card
ORD-30034,CUST-12014,SESS-35034,CART-32034,2025-06-19,415.44,150.58,34.17,Beauty,3,Pending,Web,East,P-560,SKU-621,138.48,19.65,33.23,VIP,Crypto
ORD-30035,CUST-12015,SESS-35035,CART-32035,2025-12-13,50.74,30.30,49.46,Beauty,,Returned,Social Media,International,P-650,SKU-3524,50.74,2.73,4.06,VIP,Crypto
ORD-30036,CUST-12015,SESS-35036,CART-32036,2024-06-11,162.57,92.09,4.08,Home,4,Completed,Affiliate,South,P-284,SKU-138,40.64,9.57,13.01,VIP,PayPal
ORD-30037,CUST-12015,SESS-35037,CART-32037,1720690130216,37.61,15.95,25.12,Sports,2,Completed,Social Media,South,P-242,SKU-2822,18.80,6.83,3.01,New,Credit Card
ORD-30038,CUST-12016,SESS-35038,CART-32038,2024-02-23,426.40,190.32,5.36,Home,1,Returned,Affiliate,West,P-821,SKU-3575,426.40,7.36,34.11,Returning,Credit Card
ORD-30039,CUST-12016,SESS-35039,CART-32039,2023-09-27,37.51,14.38,4.40,Electronics,4,Completed,Mobile App,International,P-945,SKU-2374,9.38,10.01,3.00,VIP,Crypto
ORD-30040,CUST-12017,SESS-35040,CART-32040,2026-02-08,411.98,143.94,31.62,Fashion,1,Shipped,Affiliate,South,P-545,SKU-2249,411.98,16.04,32.96,New,Debit Card
ORD-30041,CUST-12017,SESS-35041,CART-32041,2024-05-10,,34.33,30.58,Sports,2,Returned,Social Media,South,P-254,SKU-982,49.09,0.86,7.85,New,Credit Card
ORD-30042,CUST-12017,SESS-35042,CART-32042,2023-07-01,251.34,112.97,34.56,Fashion,2,Returned,Affiliate,East,P-998,SKU-2211,125.67,14.35,20.11,VIP,Debit Card
ORD-30043,CUST-12018,SESS-35043,CART-32043,2023-11-28,421.33,209.76,8.52,Home,2,Shipped,Web,South,P-993,SKU-666,210.67,19.31,33.71,New,PayPal
ORD-30044,CUST-12018,SESS-35044,CART-32044,2023-04-07,81.42,28.04,15.50,Fashion,4,Completed,Affiliate,North,P-495,SKU-4579,20.36,11.90,6.51,Returning,Crypto
ORD-30045,CUST-12019,SESS-35045,CART-32045,2023-10-10,503.41,193.78,36.05,Sports,4,Returned,Mobile App,South,P-819,SKU-2607,125.85,16.43,40.27,New,Debit Card
ORD-30046,CUST-12019,SESS-35046,CART-32046,2025-12-31,236.94,132.44,0.69,Sports,5,Cancelled,Mobile App,North,P-925,SKU-3430,47.39,6.58,18.96,Returning,PayPal
ORD-30047,CUST-12019,SESS-35047,CART-32047,2025-05-07,479.74,231.89,34.19,Sports,4,Shipped,Affiliate,East,P-87,SKU-3676,119.94,1.96,38.38,VIP,Debit Card
ORD-30048,CUST-12020,SESS-35048,CART-32048,2024-08-16,386.45,181.41,38.27,Sports,4,Completed,Web,South,P-467,SKU-1721,96.61,4.99,30.92,VIP,Crypto
ORD-30049,CUST-12020,SESS-35049,CART-32049,2026-01-22,387.85,192.25,31.70,Fashion,1,Returned,Affiliate,South,P-653,SKU-3285,387.85,18.25,31.03,VIP,Credit Card
ORD-30050,CUST-12021,SESS-35050,CART-32050,2024-03-26,133.60,48.17,27.26,Home,,Shipped,Social Media,North,P-502,SKU-1724,66.80,2.70,10.69,Returning,PayPal
ORD-30051,CUST-12021,SESS-35051,CART-32051,2025-02-13,404.54,186.20,26.18,Electronics,3,Shipped,Social Media,International,P-695,SKU-3078,134.85,15.52,32.36,Returning,Credit Card
ORD-30052,CUST-12021,SESS-35052,CART-32052,2024-08-13,446.39,242.52,11.45,Beauty,1,Pending,Affiliate,North,P-322,SKU-4587,446.39,15.76,35.71,New,Debit Card
ORD-30053,CUST-12022,SESS-35053,CART-32053,2024-04-02,NULL,51.10,38.09,Beauty,3,Completed,Mobile App,International,P-112,SKU-1993,30.09,9.74,7.22,New,PayPal
ORD-30054,CUST-12022,SESS-35054,CART-32054,2023-06-08,214.67,108.61,48.46,Sports,2,Pending,Web,South,P-458,SKU-2341,107.34,15.67,17.17,New,Credit Card
ORD-30055,CUST-12023,SESS-35055,CART-32055,2025-11-02,60.15,35.99,22.80,Sports,5,Completed,Social Media,East,P-468,SKU-2938,12.03,17.70,4.81,VIP,Crypto
ORD-30056,CUST-12023,SESS-35056,CART-32056,2024-04-06,397.99,190.73,16.90,Home,5,Shipped,Mobile App,West,P-150,SKU-3232,79.60,11.07,31.84,VIP,Debit Card
ORD-30057,CUST-12023,SESS-35057,CART-32057,2025-07-25,46.55,16.45,37.34,Beauty,1,Returned,Social Media,International,P-356,SKU-3397,46.55,16.13,3.72,VIP,Credit Card
ORD-30058,CUST-12024,SESS-35058,CART-32058,2023-06-05,285.62,86.91,12.37,Fashion,4,Cancelled,Social Media,West,P-93,SKU-3271,71.40,2.58,22.85,Returning,Credit Card
ORD-30059,CUST-12024,SESS-35059,CART-32059,1765141727661,252.65,125.78,10.66,Fashion,4,Completed,Mobile App,North,P-480,SKU-210,63.16,15.89,20.21,Returning,Credit Card
ORD-30060,CUST-12025,SESS-35060,CART-32060,2025-02-12,31.34,14.42,39.53,Home,1,Completed,Social Media,International,P-823,SKU-3152,31.34,4.83,2.51,New,Debit Card
ORD-30061,CUST-12025,SESS-35061,CART-32061,2023-09-18,453.36,242.82,42.46,Beauty,2,Completed,Social Media,International,P-532,SKU-4686,226.68,6.52,36.27,New,Credit Card
ORD-30062,CUST-12025,SESS-35062,CART-32062,2024-05-16,344.38,201.37,6.99,Fashion,1,Returned,Affiliate,International,P-745,SKU-2040,344.38,0.24,27.55,Returning,PayPal
ORD-30063,CUST-12026,SESS-35063,CART-32063,2023-04-04,316.47,128.58,10.09,Fashion,5,Cancelled,Mobile App,International,P-762,SKU-2447,63.29,0.27,25.32,New,PayPal
ORD-30064,CUST-12026,SESS-35064,CART-32064,1/21/2023,297.13,117.65,20.95,Electronics,2,Pending,Affiliate,North,P-491,SKU-4507,148.57,2.03,23.77,Returning,Crypto
ORD-30065,CUST-12027,SESS-35065,CART-32065,2023-08-17,393.03,203.60,25.99,Sports,2,Completed,Web,East,P-540,SKU-2858,196.52,18.47,31.44,New,Credit Card
ORD-30066,CUST-12027,SESS-35066,CART-32066,2024-09-18,150.95,72.05,11.12,Fashion,4,Returned,Web,International,P-976,SKU-2175,37.74,5.75,12.08,VIP,Credit Card
ORD-30067,CUST-12027,SESS-35067,CART-32067,4/18/2025,368.43,156.59,15.04,  fashion  ,1,Pending,Web,West,P-673,SKU-4064,368.43,17.91,29.47,New,Debit Card
ORD-30068,CUST-12028,SESS-35068,CART-32068,2023-10-12,380.10,175.03,34.04,Electronics,2,Cancelled,Web,International,P-597,SKU-4813,190.05,5.27,30.41,VIP,PayPal
ORD-30069,CUST-12028,SESS-35069,CART-32069,1695910169243,283.04,115.97,21.04,Fashion,5,Returned,Affiliate,International,P-260,SKU-4827,56.61,7.41,22.64,VIP,PayPal
ORD-30070,CUST-12029,SESS-35070,CART-32070,2023-06-20,204.93,69.62,25.86,Fashion,3,Cancelled,Mobile App,International,P-575,SKU-3393,68.31,14.13,16.39,New,PayPal
ORD-30071,CUST-12029,SESS-35071,CART-32071,2025-01-30,446.17,212.71,37.42,Electronics,2,Pending,Web,East,P-234,SKU-3473,223.08,14.94,35.69,Returning,PayPal
ORD-30072,CUST-12029,SESS-35072,CART-32072,2024-09-15,378.00,171.13,23.22,Fashion,4,Returned,Mobile App,South,P-921,SKU-3812,94.50,4.83,30.24,VIP,Debit Card
ORD-30073,CUST-12030,SESS-35073,CART-32073,2025-08-22,381.71,199.65,48.73,Fashion,4,Shipped,Affiliate,West,P-18,SKU-964,95.43,7.08,30.54,New,Crypto
ORD-30074,CUST-12030,SESS-35074,CART-32074,2025-11-22,98.37,46.15,9.91,Sports,4,Pending,Social Media,West,P-780,SKU-3312,24.59,4.17,7.87,Returning,Credit Card
ORD-30075,CUST-12031,SESS-35075,CART-32075,2025-12-18,369.59,183.65,24.54,NULL,4,Pending,Affiliate,International,P-426,SKU-1691,92.40,9.99,29.57,Returning,Credit Card
ORD-30076,CUST-12031,SESS-35076,CART-32076,2024-11-09,96.01,43.79,5.22,Beauty,5,Pending,Affiliate,North,P-517,SKU-1087,19.20,9.00,7.68,VIP,Credit Card
ORD-30077,CUST-12031,SESS-35077,CART-32077,2023-01-16,130.76,57.38,7.90,Sports,5,Returned,Affiliate,East,P-628,SKU-4784,26.15,4.87,10.46,VIP,PayPal
ORD-30078,CUST-12032,SESS-35078,CART-32078,1707187268809,160.95,84.17,26.18,Electronics,5,Returned,Mobile App,North,P-209,SKU-481,32.19,7.95,12.88,Returning,Debit Card
ORD-30079,CUST-12032,SESS-35079,CART-32079,2024-07-11,474.82,187.19,18.52,Fashion,2,Cancelled,Social Media,East,P-298,SKU-292,237.41,14.75,37.99,New,Credit Card
ORD-30080,CUST-12033,SESS-35080,CART-32080,4/27/2024,507.30,249.35,3.15,Home,5,Returned,Mobile App,West,P-363,SKU-2417,101.46,10.09,40.58,VIP,Crypto
ORD-30081,CUST-12033,SESS-35081,CART-32081,2024-03-13,  451.42  ,228.47,19.17,Fashion,1,Completed,Mobile App,North,P-875,SKU-4998,451.42,15.54,36.11,Returning,Credit Card
ORD-30082,CUST-12033,SESS-35082,CART-32082,2024-07-11,477.68,235.46,13.69,Fashion,2,Cancelled,Web,South,P-612,SKU-3474,238.84,10.73,38.21,Returning,PayPal
ORD-30083,CUST-12034,SESS-35083,CART-32083,2025-09-08,177.33,96.31,26.00,Electronics,3,Completed,Social Media,South,P-185,SKU-70,59.11,4.18,14.19,Returning,Crypto
ORD-30084,CUST-12034,SESS-35084,CART-32084,2024-09-28,386.24,182.17,49.23,Home,4,Completed,Mobile App,West,P-748,SKU-414,96.56,5.17,30.90,New,Crypto
ORD-30085,CUST-12035,SESS-35085,CART-32085,2025-03-04,316.93,172.36,47.53,Fashion,1,Cancelled,Mobile App,South,P-124,SKU-1538,316.93,3.76,25.35,Returning,Debit Card
ORD-30086,CUST-12035,SESS-35086,CART-32086,2023-08-16,367.54,146.49,19.43,Home,2,Pending,Social Media,East,P-531,SKU-4471,183.77,18.18,29.40,VIP,Credit Card
ORD-30087,CUST-12035,SESS-35087,CART-32087,5/4/2023,438.05,246.33,0.17,Fashion,,Completed,Mobile App,East,P-498,SKU-3406,87.61,5.26,35.04,VIP,Credit Card
ORD-30088,CUST-12036,SESS-35088,CART-32088,2023-12-06,444.81,222.83,18.16,Beauty,2,Pending,Mobile App,International,P-307,SKU-3903,222.41,10.81,35.58,Returning,Crypto
ORD-30089,CUST-12036,SESS-35089,CART-32089,2025-08-27,381.52,168.46,44.05,Fashion,1,Returned,Affiliate,International,P-893,SKU-1347,381.52,9.32,30.52,New,Debit Card
ORD-30090,CUST-12037,SESS-35090,CART-32090,9/10/2025,114.79,62.10,14.38,Sports,4,Pending,Web,West,P-67,SKU-2167,28.70,2.85,9.18,VIP,Crypto
ORD-30091,CUST-12037,SESS-35091,CART-32091,2024-08-08,333.89,187.61,11.49,Sports,1,Shipped,Social Media,West,P-461,SKU-2309,333.89,13.90,26.71,New,Crypto
ORD-30092,CUST-12037,SESS-35092,CART-32092,2024-12-06,461.11,219.41,25.77,Electronics,5,Pending,Affiliate,North,P-987,SKU-3305,92.22,0.04,36.89,VIP,Debit Card
ORD-30093,CUST-12038,SESS-35093,CART-32093,2025-05-21,468.41,202.37,11.73,Sports,1,Shipped,Mobile App,International,P-819,SKU-2178,468.41,6.33,37.47,VIP,Debit Card
ORD-30094,CUST-12038,SESS-35094,CART-32094,2025-06-12,134.93,56.67,32.84,Beauty,,Returned,Social Media,West,P-697,SKU-4980,33.73,8.66,10.79,Returning,Crypto
ORD-30095,CUST-12039,SESS-35095,CART-32095,2025-02-10,463.53,266.73,12.22,NULL,2,Returned,Mobile App,East,P-214,SKU-1028,231.77,1.38,37.08,Returning,PayPal
ORD-30096,CUST-12039,SESS-35096,CART-32096,2023-03-05,408.30,230.24,44.88,  home  ,3,Returned,Affiliate,North,P-665,SKU-1701,136.10,10.18,32.66,VIP,Credit Card
ORD-30097,CUST-12039,SESS-35097,CART-32097,2025-12-30,124.97,55.72,2.69,Sports,2,Pending,Mobile App,North,P-125,SKU-1596,62.49,1.69,10.00,New,Debit Card
ORD-30098,CUST-12040,SESS-35098,CART-32098,2024-01-18,390.04,169.85,32.05,Beauty,2,Returned,Web,East,P-468,SKU-2782,195.02,7.38,31.20,Returning,Crypto
ORD-30099,CUST-12040,SESS-35099,CART-32099,2023-08-17,362.99,136.71,31.69,Beauty,2,Cancelled,Affiliate,International,P-615,SKU-173,181.50,7.38,29.04,New,Crypto
ORD-30100,CUST-12041,SESS-35100,CART-32100,2025-06-26,252.72,78.81,32.16,Beauty,2,Cancelled,Mobile App,International,P-441,SKU-3955,126.36,1.05,20.22,New,Debit Card
ORD-30101,CUST-12041,SESS-35101,CART-32101,2023-09-24,240.61,110.82,44.11,Sports,1,Returned,Affiliate,East,P-722,SKU-3565,240.61,0.49,19.25,VIP,Credit Card
ORD-30102,CUST-12041,SESS-35102,CART-32102,2026-01-10,11.60,6.06,34.26,Sports,3,Shipped,Mobile App,North,P-320,SKU-153,3.87,14.21,0.93,Returning,Credit Card
ORD-30103,CUST-12042,SESS-35103,CART-32103,2025-04-10,164.29,79.40,44.18,Fashion,2,Returned,Affiliate,South,P-711,SKU-1050,82.15,9.35,13.14,New,Credit Card
ORD-30104,CUST-12042,SESS-35104,CART-32104,1692951400674,464.24,214.92,49.87,Home,2,Pending,Mobile App,International,P-702,SKU-3429,232.12,8.44,37.14,New,PayPal
ORD-30105,CUST-12043,SESS-35105,CART-32105,2023-02-07,59.72,25.80,34.85,Sports,3,Returned,Web,International,P-360,SKU-4544,19.91,6.81,4.78,VIP,Debit Card
ORD-30106,CUST-12043,SESS-35106,CART-32106,2023-06-29,209.22,100.39,18.97,Home,1,Completed,Web,South,P-594,SKU-2352,209.22,16.26,16.74,VIP,PayPal
ORD-30107,CUST-12043,SESS-35107,CART-32107,2025-10-19,267.27,85.39,8.29,Beauty,5,Cancelled,Web,East,P-544,SKU-1286,53.45,12.52,21.38,Returning,Debit Card
ORD-30108,CUST-12044,SESS-35108,CART-32108,2025-01-17,194.95,110.05,17.44,Electronics,4,Cancelled,Web,East,P-260,SKU-578,48.74,4.44,15.60,New,PayPal
ORD-30109,CUST-12044,SESS-35109,CART-32109,2024-10-22,113.13,57.01,31.94,Fashion,NULL,Cancelled,Mobile App,West,P-800,SKU-1081,28.28,1.35,9.05,VIP,PayPal
ORD-30110,CUST-12045,SESS-35110,CART-32110,2024-09-07,204.21,70.13,7.30,Home,5,Completed,Web,North,P-37,SKU-4868,40.84,18.31,16.34,Returning,PayPal
ORD-30111,CUST-12045,SESS-35111,CART-32111,2023-07-02,44.86,23.25,47.39,Home,4,Completed,Web,East,P-39,SKU-1618,11.21,1.36,3.59,VIP,Credit Card
ORD-30112,CUST-12045,SESS-35112,CART-32112,2025-09-30,102.40,41.94,33.01,Electronics,2,Shipped,Web,South,P-194,SKU-528,51.20,14.44,8.19,Returning,Crypto
ORD-30113,CUST-12046,SESS-35113,CART-32113,2025-11-19,332.91,150.61,20.65,Fashion,2,Completed,Affiliate,International,P-490,SKU-3837,166.45,10.79,26.63,Returning,PayPal
ORD-30114,CUST-12046,SESS-35114,CART-32114,2023-05-30,475.88,148.04,26.04,Electronics,NULL,Shipped,Affiliate,West,P-470,SKU-3418,475.88,13.85,38.07,New,Debit Card
ORD-30115,CUST-12047,SESS-35115,CART-32115,2026-01-02,401.66,196.26,4.27,Fashion,1,Shipped,Web,North,P-843,SKU-295,401.66,18.07,32.13,New,Credit Card
ORD-30116,CUST-12047,SESS-35116,CART-32116,2024-12-26,422.36,170.72,37.86,Beauty,5,Cancelled,Social Media,South,P-71,SKU-3043,84.47,10.57,33.79,New,Crypto
ORD-30117,CUST-12047,SESS-35117,CART-32117,2023-01-11,403.17,197.23,22.74,Electronics,4,Completed,Mobile App,International,P-718,SKU-1967,100.79,2.63,32.25,New,Crypto
ORD-30118,CUST-12048,SESS-35118,CART-32118,2025-05-12,23.04,12.83,29.30,Electronics,5,Cancelled,Affiliate,South,P-38,SKU-3945,4.61,7.86,1.84,Returning,PayPal
ORD-30119,CUST-12048,SESS-35119,CART-32119,4/26/2024,436.30,224.42,2.00,Home,2,Pending,Social Media,South,P-657,SKU-4633,218.15,8.95,34.90,Returning,PayPal
ORD-30120,CUST-12049,SESS-35120,CART-32120,2023-12-30,355.50,139.80,15.01,Beauty,4,Shipped,Mobile App,East,P-795,SKU-2279,88.88,7.93,28.44,VIP,Credit Card
ORD-30121,CUST-12049,SESS-35121,CART-32121,1701988333304,202.75,113.48,6.41,Fashion,4,Completed,Affiliate,West,P-430,SKU-1768,50.69,15.01,16.22,New,Debit Card
ORD-30122,CUST-12049,SESS-35122,CART-32122,2023-08-24,331.03,197.03,38.04,Fashion,5,Completed,Mobile App,North,P-618,SKU-3474,66.21,2.29,26.48,Returning,Debit Card
ORD-30123,CUST-12050,SESS-35123,CART-32123,2024-01-16,464.06,150.44,28.31,Electronics,1,Shipped,Web,East,P-637,SKU-4180,464.06,2.45,37.12,VIP,Credit Card
ORD-30124,CUST-12050,SESS-35124,CART-32124,2024-06-01,357.86,109.63,46.74,Fashion,2,Pending,Affiliate,East,P-279,SKU-869,178.93,18.78,28.63,New,Crypto
ORD-30125,CUST-12051,SESS-35125,CART-32125,1742912923040,302.22,96.77,25.08,Sports,1,Shipped,Affiliate,North,P-766,SKU-2870,302.22,8.46,24.18,VIP,PayPal
ORD-30126,CUST-12051,SESS-35126,CART-32126,2024-12-28,226.55,107.46,20.65,Beauty,5,Cancelled,Affiliate,North,P-426,SKU-1669,45.31,2.35,18.12,Returning,Debit Card
ORD-30127,CUST-12051,SESS-35127,CART-32127,2024-03-11,380.90,156.14,5.36,Electronics,2,Completed,Web,North,P-541,SKU-1535,190.45,19.98,30.47,VIP,Credit Card
ORD-30128,CUST-12052,SESS-35128,CART-32128,2023-03-27,378.06,147.57,11.90,  electronics  ,1,Completed,Mobile App,East,P-732,SKU-1457,378.06,7.04,30.24,Returning,Debit Card
ORD-30129,CUST-12052,SESS-35129,CART-32129,2025-01-22,502.45,163.80,47.40,Sports,5,Shipped,Affiliate,International,P-761,SKU-1884,100.49,19.28,40.20,VIP,Credit Card
ORD-30130,CUST-12053,SESS-35130,CART-32130,2025-12-03,338.87,170.90,17.79,Sports,4,Completed,Mobile App,West,P-400,SKU-3339,84.72,3.09,27.11,New,Debit Card
ORD-30131,CUST-12053,SESS-35131,CART-32131,2025-05-25,468.20,255.09,41.74,Beauty,2,Returned,Web,East,P-23,SKU-3323,234.10,13.73,37.46,VIP,PayPal
ORD-30132,CUST-12053,SESS-35132,CART-32132,2025-06-05,369.14,191.64,18.02,Electronics,3,Completed,Web,East,P-232,SKU-3483,123.05,13.64,29.53,VIP,Crypto
ORD-30133,CUST-12054,SESS-35133,CART-32133,2023-04-01,492.69,162.79,10.14,Sports,5,Completed,Mobile App,North,P-403,SKU-3210,98.54,0.75,39.42,VIP,PayPal
ORD-30134,CUST-12054,SESS-35134,CART-32134,2024-05-08,103.19,61.67,17.09,Home,5,Cancelled,Web,West,P-451,SKU-3850,20.64,15.65,8.26,New,Credit Card
ORD-30135,CUST-12055,SESS-35135,CART-32135,8/21/2024,221.50,76.82,24.13,Beauty,3,Returned,Social Media,East,P-777,SKU-2920,73.83,2.49,17.72,VIP,Credit Card
ORD-30136,CUST-12055,SESS-35136,CART-32136,2025-06-24,163.82,70.46,15.40,Fashion,3,Pending,Affiliate,West,P-193,SKU-4714,54.61,11.60,13.11,VIP,Credit Card
ORD-30137,CUST-12055,SESS-35137,CART-32137,2024-05-21,214.85,70.63,11.06,Home,3,Returned,Affiliate,South,P-652,SKU-4323,71.62,11.29,17.19,VIP,PayPal
ORD-30138,CUST-12056,SESS-35138,CART-32138,1/10/2023,357.50,164.05,4.73,Beauty,1,Cancelled,Social Media,East,P-795,SKU-3339,357.50,2.96,28.60,Returning,PayPal
ORD-30139,CUST-12056,SESS-35139,CART-32139,2025-06-02,321.93,107.94,22.68,Home,4,Completed,Web,North,P-760,SKU-3759,80.48,8.14,25.75,New,Crypto
ORD-30140,CUST-12057,SESS-35140,CART-32140,2024-07-22,228.78,120.98,40.80,,3,Pending,Mobile App,East,P-479,SKU-1684,76.26,7.90,18.30,Returning,Crypto
ORD-30141,CUST-12057,SESS-35141,CART-32141,2026-01-16,164.75,60.27,6.83,Sports,1,Returned,Social Media,North,P-212,SKU-3478,164.75,10.36,13.18,New,PayPal
ORD-30142,CUST-12057,SESS-35142,CART-32142,2023-01-15,337.39,146.21,3.75,Beauty,5,Completed,Affiliate,North,P-335,SKU-3977,67.48,16.56,26.99,VIP,Credit Card
ORD-30143,CUST-12058,SESS-35143,CART-32143,2024-09-15,165.46,56.10,31.44,Sports,1,Shipped,Affiliate,North,P-911,SKU-4142,165.46,13.22,13.24,New,Debit Card
ORD-30144,CUST-12058,SESS-35144,CART-32144,1750158268128,363.01,111.14,9.47,Home,1,Completed,Web,East,P-657,SKU-3438,363.01,7.77,29.04,Returning,Credit Card
