transaction_id,store_id,product_id,timestamp,sales_value,cogs,inventory_level,quantity_sold,received_units,items_in_basket,shrinkage,visitor_count,department,store_location,brand,stock_status,loyalty_id,payment_type,weather_context,is_weekend
TXN-10021,STORE-2,P-256,2025-05-09,141.97,86.74,301,8,10,3,0.00,21,Dairy,Berlin,Private Label,Out of Stock,L-11021,Card,Cloudy,TRUE
TXN-10022,STORE-3,P-463,2024-11-27,110.29,68.93,960,,10,3,0.00,47,,Tokyo,National Brand,Out of Stock,,Cash,Cloudy,TRUE
TXN-10023,STORE-4,P-215,2024-07-31,  141.88  ,90.95,401,5,5,2,0.00,42,Deli,Paris,Premium Brand,Out of Stock,,Cash,Sunny,TRUE
TXN-10024,STORE-5,P-18,1752235606176,33.97,21.83,290,10,13,14,0.00,16,Meat,Tokyo,Private Label,In Stock,L-11024,Mobile Pay,Snowy,FALSE
TXN-10025,STORE-6,P-335,2025-10-22,32.83,21.99,482,10,12,1,0.00,46,Meat,Tokyo,Premium Brand,Out of Stock,,Cash,Rainy,TRUE
TXN-10026,STORE-7,P-138,2024-05-24,131.70,77.96,200,5,5,6,0.00,54,Meat,Tokyo,Premium Brand,Out of Stock,L-11026,Mobile Pay,Rainy,FALSE
TXN-10027,STORE-8,P-19,1762367177120,35.01,18.70,412,10,14,15,0.00,45,Deli,London,Private Label,Out of Stock,,Cash,Snowy,FALSE
TXN-10028,STORE-9,P-124,2025-05-05,13.45,7.62,147,10,13,7,0.00,13,Grocery,London,Private Label,Out of Stock,,Cash,Cloudy,FALSE
TXN-10029,STORE-10,P-111,2025-12-16,145.96,80.91,252,3,6,14,0.00,37,Deli,Tokyo,Private Label,In Stock,,Mobile Pay,Rainy,FALSE
TXN-10030,STORE-11,P-22,2025-07-07,25.19,17.28,85,7,9,12,0.00,33,Produce,New York,National Brand,Out of Stock,,Mobile Pay,Rainy,FALSE
TXN-10031,STORE-12,P-72,2025-11-10,38.60,23.40,75,6,8,1,0.00,44,Bakery,Berlin,Premium Brand,Out of Stock,,Cash,Sunny,FALSE
TXN-10032,STORE-13,P-224,2025-01-30,24.72,14.71,609,8,10,13,0.00,58,Bakery,New York,National Brand,Low Stock,L-11032,Card,Rainy,FALSE
TXN-10033,STORE-14,P-17,2024-10-22,69.26,42.91,205,7,9,5,0.00,19,Dairy,New York,Private Label,In Stock,L-11033,Mobile Pay,Rainy,FALSE
TXN-10034,STORE-15,P-99,10/30/2025,10.13,5.73,599,8,8,10,0.00,18,Produce,Berlin,Premium Brand,Out of Stock,L-11034,Cash,Snowy,TRUE
TXN-10035,STORE-1,P-94,1707775235941,41.05,23.94,554,2,4,13,0.00,12,Deli,Paris,National Brand,Out of Stock,L-11035,Cash,Snowy,TRUE
TXN-10036,STORE-2,P-68,2024-04-15,133.26,88.63,516,7,9,6,0.00,35,Produce,Tokyo,Private Label,Out of Stock,,Mobile Pay,Cloudy,TRUE
TXN-10037,STORE-3,P-313,2025-04-22,75.33,47.40,272,2,3,3,0.00,15,Produce,Berlin,Private Label,In Stock,,Card,Cloudy,FALSE
TXN-10038,STORE-4,P-485,2024-07-15,16.44,9.92,396,2,3,1,0.00,44,Meat,Tokyo,National Brand,Out of Stock,,Cash,Rainy,TRUE
TXN-10039,STORE-5,P-134,2026-02-01,112.58,56.75,242,NULL,10,7,0.00,48,Bakery,Tokyo,Private Label,Out of Stock,,Mobile Pay,Sunny,FALSE
TXN-10040,STORE-6,P-135,2025-12-22,82.88,45.99,931,2,4,6,0.00,39,Produce,New York,National Brand,Out of Stock,,Mobile Pay,Rainy,FALSE
TXN-10041,STORE-7,P-348,2024-11-06,122.30,74.16,210,3,3,8,0.00,28,Deli,London,Private Label,Out of Stock,,Cash,Cloudy,FALSE
TXN-10042,STORE-8,P-259,2024-05-16,98.65,49.94,758,9,12,1,0.00,25,Produce,Tokyo,National Brand,In Stock,,Mobile Pay,Cloudy,FALSE
TXN-10043,STORE-9,P-228,2024-10-05,26.70,15.16,939,6,7,1,5.93,28,Meat,Paris,Private Label,Out of Stock,,Cash,Sunny,TRUE
TXN-10044,STORE-10,P-129,2025-07-16,44.57,27.56,583,8,9,4,0.00,58,Deli,Tokyo,Premium Brand,Low Stock,,Cash,Cloudy,FALSE
TXN-10045,STORE-11,P-469,2025-02-24,106.77,67.91,105,3,7,12,0.00,34,Dairy,Paris,Premium Brand,In Stock,,Cash,Snowy,FALSE
TXN-10046,STORE-12,P-457,2024-01-22,119.68,79.72,210,,9,3,0.00,17,Produce,Paris,Premium Brand,In Stock,,Card,Rainy,FALSE
TXN-10047,STORE-13,P-113,2025-12-18,15.68,8.45,218,1,4,12,0.00,44,Produce,Paris,Private Label,Out of Stock,,Mobile Pay,Sunny,FALSE
TXN-10048,STORE-14,P-195,2025-07-24,29.93,17.80,666,9,10,7,0.00,35,Grocery,Paris,Private Label,Out of Stock,L-11048,Card,Cloudy,FALSE
TXN-10049,STORE-15,P-375,2024-04-20,49.18,25.04,483,5,6,3,0.00,11,Dairy,Tokyo,National Brand,Low Stock,,Mobile Pay,Rainy,TRUE
TXN-10050,STORE-1,P-80,2024-10-14,132.44,81.61,152,1,2,9,0.00,16,Dairy,Berlin,National Brand,In Stock,L-11050,Card,Snowy,TRUE
TXN-10051,STORE-2,P-407,2024-10-07,95.73,58.46,506,1,2,6,0.00,50,Bakery,Tokyo,Premium Brand,In Stock,L-11051,Card,Rainy,TRUE
TXN-10052,STORE-3,P-273,2025-11-12,66.43,43.17,840,5,7,2,0.00,50,Dairy,Tokyo,National Brand,Low Stock,,Card,Sunny,FALSE
TXN-10053,STORE-4,P-102,2024-10-23,140.79,88.61,629,2,6,4,0.00,35,Bakery,New York,Private Label,Low Stock,L-11053,Card,Cloudy,TRUE
TXN-10054,STORE-5,P-474,7/10/2024,145.21,80.15,688,5,5,14,0.00,46,Bakery,Berlin,Premium Brand,In Stock,L-11054,Mobile Pay,Cloudy,TRUE
TXN-10055,STORE-6,P-318,2025-11-07,115.99,59.94,632,1,5,9,0.00,43,Meat,Tokyo,National Brand,Out of Stock,L-11055,Mobile Pay,Rainy,TRUE
TXN-10056,STORE-7,P-32,2025-04-29,49.50,29.78,819,2,6,9,0.00,33,Produce,London,Private Label,Low Stock,,Card,Snowy,FALSE
TXN-10057,STORE-8,P-320,2025-09-27,138.56,71.06,557,6,7,5,0.00,16,Meat,London,Private Label,Out of Stock,,Mobile Pay,Sunny,FALSE
TXN-10058,STORE-9,P-207,1/19/2024,131.48,91.36,550,3,7,12,0.00,57,Produce,Paris,Private Label,Low Stock,L-11058,Cash,Rainy,TRUE
TXN-10059,STORE-10,P-234,2025-12-01,134.55,79.96,137,10,11,7,0.00,19,Dairy,New York,Premium Brand,Low Stock,,Mobile Pay,Cloudy,TRUE
TXN-10060,STORE-11,P-387,2025-07-04,57.65,28.85,527,7,10,2,0.00,45,Deli,New York,Premium Brand,In Stock,,Card,Cloudy,FALSE
TXN-10061,STORE-12,P-374,2025-05-13,7.16,4.23,792,6,6,13,0.00,35,Meat,New York,Private Label,Low Stock,L-11061,Card,Rainy,TRUE
TXN-10062,STORE-13,P-137,2025-06-08,3.79,2.28,171,9,11,9,0.00,10,Grocery,London,Private Label,Out of Stock,,Mobile Pay,Snowy,FALSE
TXN-10063,STORE-14,P-133,2024-04-01,16.25,10.13,741,8,11,13,0.00,40,Produce,Tokyo,National Brand,In Stock,,Cash,Cloudy,FALSE
TXN-10064,STORE-15,P-443,2025-03-26,147.65,102.75,422,,10,3,0.00,33,Produce,London,National Brand,Low Stock,L-11064,Mobile Pay,Cloudy,TRUE
TXN-10065,STORE-1,P-100,1715440381143,54.03,35.88,598,6,8,10,0.00,49,Meat,New York,National Brand,Out of Stock,,Cash,Cloudy,TRUE
TXN-10066,STORE-2,P-338,2025-06-20,35.78,21.88,506,5,8,5,0.00,30,Deli,Berlin,National Brand,Out of Stock,,Cash,Snowy,TRUE
TXN-10067,STORE-3,P-148,2025-04-11,51.43,34.33,267,5,6,9,0.00,45,NULL,Paris,Premium Brand,Out of Stock,L-11067,Mobile Pay,Rainy,FALSE
TXN-10068,STORE-4,P-424,2024-08-11,128.17,88.72,756,10,12,9,0.00,10,Dairy,Berlin,National Brand,Low Stock,,Cash,Cloudy,FALSE
TXN-10069,STORE-5,P-67,2025-04-16,68.53,40.01,714,6,9,2,0.00,30,Grocery,Tokyo,National Brand,Out of Stock,L-11069,Card,Cloudy,FALSE
TXN-10070,STORE-6,P-151,2025-02-12,145.25,78.50,421,3,3,10,0.00,42,Dairy,Tokyo,Private Label,In Stock,L-11070,Card,Cloudy,TRUE
TXN-10071,STORE-7,P-358,2025-09-26,  140.97  ,89.50,640,1,3,13,0.00,41,Grocery,Tokyo,Premium Brand,Out of Stock,,Card,Snowy,FALSE
TXN-10072,STORE-8,P-76,2025-04-26,43.72,28.38,986,2,2,8,0.00,37,Meat,New York,National Brand,Out of Stock,L-11072,Cash,Sunny,FALSE
TXN-10073,STORE-9,P-372,2025-03-01,34.16,19.54,616,9,12,11,0.00,46,Deli,London,Private Label,In Stock,,Cash,Cloudy,FALSE
TXN-10074,STORE-10,P-265,2024-03-18,37.19,21.06,741,,9,10,0.00,25,Deli,Tokyo,Private Label,In Stock,L-11074,Card,Snowy,TRUE
TXN-10075,STORE-11,P-225,2024-08-02,102.32,65.69,139,7,9,11,0.00,31,Deli,Paris,National Brand,Out of Stock,L-11075,Cash,Rainy,FALSE
TXN-10076,STORE-12,P-372,2024-03-02,61.98,37.63,898,6,9,8,0.00,34,Bakery,London,National Brand,In Stock,,Mobile Pay,Cloudy,FALSE
TXN-10077,STORE-13,P-200,6/4/2024,98.87,49.49,659,8,8,9,0.00,20,Dairy,Tokyo,National Brand,Low Stock,L-11077,Cash,Rainy,FALSE
TXN-10078,STORE-14,P-373,2025-05-05,77.01,44.81,552,1,2,5,0.00,32,Meat,London,Private Label,Out of Stock,,Mobile Pay,Snowy,FALSE
TXN-10079,STORE-15,P-257,2024-08-09,92.25,64.56,741,6,7,3,0.00,36,Deli,Tokyo,National Brand,Out of Stock,,Cash,Snowy,FALSE
TXN-10080,STORE-1,P-473,2026-02-21,116.57,78.68,665,9,12,9,0.00,39,Grocery,Berlin,Premium Brand,Out of Stock,,Card,Cloudy,TRUE
TXN-10081,STORE-2,P-289,2024-04-12,23.26,13.04,481,9,10,6,0.00,45,Dairy,New York,National Brand,Out of Stock,,Card,Cloudy,FALSE
TXN-10082,STORE-3,P-493,2025-09-03,75.57,51.27,334,6,7,3,0.00,23,Meat,London,Premium Brand,Out of Stock,,Mobile Pay,Sunny,TRUE
TXN-10083,STORE-4,P-158,2024-01-26,15.23,9.91,883,1,5,8,0.00,59,Grocery,London,Private Label,In Stock,,Mobile Pay,Cloudy,FALSE
TXN-10084,STORE-5,P-264,2024-04-09,71.98,48.38,154,9,10,4,0.00,37,Meat,London,Premium Brand,Out of Stock,,Mobile Pay,Rainy,FALSE
TXN-10085,STORE-6,P-182,2025-10-09,90.06,52.23,868,6,9,7,8.93,13,,New York,National Brand,Low Stock,,Mobile Pay,Snowy,FALSE
TXN-10086,STORE-7,P-377,2025-06-04,108.74,67.81,977,7,10,1,0.00,56,Meat,Paris,National Brand,Low Stock,L-11086,Card,Rainy,FALSE
TXN-10087,STORE-8,P-247,2024-12-25,58.54,31.07,479,NULL,3,6,0.00,41,Grocery,Berlin,Premium Brand,In Stock,,Card,Sunny,FALSE
TXN-10088,STORE-9,P-60,2024-12-26,34.67,22.45,853,7,11,5,0.00,41,Meat,Paris,Premium Brand,Low Stock,,Card,Sunny,TRUE
TXN-10089,STORE-10,P-393,2025-12-06,8.07,5.43,176,10,13,13,0.00,14,Produce,New York,Premium Brand,Low Stock,,Card,Rainy,FALSE
TXN-10090,STORE-11,P-339,2024-01-29,100.09,58.75,82,2,6,8,0.00,53,Deli,New York,Private Label,Out of Stock,L-11090,Cash,Rainy,TRUE
TXN-10091,STORE-12,P-457,2025-11-27,132.93,81.82,883,1,4,7,0.00,22,Meat,Berlin,National Brand,In Stock,,Cash,Cloudy,FALSE
TXN-10092,STORE-13,P-326,2025-11-03,59.71,31.96,943,3,4,15,0.00,52,Bakery,Berlin,National Brand,Low Stock,L-11092,Cash,Sunny,FALSE
TXN-10093,STORE-14,P-288,2024-01-01,110.16,61.29,806,2,3,1,0.00,36,Grocery,Tokyo,Private Label,Low Stock,L-11093,Cash,Rainy,FALSE
TXN-10094,STORE-15,P-166,2025-10-23,129.10,80.43,491,10,14,12,0.00,40,Produce,Berlin,National Brand,Out of Stock,L-11094,Cash,Snowy,FALSE
TXN-10095,STORE-1,P-47,2025-04-22,51.69,31.21,609,9,10,14,0.00,17,NULL,Paris,Premium Brand,Out of Stock,,Cash,Sunny,TRUE
TXN-10096,STORE-2,P-153,1741699755611,45.57,26.47,269,3,4,3,0.00,12,Dairy,Berlin,National Brand,Out of Stock,,Mobile Pay,Snowy,TRUE
TXN-10097,STORE-3,P-39,2025-06-01,15.98,8.55,859,5,5,11,0.00,32,Bakery,Paris,Premium Brand,Out of Stock,,Cash,Rainy,TRUE
TXN-10098,STORE-4,P-292,2024-11-16,150.32,75.21,247,1,1,15,0.00,37,Grocery,Berlin,National Brand,In Stock,L-11098,Cash,Cloudy,FALSE
TXN-10099,STORE-5,P-226,2025-07-25,50.61,32.94,322,7,11,15,0.00,20,Deli,Berlin,National Brand,Out of Stock,,Mobile Pay,Snowy,FALSE
TXN-10100,STORE-6,P-497,2026-01-18,64.55,35.85,778,10,14,8,0.00,10,Bakery,New York,Premium Brand,In Stock,L-11100,Card,Rainy,TRUE
TXN-10101,STORE-7,P-201,2024-11-30,16.43,11.50,633,,4,13,0.00,43,Grocery,Paris,National Brand,Out of Stock,L-11101,Mobile Pay,Cloudy,FALSE
TXN-10102,STORE-8,P-56,1747668350755,19.77,11.90,288,4,7,2,0.00,47,Grocery,Berlin,National Brand,Out of Stock,L-11102,Mobile Pay,Snowy,FALSE
TXN-10103,STORE-9,P-424,2026-01-31,  123.99  ,64.91,169,3,4,3,0.00,46,Bakery,Berlin,National Brand,Out of Stock,L-11103,Card,Snowy,FALSE
TXN-10104,STORE-10,P-326,2025-11-07,58.70,35.26,806,2,4,10,0.00,53,Dairy,Paris,National Brand,In Stock,,Cash,Sunny,FALSE
TXN-10105,STORE-11,P-113,2024-02-05,51.41,32.45,289,5,8,13,0.00,30,Deli,Paris,Private Label,Low Stock,L-11105,Card,Snowy,TRUE
TXN-10106,STORE-12,P-7,2025-01-09,70.10,44.69,82,1,3,8,0.00,13,Dairy,Berlin,National Brand,Low Stock,,Card,Sunny,FALSE
TXN-10107,STORE-13,P-38,2025-12-12,  56.37  ,35.17,960,2,5,15,0.00,13,Produce,London,National Brand,Out of Stock,,Cash,Cloudy,TRUE
TXN-10108,STORE-14,P-185,2024-04-05,  53.98  ,34.74,826,9,11,7,0.00,32,Meat,London,Private Label,Out of Stock,,Card,Cloudy,FALSE
TXN-10109,STORE-15,P-473,2025-11-14,56.92,35.23,355,6,7,5,0.00,40,Dairy,Paris,Premium Brand,In Stock,,Card,Cloudy,FALSE
TXN-10110,STORE-1,P-468,2024-04-14,24.20,13.12,386,8,10,7,0.00,47,Meat,Paris,National Brand,Low Stock,,Card,Snowy,TRUE
TXN-10111,STORE-2,P-21,2025-01-20,129.62,86.45,926,1,5,2,0.00,52,Dairy,Tokyo,Private Label,In Stock,,Cash,Rainy,FALSE
TXN-10112,STORE-3,P-371,2024-10-21,17.63,11.57,279,10,12,10,0.00,34,Dairy,Tokyo,Private Label,In Stock,L-11112,Mobile Pay,Rainy,FALSE
TXN-10113,STORE-4,P-16,2026-01-15,90.13,58.90,764,1,5,15,0.00,55,Bakery,London,Premium Brand,In Stock,L-11113,Cash,Rainy,FALSE
TXN-10114,STORE-5,P-436,2024-08-08,3.06,1.97,901,2,3,13,0.00,13,Dairy,New York,National Brand,In Stock,,Mobile Pay,Rainy,FALSE
TXN-10115,STORE-6,P-301,1770027539436,4.26,2.93,627,6,8,8,0.00,23,Bakery,Berlin,Premium Brand,Out of Stock,L-11115,Cash,Sunny,TRUE
TXN-10116,STORE-7,P-59,2025-02-24,34.06,22.95,199,9,11,1,0.00,18,Bakery,Tokyo,National Brand,In Stock,L-11116,Card,Cloudy,FALSE
TXN-10117,STORE-8,P-34,2025-08-20,11.12,7.23,148,9,9,13,0.00,44,Grocery,Paris,National Brand,In Stock,L-11117,Card,Sunny,TRUE
TXN-10118,STORE-9,P-178,2025-03-03,71.87,42.94,639,8,9,8,0.00,57,Deli,Paris,Premium Brand,Out of Stock,,Cash,Snowy,FALSE
TXN-10119,STORE-10,P-163,2025-01-27,24.40,14.44,261,3,4,12,0.00,45,Meat,Berlin,Premium Brand,Out of Stock,,Cash,Cloudy,FALSE
TXN-10120,STORE-11,P-67,2024-06-16,  55.61  ,37.27,538,10,13,13,0.00,24,Bakery,Tokyo,Premium Brand,In Stock,L-11120,Mobile Pay,Snowy,FALSE
TXN-10121,STORE-12,P-490,2024-05-28,137.81,92.78,2,8,11,7,0.00,34,  produce  ,Tokyo,Premium Brand,Low Stock,,Mobile Pay,Snowy,FALSE
TXN-10122,STORE-13,P-399,2024-11-05,122.89,68.51,847,7,11,2,0.00,19,Meat,New York,Private Label,Low Stock,L-11122,Mobile Pay,Rainy,FALSE
TXN-10123,STORE-14,P-459,2025-01-25,6.49,4.23,663,4,4,10,0.00,58,Meat,Paris,Premium Brand,In Stock,L-11123,Card,Cloudy,FALSE
TXN-10124,STORE-15,P-346,2024-10-11,7.77,4.59,749,6,6,13,0.00,18,Dairy,London,Premium Brand,Out of Stock,L-11124,Mobile Pay,Snowy,FALSE
TXN-10125,STORE-1,P-476,2025-07-11,58.00,29.69,93,2,6,2,0.00,29,Grocery,New York,Private Label,Out of Stock,L-11125,Mobile Pay,Rainy,FALSE
TXN-10126,STORE-2,P-493,2024-12-16,38.06,19.09,937,,4,5,0.00,11,Bakery,Tokyo,National Brand,In Stock,,Card,Snowy,FALSE
TXN-10127,STORE-3,P-81,7/27/2025,118.34,81.13,61,6,10,2,0.00,10,Deli,London,Premium Brand,Out of Stock,,Cash,Snowy,FALSE
TXN-10128,STORE-4,P-207,2025-10-01,81.41,44.88,650,8,9,3,0.00,36,Dairy,Paris,Premium Brand,In Stock,L-11128,Mobile Pay,Cloudy,FALSE
TXN-10129,STORE-5,P-289,2025-10-18,91.35,55.94,717,6,8,5,0.00,47,Produce,Paris,Premium Brand,Low Stock,L-11129,Mobile Pay,Cloudy,FALSE
TXN-10130,STORE-6,P-26,2025-01-20,42.05,21.57,353,5,7,11,0.00,16,Bakery,Berlin,National Brand,In Stock,L-11130,Mobile Pay,Snowy,FALSE
TXN-10131,STORE-7,P-163,2025-12-19,14.93,10.22,988,1,4,8,0.00,54,Produce,New York,Premium Brand,Out of Stock,L-11131,Cash,Rainy,FALSE
TXN-10132,STORE-8,P-152,2024-03-03,132.38,85.25,474,2,4,8,0.00,55,Dairy,London,Premium Brand,Out of Stock,,Card,Cloudy,FALSE
TXN-10133,STORE-9,P-134,2025-11-02,68.20,41.34,42,2,6,5,0.00,24,Produce,Berlin,Private Label,Low Stock,,Mobile Pay,Snowy,FALSE
TXN-10134,STORE-10,P-198,2025-05-07,133.80,78.68,300,6,10,7,0.00,16,Bakery,Tokyo,Premium Brand,In Stock,,Mobile Pay,Snowy,FALSE
TXN-10135,STORE-11,P-342,2024-11-28,98.26,63.88,730,1,1,1,0.00,24,NULL,New York,Premium Brand,In Stock,,Card,Cloudy,FALSE
TXN-10136,STORE-12,P-209,2025-04-22,30.49,16.01,34,4,6,11,0.00,31,  produce  ,Tokyo,Premium Brand,Out of Stock,,Mobile Pay,Cloudy,FALSE
TXN-10137,STORE-13,P-103,1716838688400,80.32,49.35,485,6,10,12,0.00,54,Meat,Berlin,National Brand,In Stock,L-11137,Cash,Cloudy,FALSE
TXN-10138,STORE-14,P-384,2024-07-26,76.15,39.93,241,10,14,6,0.00,28,Deli,Paris,National Brand,Out of Stock,,Card,Sunny,TRUE
TXN-10139,STORE-15,P-496,2025-12-22,98.51,58.70,109,10,11,6,0.00,51,Dairy,Berlin,Premium Brand,In Stock,,Cash,Rainy,FALSE
TXN-10140,STORE-1,P-434,2026-02-13,126.56,70.52,480,3,4,10,0.00,19,Grocery,New York,National Brand,In Stock,L-11140,Cash,Sunny,FALSE
TXN-10141,STORE-2,P-425,2024-12-11,33.27,22.85,835,4,8,1,0.00,37,Grocery,Tokyo,Premium Brand,Out of Stock,L-11141,Cash,Cloudy,FALSE
TXN-10142,STORE-3,P-499,2025-01-17,19.82,11.00,865,10,10,3,0.00,58,Meat,Tokyo,National Brand,In Stock,L-11142,Card,Rainy,FALSE
TXN-10143,STORE-4,P-449,2025-04-14,21.94,13.34,789,6,8,13,3.86,14,Grocery,London,National Brand,Low Stock,,Cash,Cloudy,FALSE
TXN-10144,STORE-5,P-272,2025-11-16,139.03,70.11,765,2,3,5,0.00,36,Grocery,Paris,Private Label,In Stock,L-11144,Card,Sunny,FALSE
TXN-10145,STORE-6,P-231,2025-11-26,34.85,21.28,738,9,10,8,0.00,22,Bakery,London,Private Label,Out of Stock,L-11145,Cash,Sunny,FALSE
TXN-10146,STORE-7,P-311,2025-07-06,110.67,64.28,721,7,9,4,0.00,13,Produce,Paris,Private Label,In Stock,,Mobile Pay,Rainy,FALSE
TXN-10147,STORE-8,P-268,2024-11-06,122.23,72.54,967,1,2,5,0.00,30,Deli,Tokyo,National Brand,Low Stock,L-11147,Cash,Cloudy,TRUE
TXN-10148,STORE-9,P-494,2026-02-22,86.32,51.53,823,1,2,13,0.00,43,Deli,New York,National Brand,In Stock,,Card,Snowy,FALSE
TXN-10149,STORE-10,P-288,2025-06-03,54.19,33.13,956,10,13,2,0.00,31,Dairy,Paris,Private Label,In Stock,,Cash,Sunny,FALSE
TXN-10150,STORE-11,P-165,2024-03-29,27.72,15.93,718,5,9,1,0.00,41,Grocery,London,Premium Brand,Low Stock,L-11150,Card,Cloudy,TRUE
TXN-10151,STORE-12,P-110,2024-11-10,95.97,60.36,792,7,7,5,0.00,13,Produce,New York,Private Label,Out of Stock,,Card,Sunny,TRUE
TXN-10152,STORE-13,P-37,2025-06-02,78.18,39.36,20,7,10,6,0.00,56,Grocery,Paris,Premium Brand,In Stock,,Card,Snowy,TRUE
TXN-10153,STORE-14,P-52,2024-05-22,62.31,39.00,78,9,9,12,0.00,24,Produce,New York,Private Label,Low Stock,,Cash,Cloudy,FALSE
TXN-10154,STORE-15,P-412,2025-08-14,51.38,27.95,340,5,6,2,0.00,12,Bakery,Berlin,Premium Brand,Low Stock,,Card,Snowy,FALSE
TXN-10155,STORE-1,P-440,2024-08-19,59.46,32.27,367,4,8,13,5.08,25,Grocery,Paris,National Brand,Out of Stock,,Card,Snowy,FALSE
TXN-10156,STORE-2,P-255,2024-02-05,46.97,27.22,352,5,6,9,0.00,11,Meat,London,Premium Brand,In Stock,,Mobile Pay,Cloudy,FALSE
TXN-10157,STORE-3,P-94,2025-04-28,68.19,46.36,967,5,9,2,0.00,56,Meat,Tokyo,Private Label,In Stock,L-11157,Cash,Sunny,FALSE
TXN-10158,STORE-4,P-281,2024-12-11,145.23,101.43,75,2,5,3,1.65,15,Meat,Paris,Private Label,Out of Stock,,Card,Cloudy,TRUE
TXN-10159,STORE-5,P-369,2024-07-11,115.07,61.94,70,4,6,15,0.00,46,Grocery,Paris,National Brand,Low Stock,L-11159,Mobile Pay,Snowy,TRUE
TXN-10160,STORE-6,P-63,2024-05-23,  118.59  ,79.93,3,5,7,9,5.25,34,Meat,New York,Premium Brand,Out of Stock,L-11160,Card,Snowy,TRUE
TXN-10161,STORE-7,P-440,2025-04-01,20.83,14.00,726,3,4,13,0.00,32,Grocery,London,National Brand,Out of Stock,L-11161,Mobile Pay,Rainy,FALSE
TXN-10162,STORE-8,P-40,2024-07-02,50.72,29.46,999,2,6,12,0.00,31,Deli,Paris,National Brand,Out of Stock,,Cash,Rainy,FALSE
TXN-10163,STORE-9,P-161,2024-05-31,147.09,100.12,860,1,5,7,0.00,52,Bakery,London,Private Label,Out of Stock,,Cash,Sunny,FALSE
