transaction_id,store_id,product_id,timestamp,sales_value,cogs,inventory_level,quantity_sold,received_units,items_in_basket,shrinkage,visitor_count,department,store_location,brand,stock_status,loyalty_id,payment_type,weather_context,is_weekend
TXN-30054,STORE-10,P-232,2024-02-07,114.90,74.18,516,8,9,9,0.00,28,Grocery,Paris,Private Label,In Stock,,Card,Rainy,FALSE
TXN-30055,STORE-11,P-182,2025-10-21,77.47,44.56,555,3,6,5,0.00,46,Meat,London,National Brand,Low Stock,L-31055,Cash,Cloudy,FALSE
TXN-30056,STORE-12,P-469,2025-02-22,9.44,6.27,40,10,11,2,0.00,56,Meat,London,Private Label,Low Stock,,Cash,Cloudy,TRUE
TXN-30057,STORE-13,P-43,2024-09-28,100.12,69.11,278,3,5,12,0.00,36,Meat,New York,National Brand,Low Stock,L-31057,Card,Rainy,TRUE
TXN-30058,STORE-14,P-494,2025-04-24,51.39,26.96,735,4,4,6,0.00,26,Grocery,Paris,Premium Brand,In Stock,,Card,Snowy,FALSE
TXN-30059,STORE-15,P-11,2024-11-22,138.13,95.26,555,8,11,8,0.00,38,Produce,New York,Premium Brand,Low Stock,L-31059,Mobile Pay,Cloudy,FALSE
TXN-30060,STORE-1,P-27,2024-11-06,60.25,31.54,899,2,4,11,0.00,45,Meat,Tokyo,Private Label,Low Stock,,Cash,Cloudy,FALSE
TXN-30061,STORE-2,P-21,2026-02-27,59.42,39.47,353,1,1,7,0.00,45,Produce,Tokyo,National Brand,In Stock,,Mobile Pay,Rainy,FALSE
TXN-30062,STORE-3,P-218,2025-11-14,85.04,46.46,51,3,4,9,0.00,47,Meat,Paris,Private Label,Out of Stock,L-31062,Card,Sunny,FALSE
TXN-30063,STORE-4,P-155,2024-07-31,141.77,72.61,612,8,12,13,0.00,16,Deli,Berlin,Private Label,In Stock,L-31063,Mobile Pay,Snowy,FALSE
TXN-30064,STORE-5,P-280,2025-05-15,100.04,61.86,919,7,10,10,0.00,57,Produce,London,Private Label,Out of Stock,,Cash,Rainy,TRUE
TXN-30065,STORE-6,P-167,2025-02-28,20.15,13.87,457,8,10,10,0.00,49,Meat,London,Premium Brand,Out of Stock,,Cash,Snowy,FALSE
TXN-30066,STORE-7,P-342,2024-05-29,23.50,13.12,174,1,2,11,0.00,52,Meat,Tokyo,Private Label,Out of Stock,,Cash,Sunny,FALSE
TXN-30067,STORE-8,P-23,2024-08-25,3.73,2.21,13,9,9,12,0.00,37,  grocery  ,London,Premium Brand,In Stock,L-31067,Card,Snowy,TRUE
TXN-30068,STORE-9,P-191,2025-03-31,67.21,37.24,339,,7,7,0.00,50,Dairy,Tokyo,National Brand,In Stock,,Card,Snowy,FALSE
TXN-30069,STORE-10,P-176,2026-01-28,24.54,16.86,334,2,5,12,0.00,44,  produce  ,London,Premium Brand,Low Stock,L-31069,Card,Sunny,TRUE
TXN-30070,STORE-11,P-380,7/7/2025,97.97,56.05,323,9,12,3,0.00,18,Dairy,Berlin,Private Label,Out of Stock,L-31070,Card,Snowy,FALSE
TXN-30071,STORE-12,P-426,1/6/2025,58.63,35.79,526,9,10,1,0.00,31,Bakery,Tokyo,Private Label,Low Stock,L-31071,Mobile Pay,Rainy,TRUE
TXN-30072,STORE-13,P-267,2024-11-30,28.43,14.53,253,3,3,2,0.00,36,Produce,New York,National Brand,In Stock,L-31072,Cash,Snowy,FALSE
TXN-30073,STORE-14,P-387,2025-02-13,103.89,56.90,349,2,6,3,0.00,49,Dairy,Berlin,Premium Brand,Low Stock,L-31073,Card,Snowy,FALSE
TXN-30074,STORE-15,P-197,2024-10-12,27.22,17.67,196,1,3,14,0.00,32,Dairy,London,Premium Brand,Out of Stock,,Cash,Sunny,FALSE
TXN-30075,STORE-1,P-427,2025-03-18,55.87,32.82,803,8,10,11,0.00,23,Grocery,Berlin,Private Label,In Stock,,Mobile Pay,Cloudy,TRUE
TXN-30076,STORE-2,P-210,2026-02-25,74.83,49.04,842,5,6,2,0.00,22,Grocery,New York,Premium Brand,Out of Stock,L-31076,Card,Rainy,FALSE
TXN-30077,STORE-3,P-126,2025-12-25,40.06,27.41,348,6,9,5,0.00,15,Dairy,Tokyo,Private Label,In Stock,,Card,Rainy,FALSE
TXN-30078,STORE-4,P-289,2025-08-20,94.11,54.44,568,5,5,15,0.00,31,Grocery,Berlin,Premium Brand,Out of Stock,,Cash,Rainy,FALSE
TXN-30079,STORE-5,P-376,2024-11-17,  19.12  ,10.42,427,9,13,2,0.00,57,Bakery,London,Private Label,Low Stock,,Cash,Rainy,FALSE
TXN-30080,STORE-6,P-73,2024-11-03,151.95,88.50,596,2,4,1,0.00,53,Grocery,Berlin,Premium Brand,Low Stock,L-31080,Mobile Pay,Snowy,TRUE
TXN-30081,STORE-7,P-493,2026-02-25,52.14,27.72,378,4,4,1,0.00,32,Grocery,Tokyo,Premium Brand,In Stock,,Card,Snowy,TRUE
TXN-30082,STORE-8,P-15,2025-04-02,61.56,37.44,895,9,10,14,0.00,51,,New York,National Brand,Out of Stock,L-31082,Mobile Pay,Sunny,TRUE
TXN-30083,STORE-9,P-18,2025-08-15,8.50,5.29,58,5,8,8,0.00,43,Grocery,New York,Private Label,Out of Stock,,Mobile Pay,Snowy,TRUE
TXN-30084,STORE-10,P-274,2024-03-22,135.35,92.70,787,1,3,4,0.00,25,Bakery,London,National Brand,Low Stock,L-31084,Cash,Snowy,TRUE
TXN-30085,STORE-11,P-348,2024-06-30,101.14,54.54,515,5,5,7,0.00,40,Meat,London,National Brand,Low Stock,,Cash,Snowy,TRUE
TXN-30086,STORE-12,P-152,2026-01-19,128.51,89.15,61,8,11,13,0.00,47,  bakery  ,New York,Private Label,In Stock,,Mobile Pay,Cloudy,FALSE
TXN-30087,STORE-13,P-41,2024-04-29,14.16,9.85,747,3,4,5,0.00,24,Grocery,Tokyo,Premium Brand,Low Stock,L-31087,Cash,Sunny,FALSE
TXN-30088,STORE-14,P-165,2025-05-23,150.11,100.06,225,2,6,15,0.00,52,Dairy,Paris,Private Label,Out of Stock,,Mobile Pay,Cloudy,TRUE
TXN-30089,STORE-15,P-465,2025-10-24,76.98,41.22,531,3,4,10,0.00,52,Grocery,Paris,Private Label,In Stock,,Card,Cloudy,FALSE
TXN-30090,STORE-1,P-438,2024-05-01,11.46,7.66,277,2,2,10,0.00,42,Meat,Tokyo,Private Label,In Stock,,Cash,Cloudy,FALSE
TXN-30091,STORE-2,P-63,2025-07-23,146.35,85.86,770,3,5,2,0.00,34,Produce,London,National Brand,In Stock,L-31091,Cash,Sunny,FALSE
TXN-30092,STORE-3,P-290,2024-01-28,56.34,30.76,319,10,10,1,0.00,13,Deli,Tokyo,National Brand,In Stock,L-31092,Cash,Sunny,FALSE
TXN-30093,STORE-4,P-499,2025-04-07,126.84,76.82,78,8,12,11,0.00,49,Grocery,Berlin,Private Label,Low Stock,L-31093,Mobile Pay,Cloudy,FALSE
TXN-30094,STORE-5,P-318,2025-02-06,101.79,57.47,400,1,1,15,0.00,46,Dairy,Tokyo,Private Label,Low Stock,,Cash,Rainy,TRUE
TXN-30095,STORE-6,P-261,2025-12-03,114.39,70.36,63,7,10,3,0.00,18,Produce,Paris,Private Label,In Stock,L-31095,Card,Snowy,FALSE
TXN-30096,STORE-7,P-260,2025-12-25,81.16,55.98,77,9,11,3,7.97,21,Bakery,Paris,Private Label,In Stock,,Card,Cloudy,FALSE
TXN-30097,STORE-8,P-105,3/12/2026,86.80,60.59,936,10,11,10,0.00,35,Grocery,London,Premium Brand,In Stock,,Cash,Cloudy,FALSE
TXN-30098,STORE-9,P-173,2024-02-19,32.69,18.45,945,1,4,6,0.00,32,Dairy,London,Private Label,Low Stock,L-31098,Mobile Pay,Sunny,TRUE
TXN-30099,STORE-10,P-261,2025-11-15,97.19,62.10,506,3,5,6,0.00,19,Bakery,New York,Private Label,Low Stock,L-31099,Mobile Pay,Cloudy,FALSE
TXN-30100,STORE-11,P-130,2024-04-29,136.90,88.24,860,6,8,6,0.00,35,Produce,Tokyo,National Brand,In Stock,,Cash,Snowy,TRUE
TXN-30101,STORE-12,P-30,2025-12-17,150.35,75.43,890,4,5,5,0.00,28,Meat,London,National Brand,Out of Stock,L-31101,Cash,Snowy,FALSE
TXN-30102,STORE-13,P-133,2024-05-25,91.12,51.41,511,5,8,11,0.00,40,Meat,Berlin,Premium Brand,In Stock,,Cash,Sunny,FALSE
TXN-30103,STORE-14,P-265,2026-02-07,30.50,16.41,819,NULL,7,10,0.00,46,Grocery,New York,Premium Brand,Low Stock,L-31103,Cash,Snowy,FALSE
TXN-30104,STORE-15,P-161,2024-12-09,33.75,21.87,603,9,11,15,0.00,12,Bakery,New York,National Brand,In Stock,,Mobile Pay,Cloudy,TRUE
TXN-30105,STORE-1,P-9,2024-08-09,149.08,87.97,811,3,5,14,3.83,59,Deli,New York,National Brand,In Stock,,Card,Rainy,TRUE
TXN-30106,STORE-2,P-57,2025-08-02,114.28,78.67,766,6,8,6,0.00,13,Produce,New York,Premium Brand,Out of Stock,,Card,Sunny,FALSE
TXN-30107,STORE-3,P-21,2024-01-08,  86.04  ,50.80,133,2,2,12,0.00,36,Bakery,Berlin,National Brand,Low Stock,,Mobile Pay,Rainy,TRUE
TXN-30108,STORE-4,P-257,4/30/2024,142.98,98.37,802,7,11,7,0.00,46,Produce,New York,National Brand,In Stock,L-31108,Cash,Rainy,FALSE
TXN-30109,STORE-5,P-260,2025-12-25,120.62,76.16,574,2,3,9,0.00,16,,Tokyo,National Brand,In Stock,L-31109,Card,Sunny,TRUE
TXN-30110,STORE-6,P-365,2025-05-09,90.24,53.51,656,4,6,15,0.00,43,Grocery,Berlin,National Brand,Low Stock,,Mobile Pay,Snowy,TRUE
TXN-30111,STORE-7,P-75,2026-03-02,2.19,1.53,542,2,3,1,0.00,41,Meat,Berlin,Private Label,Low Stock,,Cash,Cloudy,FALSE
TXN-30112,STORE-8,P-320,2026-02-05,49.54,25.75,405,1,3,11,0.00,45,Dairy,New York,National Brand,In Stock,,Mobile Pay,Rainy,FALSE
TXN-30113,STORE-9,P-4,6/14/2024,19.15,10.36,619,9,13,15,0.00,15,Dairy,Tokyo,Premium Brand,Out of Stock,,Cash,Cloudy,TRUE
TXN-30114,STORE-10,P-146,2025-11-15,46.47,25.29,113,10,12,6,0.00,53,Deli,Tokyo,Premium Brand,Out of Stock,,Mobile Pay,Sunny,TRUE
TXN-30115,STORE-11,P-223,2024-08-21,63.18,40.02,955,7,7,10,0.00,27,Grocery,Berlin,National Brand,Low Stock,,Card,Snowy,FALSE
TXN-30116,STORE-12,P-154,2025-06-02,145.15,100.81,790,10,14,8,0.00,15,Deli,Berlin,Premium Brand,Low Stock,L-31116,Mobile Pay,Rainy,FALSE
TXN-30117,STORE-13,P-111,2025-06-30,106.92,70.69,357,1,4,15,0.00,31,Deli,Paris,Premium Brand,In Stock,,Cash,Cloudy,TRUE
TXN-30118,STORE-14,P-134,2025-02-05,45.59,26.62,439,2,4,1,0.00,51,Bakery,Tokyo,National Brand,Low Stock,,Mobile Pay,Sunny,FALSE
TXN-30119,STORE-15,P-261,2025-08-19,79.55,43.17,916,8,11,6,0.00,54,Produce,Paris,Premium Brand,In Stock,,Card,Cloudy,FALSE
TXN-30120,STORE-1,P-203,2025-11-03,120.06,62.07,674,6,10,13,0.00,56,Dairy,Paris,National Brand,Out of Stock,L-31120,Card,Snowy,FALSE
TXN-30121,STORE-2,P-276,2024-08-27,56.26,34.14,635,8,12,11,0.00,36,Deli,Berlin,Private Label,Out of Stock,L-31121,Mobile Pay,Cloudy,FALSE
TXN-30122,STORE-3,P-119,2024-07-25,2.03,1.21,309,9,10,9,0.00,45,  bakery  ,New York,National Brand,In Stock,,Cash,Sunny,FALSE
TXN-30123,STORE-4,P-387,2026-03-07,126.83,75.94,616,5,9,6,0.00,30,Meat,New York,Private Label,Low Stock,,Mobile Pay,Rainy,FALSE
TXN-30124,STORE-5,P-289,1764799934436,145.58,89.96,702,8,8,9,0.00,39,Dairy,Paris,National Brand,Out of Stock,,Cash,Cloudy,FALSE
TXN-30125,STORE-6,P-394,2025-02-13,78.14,42.06,779,1,2,10,0.00,13,Dairy,Paris,National Brand,Out of Stock,,Card,Cloudy,FALSE
TXN-30126,STORE-7,P-189,2024-04-04,143.92,90.48,270,2,2,12,0.00,37,Meat,Paris,Premium Brand,In Stock,,Mobile Pay,Rainy,FALSE
TXN-30127,STORE-8,P-311,2024-03-20,148.06,101.97,412,8,9,11,0.00,19,Grocery,London,National Brand,Out of Stock,,Cash,Sunny,FALSE
TXN-30128,STORE-9,P-341,2025-04-14,100.01,59.54,135,6,6,3,0.00,19,Grocery,Paris,Premium Brand,In Stock,L-31128,Card,Rainy,FALSE
TXN-30129,STORE-10,P-338,2024-03-21,78.62,49.74,955,4,8,2,0.00,38,Bakery,Berlin,Premium Brand,Low Stock,L-31129,Card,Cloudy,TRUE
TXN-30130,STORE-11,P-57,2025-06-03,34.81,20.84,358,10,14,12,0.00,18,Dairy,Tokyo,National Brand,Low Stock,L-31130,Cash,Snowy,TRUE
TXN-30131,STORE-12,P-212,2024-03-02,101.05,66.67,451,7,9,13,0.00,12,Grocery,New York,Premium Brand,In Stock,L-31131,Cash,Rainy,FALSE
TXN-30132,STORE-13,P-214,2025-08-18,48.78,25.86,775,2,6,8,0.00,53,Produce,New York,Private Label,Out of Stock,,Card,Sunny,TRUE
TXN-30133,STORE-14,P-17,1760980019508,114.55,59.07,432,1,4,9,0.00,20,Produce,Berlin,Private Label,In Stock,L-31133,Card,Sunny,FALSE
TXN-30134,STORE-15,P-110,2025-12-09,52.32,34.76,155,5,6,1,0.00,59,Bakery,London,National Brand,In Stock,L-31134,Cash,Cloudy,FALSE
TXN-30135,STORE-1,P-89,2024-09-09,106.18,60.90,442,7,11,15,0.00,37,Dairy,New York,National Brand,Low Stock,,Mobile Pay,Snowy,FALSE
TXN-30136,STORE-2,P-98,2026-02-21,63.53,41.91,657,4,6,9,0.00,16,Bakery,New York,Premium Brand,Low Stock,,Card,Sunny,FALSE
TXN-30137,STORE-3,P-55,2024-01-29,106.73,54.85,45,9,11,3,0.00,17,Produce,New York,Premium Brand,Out of Stock,L-31137,Mobile Pay,Cloudy,FALSE
TXN-30138,STORE-4,P-4,2025-03-24,81.53,42.65,459,4,6,7,0.00,42,Bakery,Tokyo,National Brand,Out of Stock,L-31138,Cash,Cloudy,FALSE
TXN-30139,STORE-5,P-361,2026-03-06,73.42,43.19,664,3,4,1,0.00,48,Dairy,Paris,Premium Brand,Out of Stock,,Mobile Pay,Rainy,FALSE
TXN-30140,STORE-6,P-97,2025-02-07,97.58,52.81,847,1,2,12,0.00,51,Grocery,London,Premium Brand,Out of Stock,L-31140,Card,Snowy,TRUE
TXN-30141,STORE-7,P-247,2024-02-01,48.38,29.13,662,1,1,15,0.00,25,Meat,London,Premium Brand,In Stock,L-31141,Card,Rainy,FALSE
TXN-30142,STORE-8,P-272,2025-05-07,80.74,44.43,142,10,13,13,0.00,17,  meat  ,London,Premium Brand,Out of Stock,,Card,Cloudy,TRUE
TXN-30143,STORE-9,P-240,2025-04-26,93.56,58.21,937,9,9,4,0.00,38,Grocery,Berlin,Private Label,Low Stock,,Mobile Pay,Rainy,FALSE
TXN-30144,STORE-10,P-262,2025-02-28,34.09,23.50,165,4,5,4,0.00,21,Produce,Tokyo,Premium Brand,Low Stock,L-31144,Mobile Pay,Cloudy,FALSE
TXN-30145,STORE-11,P-167,2024-04-24,52.64,31.53,916,2,2,1,0.00,11,Dairy,New York,Premium Brand,In Stock,,Cash,Rainy,TRUE
TXN-30146,STORE-12,P-102,2025-07-24,97.72,58.13,58,5,8,5,0.00,32,Bakery,Berlin,Private Label,Low Stock,L-31146,Card,Sunny,FALSE
TXN-30147,STORE-13,P-313,2024-04-19,48.49,31.74,541,8,11,5,0.00,19,Deli,Tokyo,Premium Brand,In Stock,,Cash,Sunny,TRUE
TXN-30148,STORE-14,P-460,2025-07-15,102.68,53.51,699,NULL,8,2,0.00,58,Meat,Tokyo,Premium Brand,Out of Stock,L-31148,Card,Cloudy,FALSE
TXN-30149,STORE-15,P-125,2025-05-17,27.45,15.56,239,8,12,1,0.00,15,Dairy,London,Private Label,Low Stock,L-31149,Cash,Rainy,TRUE
TXN-30150,STORE-1,P-461,1734096599951,19.67,10.60,482,3,3,3,0.00,57,Grocery,Berlin,National Brand,Low Stock,,Mobile Pay,Snowy,TRUE
TXN-30151,STORE-2,P-399,1/16/2025,37.60,19.52,879,3,3,8,0.00,17,Dairy,Paris,National Brand,Low Stock,,Card,Cloudy,TRUE
TXN-30152,STORE-3,P-162,2024-10-20,103.87,62.41,534,1,1,10,0.00,38,Bakery,Paris,National Brand,Out of Stock,,Mobile Pay,Rainy,TRUE
TXN-30153,STORE-4,P-16,2025-03-11,14.80,7.58,61,4,7,15,0.00,41,Produce,Berlin,Premium Brand,Out of Stock,L-31153,Cash,Sunny,FALSE
TXN-30154,STORE-5,P-195,2024-11-11,59.66,32.87,20,2,2,7,0.00,42,Meat,Paris,National Brand,Low Stock,L-31154,Cash,Rainy,FALSE
TXN-30155,STORE-6,P-71,1753581245338,16.45,11.28,658,3,6,7,0.00,47,Meat,Tokyo,Premium Brand,In Stock,L-31155,Mobile Pay,Snowy,FALSE
TXN-30156,STORE-7,P-189,1715555672203,,69.24,714,6,8,14,0.00,36,Grocery,Paris,Private Label,Low Stock,L-31156,Mobile Pay,Snowy,TRUE
TXN-30157,STORE-8,P-304,2025-02-19,31.98,20.06,502,4,5,11,0.00,10,Deli,London,Premium Brand,In Stock,L-31157,Card,Rainy,FALSE
TXN-30158,STORE-9,P-154,2025-09-26,118.41,71.94,851,10,10,10,0.00,18,Grocery,Berlin,Private Label,Out of Stock,,Mobile Pay,Rainy,FALSE
TXN-30159,STORE-10,P-206,2024-05-30,77.29,45.73,996,8,10,13,0.00,41,  dairy  ,Paris,Private Label,Out of Stock,L-31159,Cash,Rainy,FALSE
TXN-30160,STORE-11,P-150,2025-03-29,143.87,97.80,793,9,13,7,0.00,35,Dairy,Paris,Premium Brand,Low Stock,,Cash,Rainy,TRUE
TXN-30161,STORE-12,P-165,2025-06-13,90.60,53.24,859,6,6,7,0.00,48,Bakery,Paris,Premium Brand,Out of Stock,L-31161,Mobile Pay,Sunny,FALSE
TXN-30162,STORE-13,P-301,2025-10-13,150.23,91.29,985,10,14,11,0.00,23,Grocery,New York,National Brand,Out of Stock,,Cash,Sunny,FALSE
TXN-30163,STORE-14,P-135,2025-10-18,86.98,50.53,397,8,11,13,0.00,34,Produce,London,National Brand,Out of Stock,,Cash,Sunny,TRUE
