order_id,order_date,customer_id,product_id,sku,unit_price,cost,quantity,selling_price,order_value,payment_method,order_status,delivery_date,return_status,shipping_address
ORD-3-000053,2024-01-05,21896,1324,SKU-3-1324,19.99,9.07,5,23.63,118.15,Credit Card,Delivered,2024-01-11,No Return,"Chennai, Delhi"
ORD-3-000054,2023-12-05,21660,1335,SKU-3-1335,74.99,33.39,7,88.49,619.43,UPI,Confirmed,,No Return,"Indore, West Bengal"
ORD-3-000055,2025-07-28,24725,1338,SKU-3-1338,299.99,138.44,1,449.09,449.09,UPI,Shipped,2025-08-03,No Return,"Bangalore, West Bengal"
ORD-3-000056,2025-11-22,20427,1328,SKU-3-1328,149.99,47.69,1,167.61,167.61,UPI,Confirmed,,No Return,"Surat, Uttar Pradesh"
ORD-3-000057,2023-07-06,24035,1330,SKU-3-1330,39.99,23.31,3,54.32,162.96,Debit Card,Shipped,2023-07-08,No Return,"Hyderabad, Uttar Pradesh"
ORD-3-000058,2023-05-15,24252,1338,SKU-3-1338,199.99,79.27,1,232.97,232.97,Credit Card,Shipped,2023-05-17,No Return,"Kolkata, Delhi"
ORD-3-000059,2025-09-27,20006,1308,SKU-3-1308,19.99,9.94,2,21.26,42.52,Credit Card,Pending,,No Return,"Surat, Gujarat"
ORD-3-000060,2023-05-04,22157,1321,SKU-3-1321,9.99,3.83,2,10.62,21.24,Debit Card,Shipped,2023-05-05,No Return,"Hyderabad, West Bengal"
ORD-3-000061,2025-12-17,24725,1317,SKU-3-1317,59.99,32.57,2,62.95,125.9,Wallet,Delivered,2025-12-30,No Return,"Ahmedabad, Uttar Pradesh"
ORD-3-000062,2025-12-28,20715,1348,SKU-3-1348,99.99,45.82,1,135.4,135.4,UPI,Cancelled,,No Return,"Delhi, Delhi"
ORD-3-000063,2025-01-18,22105,1346,SKU-3-1346,299.99,129.81,2,420.29,840.58,UPI,Confirmed,,No Return,"Pune, Tamil Nadu"
ORD-3-000064,2023-05-23,23085,1318,SKU-3-1318,19.99,9.01,2,26.54,53.08,Credit Card,Shipped,2023-05-28,No Return,"Surat, Tamil Nadu"
ORD-3-000065,2025-05-19,23951,1301,SKU-3-1301,74.99,25.84,2,104.34,208.68,Debit Card,Delivered,2025-05-25,No Return,"Indore, Gujarat"
ORD-3-000066,2024-07-29,20230,1318,SKU-3-1318,29.99,10.52,1,33.47,33.47,Debit Card,Processing,,No Return,"Pune, Uttar Pradesh"
ORD-3-000067,2023-01-02,24625,1342,SKU-3-1342,199.99,109.38,1,249.34,249.34,UPI,Pending,,No Return,"Chennai, Rajasthan"
ORD-3-000068,2024-11-02,22003,1309,SKU-3-1309,74.99,35.63,6,95.2,571.2,Credit Card,Shipped,2024-11-08,Return Approved,"Delhi, Telangana"
ORD-3-000069,2024-04-25,22202,1320,SKU-3-1320,49.99,18.33,2,54.82,109.64,UPI,Processing,,No Return,"Bangalore, Punjab"
ORD-3-000070,2023-11-17,22188,1338,SKU-3-1338,14.99,7.69,1,20.87,20.87,Wallet,Delivered,2023-11-27,No Return,"Lucknow, Maharashtra"
ORD-3-000071,2025-12-29,20900,1327,SKU-3-1327,49.99,21.44,3,74.13,222.39,Debit Card,Delivered,2026-01-07,Refunded,"Surat, Delhi"
ORD-3-000072,2024-05-03,22361,1310,SKU-3-1310,149.99,59.35,1,185.69,185.69,Net Banking,Cancelled,,No Return,"Surat, Maharashtra"
ORD-3-000073,2025-04-29,21236,1313,SKU-3-1313,19.99,6.55,1,27.99,27.99,UPI,Confirmed,,No Return,"Bangalore, Kerala"
ORD-3-000074,2024-03-02,22944,1304,SKU-3-1304,39.99,19.69,2,41.93,83.86,Net Banking,Shipped,2024-03-03,No Return,"Chandigarh, Delhi"
ORD-3-000075,2023-09-09,22467,1325,SKU-3-1325,49.99,16.23,1,62.83,62.83,Debit Card,Delivered,2023-09-20,No Return,"Kolkata, Uttar Pradesh"
ORD-3-000076,2023-06-28,23793,1301,SKU-3-1301,149.99,87.33,1,200.26,200.26,UPI,In Transit,2023-07-01,No Return,"Surat, Punjab"
ORD-3-000077,2025-08-12,20247,1349,SKU-3-1349,149.99,57.17,4,185.3,741.2,Debit Card,In Transit,2025-08-17,No Return,"Nagpur, West Bengal"
ORD-3-000078,2025-08-17,24466,1306,SKU-3-1306,59.99,25.03,1,65.12,65.12,UPI,Shipped,2025-08-19,No Return,"Chandigarh, Delhi"
ORD-3-000079,2023-09-25,21670,1311,SKU-3-1311,29.99,15.86,3,44.23,132.69,UPI,Processing,,No Return,"Nagpur, Delhi"
ORD-3-000080,2025-06-23,20235,1320,SKU-3-1320,199.99,116.4,3,219.0,657.0,UPI,Shipped,2025-06-29,No Return,"Jaipur, West Bengal"
ORD-3-000081,2024-08-10,22848,1345,SKU-3-1345,39.99,21.05,2,47.85,95.7,UPI,Shipped,2024-08-12,No Return,"Jaipur, Delhi"
ORD-3-000082,2023-04-25,21393,1316,SKU-3-1316,9.99,5.96,1,12.35,12.35,UPI,Processing,,No Return,"Delhi, Maharashtra"
ORD-3-000083,2023-09-25,24710,1335,SKU-3-1335,19.99,7.29,3,27.75,83.25,Credit Card,Returned,2023-10-01,No Return,"Delhi, Tamil Nadu"
ORD-3-000084,2023-05-02,23477,1341,SKU-3-1341,299.99,107.63,3,344.68,1034.04,UPI,Shipped,2023-05-08,No Return,"Pune, Maharashtra"
ORD-3-000085,2023-09-12,20563,1310,SKU-3-1310,299.99,177.43,1,342.04,342.04,UPI,Processing,,No Return,"Bangalore, Telangana"
ORD-3-000086,2023-06-02,23267,1310,SKU-3-1310,74.99,44.17,1,75.34,75.34,Credit Card,Delivered,2023-06-06,No Return,"Surat, Madhya Pradesh"
ORD-3-000087,2025-12-30,23028,1320,SKU-3-1320,29.99,13.26,1,38.25,38.25,Wallet,Confirmed,,No Return,"Kolkata, Telangana"
ORD-3-000088,2023-01-18,22550,1346,SKU-3-1346,29.99,11.43,7,41.09,287.63,Debit Card,In Transit,2023-01-20,No Return,"Kolkata, Punjab"
ORD-3-000089,2023-09-23,24167,1328,SKU-3-1328,149.99,75.2,2,186.76,373.52,Net Banking,Shipped,2023-09-27,Return Requested,"Surat, Kerala"
ORD-3-000090,2024-12-29,20871,1316,SKU-3-1316,19.99,6.5,1,21.89,21.89,Debit Card,Delivered,2025-01-04,No Return,"Pune, Uttar Pradesh"
ORD-3-000091,2023-03-11,22175,1344,SKU-3-1344,299.99,99.57,6,309.21,1855.26,Debit Card,Processing,,No Return,"Bangalore, Uttar Pradesh"
ORD-3-000092,2024-12-19,22159,1314,SKU-3-1314,149.99,46.62,1,157.46,157.46,Credit Card,Shipped,2024-12-24,No Return,"Lucknow, Maharashtra"
ORD-3-000093,2025-11-19,22425,1338,SKU-3-1338,19.99,6.95,2,25.3,50.6,Debit Card,Shipped,2025-11-23,Returned,"Delhi, Tamil Nadu"
ORD-3-000094,2024-11-05,23799,1311,SKU-3-1311,39.99,19.48,1,43.11,43.11,Credit Card,In Transit,2024-11-10,Return Approved,"Mumbai, Uttar Pradesh"
ORD-3-000095,2025-12-22,22426,1317,SKU-3-1317,39.99,12.27,2,56.27,112.54,Credit Card,Returned,2025-12-28,No Return,"Delhi, Karnataka"
ORD-3-000096,2023-06-25,23375,1327,SKU-3-1327,199.99,62.18,3,224.39,673.17,Wallet,Confirmed,,No Return,"Indore, Telangana"
ORD-3-000097,2025-07-16,20521,1302,SKU-3-1302,29.99,10.76,3,43.77,131.31,Credit Card,Shipped,2025-07-18,No Return,"Kolkata, Gujarat"
ORD-3-000098,2025-02-26,24533,1311,SKU-3-1311,14.99,6.86,2,17.59,35.18,Wallet,Delivered,2025-03-09,Return Requested,"Hyderabad, Delhi"
ORD-3-000099,2023-07-31,20168,1343,SKU-3-1343,14.99,4.87,1,20.72,20.72,Credit Card,Delivered,2023-08-06,No Return,"Pune, Rajasthan"
ORD-3-000100,2023-08-26,22169,1311,SKU-3-1311,39.99,14.64,5,54.65,273.25,UPI,Confirmed,,No Return,"Nagpur, Gujarat"
ORD-3-000101,2024-08-19,22802,1306,SKU-3-1306,39.99,17.92,1,53.35,53.35,Net Banking,Delivered,2024-08-26,No Return,"Pune, Maharashtra"
ORD-3-000102,2023-08-19,22877,1334,SKU-3-1334,149.99,64.82,2,195.34,390.68,UPI,Delivered,2023-08-26,No Return,"Bangalore, Rajasthan"
ORD-3-000103,2025-01-11,24463,1323,SKU-3-1323,99.99,58.31,4,123.66,494.64,Debit Card,Returned,2025-01-18,No Return,"Delhi, Gujarat"
ORD-3-000104,2023-07-21,22670,1346,SKU-3-1346,49.99,20.03,1,63.43,63.43,UPI,Cancelled,,No Return,"Jaipur, Kerala"
ORD-3-000105,2023-10-27,20797,1348,SKU-3-1348,149.99,77.8,3,186.08,558.24,Debit Card,Confirmed,,No Return,"Bangalore, Rajasthan"
ORD-3-000106,2023-12-01,22993,1328,SKU-3-1328,14.99,8.99,2,18.58,37.16,Credit Card,Delivered,2023-12-07,No Return,"Jaipur, Punjab"
ORD-3-000107,2024-12-16,21959,1316,SKU-3-1316,74.99,29.69,1,86.08,86.08,COD,In Transit,2024-12-22,No Return,"Jaipur, Uttar Pradesh"
ORD-3-000108,2024-06-23,21500,1317,SKU-3-1317,59.99,28.45,1,65.75,65.75,Debit Card,In Transit,2024-06-27,No Return,"Chennai, Rajasthan"
ORD-3-000109,2023-03-03,24546,1304,SKU-3-1304,19.99,6.33,7,23.09,161.63,Wallet,In Transit,2023-03-05,No Return,"Jaipur, Punjab"
ORD-3-000110,2023-08-07,22330,1340,SKU-3-1340,14.99,7.38,5,22.12,110.6,Credit Card,Confirmed,,No Return,"Surat, Rajasthan"
ORD-3-000111,2024-01-21,22481,1321,SKU-3-1321,29.99,17.18,4,32.47,129.88,UPI,Shipped,2024-01-26,No Return,"Delhi, Uttar Pradesh"
ORD-3-000112,2023-11-12,21711,1313,SKU-3-1313,74.99,41.93,2,79.77,159.54,UPI,Delivered,2023-11-15,No Return,"Delhi, Kerala"
ORD-3-000113,2023-04-04,22674,1306,SKU-3-1306,19.99,6.61,1,21.92,21.92,Net Banking,Shipped,2023-04-05,No Return,"Hyderabad, Uttar Pradesh"
ORD-3-000114,2025-03-29,23329,1305,SKU-3-1305,39.99,22.82,3,51.27,153.81,UPI,Shipped,2025-04-04,No Return,"Hyderabad, Tamil Nadu"
ORD-3-000115,2025-01-02,24486,1349,SKU-3-1349,49.99,21.23,2,68.08,136.16,Net Banking,Cancelled,,No Return,"Ahmedabad, Punjab"
ORD-3-000116,2025-07-21,21027,1325,SKU-3-1325,14.99,6.51,1,16.36,16.36,COD,Delivered,2025-07-26,Returned,"Ahmedabad, Madhya Pradesh"
ORD-3-000117,2024-01-22,22223,1341,SKU-3-1341,299.99,162.18,2,319.27,638.54,COD,In Transit,2024-01-28,No Return,"Mumbai, West Bengal"
ORD-3-000118,2025-08-17,20868,1322,SKU-3-1322,149.99,67.88,7,217.6,1523.2,UPI,Processing,,No Return,"Delhi, Maharashtra"
ORD-3-000119,2023-12-20,23608,1321,SKU-3-1321,29.99,14.84,5,33.89,169.45,Net Banking,Pending,,Refunded,"Chandigarh, Madhya Pradesh"
ORD-3-000120,2025-09-18,20117,1346,SKU-3-1346,149.99,45.32,1,218.05,218.05,Credit Card,Pending,,No Return,"Indore, Tamil Nadu"
ORD-3-000121,2024-12-20,23837,1326,SKU-3-1326,149.99,79.44,5,192.29,961.45,Wallet,Shipped,2024-12-25,Returned,"Ahmedabad, Telangana"
ORD-3-000122,2023-12-26,22395,1317,SKU-3-1317,149.99,49.5,1,203.18,203.18,Debit Card,Cancelled,,No Return,"Mumbai, Punjab"
ORD-3-000123,2023-07-10,22107,1330,SKU-3-1330,74.99,39.04,2,83.97,167.94,Net Banking,Delivered,2023-07-16,No Return,"Jaipur, Maharashtra"
ORD-3-000124,2025-08-02,23148,1329,SKU-3-1329,59.99,25.51,2,68.69,137.38,Wallet,Cancelled,,No Return,"Bangalore, Uttar Pradesh"
ORD-3-000125,2025-01-21,22010,1330,SKU-3-1330,299.99,149.98,5,382.87,1914.35,Debit Card,Delivered,2025-02-02,No Return,"Bangalore, Delhi"
ORD-3-000126,2023-02-02,21801,1325,SKU-3-1325,74.99,29.31,5,82.08,410.4,Debit Card,In Transit,2023-02-04,No Return,"Hyderabad, Delhi"
ORD-3-000127,2024-01-03,24149,1303,SKU-3-1303,49.99,15.92,3,70.72,212.16,Debit Card,In Transit,2024-01-04,No Return,"Indore, Delhi"
ORD-3-000128,2024-08-10,24268,1315,SKU-3-1315,9.99,4.55,2,13.58,27.16,Wallet,Shipped,2024-08-13,No Return,"Indore, Tamil Nadu"
ORD-3-000129,2024-04-07,22081,1349,SKU-3-1349,39.99,12.89,5,41.56,207.8,UPI,Shipped,2024-04-11,No Return,"Nagpur, Uttar Pradesh"
ORD-3-000130,2025-06-12,21833,1327,SKU-3-1327,149.99,66.32,1,169.5,169.5,Credit Card,Delivered,2025-06-22,Return Requested,"Bangalore, Tamil Nadu"
ORD-3-000131,2025-04-15,22586,1312,SKU-3-1312,29.99,9.37,1,37.11,37.11,Debit Card,Returned,2025-04-21,No Return,"Chandigarh, Delhi"
ORD-3-000132,2023-12-08,20349,1343,SKU-3-1343,74.99,42.56,1,107.58,107.58,Wallet,In Transit,2023-12-11,No Return,"Nagpur, Madhya Pradesh"
ORD-3-000133,2025-10-09,21979,1302,SKU-3-1302,59.99,23.08,1,63.8,63.8,Debit Card,Processing,,No Return,"Chennai, Madhya Pradesh"
ORD-3-000134,2024-05-22,21780,1341,SKU-3-1341,49.99,22.43,3,73.04,219.12,COD,In Transit,2024-05-25,No Return,"Hyderabad, Maharashtra"
ORD-3-000135,2024-02-09,21322,1333,SKU-3-1333,99.99,56.11,2,141.43,282.86,UPI,Shipped,2024-02-12,No Return,"Chennai, Tamil Nadu"
ORD-3-000136,2024-05-09,23151,1332,SKU-3-1332,49.99,22.56,1,54.56,54.56,Credit Card,Processing,,No Return,"Chennai, Gujarat"
ORD-3-000137,2023-10-29,23253,1311,SKU-3-1311,149.99,70.2,1,199.56,199.56,Credit Card,Delivered,2023-11-07,No Return,"Lucknow, Rajasthan"
ORD-3-000138,2024-06-04,24522,1318,SKU-3-1318,49.99,19.53,1,70.97,70.97,Debit Card,Processing,,No Return,"Jaipur, Punjab"
ORD-3-000139,2025-05-02,24972,1303,SKU-3-1303,19.99,8.47,2,24.66,49.32,UPI,Delivered,2025-05-08,No Return,"Lucknow, Tamil Nadu"
ORD-3-000140,2025-11-03,24614,1301,SKU-3-1301,299.99,104.09,1,358.47,358.47,Credit Card,Pending,,No Return,"Bangalore, West Bengal"
ORD-3-000141,2025-07-18,23263,1339,SKU-3-1339,49.99,16.73,1,71.88,71.88,COD,Shipped,2025-07-23,Return Approved,"Lucknow, Gujarat"
ORD-3-000142,2024-01-25,21355,1305,SKU-3-1305,9.99,3.63,1,12.55,12.55,Credit Card,Shipped,2024-01-29,No Return,"Hyderabad, Tamil Nadu"
ORD-3-000143,2023-11-14,23190,1301,SKU-3-1301,19.99,6.61,1,28.06,28.06,Wallet,Shipped,2023-11-15,No Return,"Lucknow, Maharashtra"
ORD-3-000144,2023-04-13,24616,1337,SKU-3-1337,74.99,32.37,6,80.16,480.96,UPI,Shipped,2023-04-17,No Return,"Surat, Maharashtra"
ORD-3-000145,2024-02-24,24185,1330,SKU-3-1330,59.99,28.32,1,77.44,77.44,Credit Card,Delivered,2024-03-07,No Return,"Delhi, Kerala"
ORD-3-000146,2023-02-07,23021,1321,SKU-3-1321,14.99,5.54,1,16.13,16.13,UPI,Delivered,2023-02-20,No Return,"Ahmedabad, Gujarat"
ORD-3-000147,2025-04-23,23954,1329,SKU-3-1329,19.99,10.75,1,24.77,24.77,Net Banking,Shipped,2025-04-28,No Return,"Jaipur, Madhya Pradesh"
ORD-3-000148,2025-09-29,20034,1316,SKU-3-1316,99.99,39.7,2,112.25,224.5,UPI,Processing,,No Return,"Indore, Kerala"
ORD-3-000149,2023-07-16,23548,1335,SKU-3-1335,149.99,83.4,1,209.97,209.97,UPI,Shipped,2023-07-18,No Return,"Hyderabad, Telangana"
ORD-3-000150,2024-03-03,20994,1326,SKU-3-1326,19.99,11.57,5,24.42,122.1,Net Banking,In Transit,2024-03-05,No Return,"Chennai, West Bengal"
ORD-3-000151,2024-09-17,23141,1316,SKU-3-1316,99.99,47.04,3,127.43,382.29,Credit Card,Processing,,No Return,"Mumbai, Maharashtra"
ORD-3-000152,2023-07-17,22407,1332,SKU-3-1332,299.99,129.95,2,301.32,602.64,Debit Card,In Transit,2023-07-18,No Return,"Chennai, Delhi"
ORD-3-000153,2024-07-14,23647,1323,SKU-3-1323,19.99,6.21,2,24.09,48.18,Debit Card,Shipped,2024-07-19,No Return,"Lucknow, West Bengal"
ORD-3-000154,2024-06-18,21029,1335,SKU-3-1335,74.99,35.7,6,105.69,634.14,Credit Card,Confirmed,,No Return,"Delhi, Punjab"
ORD-3-000155,2025-08-28,24654,1327,SKU-3-1327,99.99,37.07,1,113.99,113.99,Credit Card,Delivered,2025-09-10,Return Approved,"Delhi, Telangana"
ORD-3-000156,2025-07-03,21419,1313,SKU-3-1313,299.99,115.81,2,419.02,838.04,UPI,Processing,,Return Requested,"Chandigarh, Maharashtra"
ORD-3-000157,2024-01-13,24981,1309,SKU-3-1309,59.99,19.15,1,75.77,75.77,Debit Card,Processing,,No Return,"Hyderabad, Maharashtra"
ORD-3-000158,2025-03-07,22926,1328,SKU-3-1328,14.99,6.01,2,20.72,41.44,Net Banking,Processing,,No Return,"Ahmedabad, Gujarat"
ORD-3-000159,2025-06-21,23699,1316,SKU-3-1316,59.99,34.82,3,68.01,204.03,Debit Card,Returned,2025-07-03,No Return,"Nagpur, Gujarat"
ORD-3-000160,2023-05-09,23052,1311,SKU-3-1311,199.99,61.56,1,247.03,247.03,Net Banking,Processing,,No Return,"Delhi, Rajasthan"
ORD-3-000161,2024-01-30,24041,1335,SKU-3-1335,19.99,7.83,1,29.98,29.98,Debit Card,Delivered,2024-02-04,No Return,"Mumbai, Gujarat"
ORD-3-000162,2023-02-06,22548,1348,SKU-3-1348,29.99,15.7,1,35.86,35.86,Credit Card,Shipped,2023-02-11,No Return,"Indore, Delhi"
ORD-3-000163,2023-11-06,23587,1313,SKU-3-1313,149.99,70.67,2,212.86,425.72,Credit Card,In Transit,2023-11-10,No Return,"Pune, Punjab"
ORD-3-000164,2023-03-23,20162,1300,SKU-3-1300,99.99,47.48,1,142.94,142.94,Credit Card,In Transit,2023-03-25,No Return,"Indore, Gujarat"
ORD-3-000165,2025-10-08,24017,1306,SKU-3-1306,199.99,71.97,5,250.35,1251.75,Debit Card,Delivered,2025-10-18,Returned,"Jaipur, Madhya Pradesh"
ORD-3-000166,2024-02-27,21078,1339,SKU-3-1339,49.99,20.79,1,54.35,54.35,Credit Card,Confirmed,,No Return,"Chennai, Gujarat"
ORD-3-000167,2023-06-28,21807,1308,SKU-3-1308,99.99,50.07,4,149.43,597.72,UPI,Delivered,2023-07-10,No Return,"Chennai, Madhya Pradesh"
