order_id,order_date,customer_id,product_id,sku,unit_price,cost,quantity,selling_price,order_value,payment_method,order_status,delivery_date,return_status,shipping_address
ORD-2-000036,2023-06-22,18865,1206,SKU-2-1206,29.99,14.13,1,31.17,31.17,Net Banking,Delivered,2023-06-30,No Return,"Pune, Gujarat"
ORD-2-000037,2023-12-27,15079,1242,SKU-2-1242,149.99,54.56,2,211.57,423.14,UPI,Delivered,2024-01-05,No Return,"Lucknow, Punjab"
ORD-2-000038,2025-11-26,15163,1246,SKU-2-1246,29.99,16.89,1,42.77,42.77,UPI,Processing,,Return Approved,"Pune, Kerala"
ORD-2-000039,2024-09-04,18299,1200,SKU-2-1200,149.99,54.14,6,185.57,1113.42,Wallet,Confirmed,,No Return,"Bangalore, Karnataka"
ORD-2-000040,2025-11-21,18835,1237,SKU-2-1237,199.99,66.69,7,229.44,1606.08,Credit Card,Shipped,2025-11-26,No Return,"Lucknow, West Bengal"
ORD-2-000041,2025-02-03,17480,1230,SKU-2-1230,9.99,4.83,1,10.65,10.65,Net Banking,Delivered,2025-02-12,No Return,"Hyderabad, Telangana"
ORD-2-000042,2023-02-24,16626,1205,SKU-2-1205,74.99,41.37,2,91.02,182.04,Credit Card,Shipped,2023-02-26,No Return,"Jaipur, Gujarat"
ORD-2-000043,2025-01-15,15654,1242,SKU-2-1242,74.99,34.7,1,80.54,80.54,Credit Card,In Transit,2025-01-16,No Return,"Delhi, Kerala"
ORD-2-000044,2025-10-22,16159,1245,SKU-2-1245,49.99,24.93,1,60.23,60.23,Net Banking,Processing,,No Return,"Chennai, Delhi"
ORD-2-000045,2023-08-18,19820,1239,SKU-2-1239,39.99,18.41,3,51.36,154.08,Net Banking,Shipped,2023-08-22,No Return,"Nagpur, Delhi"
ORD-2-000046,2025-08-23,19634,1248,SKU-2-1248,99.99,42.71,3,142.05,426.15,Credit Card,In Transit,2025-08-24,Return Requested,"Chandigarh, Uttar Pradesh"
ORD-2-000047,2023-05-07,15432,1218,SKU-2-1218,19.99,8.35,1,20.54,20.54,COD,Pending,,No Return,"Surat, Telangana"
ORD-2-000048,2023-04-29,15381,1214,SKU-2-1214,29.99,17.94,5,30.1,150.5,UPI,Delivered,2023-05-11,No Return,"Lucknow, Punjab"
ORD-2-000049,2025-04-22,18632,1229,SKU-2-1229,199.99,76.7,1,241.77,241.77,UPI,In Transit,2025-04-25,No Return,"Mumbai, Kerala"
ORD-2-000050,2024-06-07,18285,1209,SKU-2-1209,9.99,3.53,2,13.38,26.76,Credit Card,Processing,,No Return,"Surat, Telangana"
ORD-2-000051,2023-01-20,16541,1236,SKU-2-1236,149.99,51.69,4,208.88,835.52,Debit Card,Processing,,No Return,"Surat, Tamil Nadu"
ORD-2-000052,2023-10-09,16116,1203,SKU-2-1203,9.99,5.79,1,14.72,14.72,Credit Card,Processing,,Return Requested,"Bangalore, Tamil Nadu"
ORD-2-000053,2025-03-30,19583,1219,SKU-2-1219,74.99,42.02,1,88.89,88.89,Credit Card,Delivered,2025-04-05,No Return,"Chandigarh, Punjab"
ORD-2-000054,2023-02-17,19341,1211,SKU-2-1211,49.99,22.84,7,65.7,459.9,Credit Card,Shipped,2023-02-22,Return Approved,"Nagpur, Karnataka"
ORD-2-000055,2024-07-31,16059,1238,SKU-2-1238,59.99,19.39,1,83.45,83.45,Net Banking,Cancelled,,No Return,"Chennai, Maharashtra"
ORD-2-000056,2023-12-04,16116,1230,SKU-2-1230,299.99,108.49,3,380.3,1140.9,Credit Card,Processing,,Refunded,"Pune, Gujarat"
ORD-2-000057,2024-12-06,17370,1231,SKU-2-1231,39.99,21.07,5,48.18,240.9,Net Banking,Returned,2024-12-12,No Return,"Chandigarh, Karnataka"
ORD-2-000058,2024-12-03,18109,1218,SKU-2-1218,19.99,9.31,2,26.76,53.52,Wallet,Shipped,2024-12-06,No Return,"Jaipur, Madhya Pradesh"
ORD-2-000059,2024-08-08,16442,1248,SKU-2-1248,199.99,116.47,4,276.02,1104.08,COD,Shipped,2024-08-10,No Return,"Hyderabad, Tamil Nadu"
ORD-2-000060,2023-08-14,18982,1200,SKU-2-1200,59.99,33.38,5,87.91,439.55,Net Banking,Shipped,2023-08-20,No Return,"Pune, Telangana"
ORD-2-000061,2024-03-10,19395,1204,SKU-2-1204,99.99,33.55,5,124.35,621.75,Credit Card,Delivered,2024-03-24,No Return,"Hyderabad, Tamil Nadu"
ORD-2-000062,2025-03-26,15543,1244,SKU-2-1244,149.99,60.97,1,168.05,168.05,Credit Card,Delivered,2025-04-07,No Return,"Chandigarh, Uttar Pradesh"
ORD-2-000063,2025-01-16,18862,1231,SKU-2-1231,299.99,91.57,1,311.53,311.53,Debit Card,Processing,,No Return,"Jaipur, Kerala"
ORD-2-000064,2025-01-02,15259,1236,SKU-2-1236,74.99,23.62,4,86.28,345.12,UPI,Delivered,2025-01-11,Return Requested,"Hyderabad, Telangana"
ORD-2-000065,2024-06-29,19117,1236,SKU-2-1236,299.99,121.63,3,444.91,1334.73,UPI,Shipped,2024-06-30,No Return,"Chennai, Telangana"
ORD-2-000066,2023-05-03,19910,1215,SKU-2-1215,19.99,11.76,2,24.74,49.48,COD,Shipped,2023-05-06,No Return,"Ahmedabad, West Bengal"
ORD-2-000067,2025-12-16,15796,1222,SKU-2-1222,39.99,20.97,2,47.4,94.8,Net Banking,Processing,,No Return,"Delhi, Madhya Pradesh"
ORD-2-000068,2023-01-15,15289,1249,SKU-2-1249,99.99,46.83,1,138.96,138.96,Net Banking,Delivered,2023-01-24,Return Approved,"Jaipur, Gujarat"
ORD-2-000069,2025-05-23,17017,1246,SKU-2-1246,199.99,71.74,2,214.11,428.22,Credit Card,Shipped,2025-05-24,Return Requested,"Pune, Kerala"
ORD-2-000070,2024-08-14,19842,1247,SKU-2-1247,39.99,14.91,3,40.07,120.21,Debit Card,Delivered,2024-08-24,No Return,"Chennai, Madhya Pradesh"
ORD-2-000071,2024-05-11,16633,1217,SKU-2-1217,14.99,7.3,6,21.95,131.7,Wallet,Shipped,2024-05-12,No Return,"Mumbai, Uttar Pradesh"
ORD-2-000072,2023-12-01,17352,1220,SKU-2-1220,99.99,48.96,3,118.0,354.0,Credit Card,Shipped,2023-12-03,No Return,"Pune, West Bengal"
ORD-2-000073,2023-09-13,17216,1248,SKU-2-1248,9.99,3.87,2,14.17,28.34,Net Banking,Shipped,2023-09-16,No Return,"Surat, Tamil Nadu"
ORD-2-000074,2023-02-08,17479,1246,SKU-2-1246,49.99,20.39,1,53.75,53.75,Net Banking,Delivered,2023-02-22,No Return,"Bangalore, Tamil Nadu"
ORD-2-000075,2025-02-21,19418,1225,SKU-2-1225,49.99,19.08,3,60.83,182.49,UPI,Returned,2025-02-28,No Return,"Hyderabad, Madhya Pradesh"
ORD-2-000076,2023-07-31,15879,1201,SKU-2-1201,9.99,4.22,1,14.56,14.56,Debit Card,In Transit,2023-08-03,No Return,"Jaipur, Karnataka"
ORD-2-000077,2025-03-06,17326,1216,SKU-2-1216,14.99,5.71,3,15.01,45.03,UPI,Pending,,No Return,"Pune, Kerala"
ORD-2-000078,2023-05-25,19694,1212,SKU-2-1212,14.99,4.74,2,15.41,30.82,Credit Card,Delivered,2023-06-03,No Return,"Bangalore, Uttar Pradesh"
ORD-2-000079,2025-10-21,16560,1218,SKU-2-1218,49.99,24.64,3,69.76,209.28,Credit Card,Returned,2025-10-29,No Return,"Kolkata, West Bengal"
ORD-2-000080,2023-02-01,15964,1222,SKU-2-1222,14.99,5.41,3,16.52,49.56,Net Banking,Delivered,2023-02-09,No Return,"Mumbai, Rajasthan"
ORD-2-000081,2024-02-21,17509,1220,SKU-2-1220,19.99,6.15,6,20.97,125.82,Debit Card,Processing,,No Return,"Chennai, Telangana"
ORD-2-000082,2024-09-27,18364,1248,SKU-2-1248,9.99,4.73,1,11.27,11.27,Net Banking,Delivered,2024-10-09,No Return,"Kolkata, Maharashtra"
ORD-2-000083,2024-08-15,15242,1216,SKU-2-1216,74.99,29.33,1,83.17,83.17,Wallet,Pending,,No Return,"Lucknow, West Bengal"
ORD-2-000084,2023-01-19,15997,1213,SKU-2-1213,199.99,109.94,2,287.81,575.62,Debit Card,Confirmed,,No Return,"Bangalore, Uttar Pradesh"
ORD-2-000085,2023-08-14,15080,1210,SKU-2-1210,9.99,4.26,2,11.16,22.32,Wallet,Processing,,No Return,"Chandigarh, Uttar Pradesh"
ORD-2-000086,2024-09-22,18237,1210,SKU-2-1210,299.99,138.32,1,393.14,393.14,Credit Card,Delivered,2024-09-30,Return Approved,"Surat, Kerala"
ORD-2-000087,2025-12-21,15077,1226,SKU-2-1226,299.99,142.93,1,342.37,342.37,Wallet,Processing,,No Return,"Kolkata, Kerala"
ORD-2-000088,2025-05-31,18322,1212,SKU-2-1212,49.99,21.66,1,52.47,52.47,UPI,In Transit,2025-06-06,No Return,"Chennai, Rajasthan"
ORD-2-000089,2025-11-19,17063,1238,SKU-2-1238,99.99,40.57,1,144.43,144.43,COD,Cancelled,,Return Requested,"Nagpur, Punjab"
ORD-2-000090,2025-05-06,15813,1223,SKU-2-1223,29.99,13.16,1,43.57,43.57,UPI,Returned,2025-05-20,No Return,"Nagpur, Maharashtra"
ORD-2-000091,2025-07-10,19253,1200,SKU-2-1200,149.99,69.16,1,159.25,159.25,Credit Card,Pending,,No Return,"Hyderabad, Kerala"
ORD-2-000092,2024-08-30,18517,1224,SKU-2-1224,19.99,9.34,1,23.68,23.68,UPI,Delivered,2024-09-11,Return Requested,"Pune, Kerala"
ORD-2-000093,2025-11-26,15995,1247,SKU-2-1247,149.99,73.45,1,210.64,210.64,Credit Card,Processing,,No Return,"Nagpur, Gujarat"
ORD-2-000094,2025-03-09,18472,1212,SKU-2-1212,74.99,35.64,2,96.1,192.2,COD,Confirmed,,No Return,"Chennai, West Bengal"
ORD-2-000095,2025-04-25,17812,1244,SKU-2-1244,199.99,72.08,3,277.3,831.9,Net Banking,Confirmed,,No Return,"Hyderabad, West Bengal"
ORD-2-000096,2023-01-15,17785,1206,SKU-2-1206,39.99,12.33,2,50.51,101.02,Wallet,Pending,,No Return,"Lucknow, Delhi"
ORD-2-000097,2024-11-10,15167,1246,SKU-2-1246,49.99,23.09,1,62.02,62.02,UPI,Shipped,2024-11-12,Return Requested,"Nagpur, Rajasthan"
ORD-2-000098,2025-01-27,19333,1206,SKU-2-1206,99.99,40.38,1,110.83,110.83,UPI,Delivered,2025-02-07,No Return,"Pune, West Bengal"
ORD-2-000099,2023-06-02,16189,1205,SKU-2-1205,14.99,6.16,1,18.19,18.19,Net Banking,Returned,2023-06-13,No Return,"Mumbai, Tamil Nadu"
ORD-2-000100,2023-11-24,15833,1200,SKU-2-1200,9.99,5.73,7,13.05,91.35,Debit Card,Returned,2023-12-01,No Return,"Ahmedabad, Delhi"
ORD-2-000101,2023-12-03,19523,1209,SKU-2-1209,59.99,35.59,1,81.93,81.93,Net Banking,In Transit,2023-12-07,No Return,"Surat, Uttar Pradesh"
ORD-2-000102,2024-03-09,18483,1212,SKU-2-1212,29.99,9.25,1,44.97,44.97,Debit Card,Delivered,2024-03-19,No Return,"Jaipur, Telangana"
ORD-2-000103,2024-04-18,19793,1242,SKU-2-1242,299.99,154.65,1,413.7,413.7,Credit Card,Delivered,2024-04-22,No Return,"Mumbai, Maharashtra"
ORD-2-000104,2023-05-06,19574,1227,SKU-2-1227,19.99,8.25,1,26.94,26.94,Debit Card,Shipped,2023-05-08,No Return,"Surat, Kerala"
ORD-2-000105,2025-12-16,18049,1234,SKU-2-1234,14.99,7.59,1,20.67,20.67,Credit Card,Delivered,2025-12-21,Refunded,"Surat, Kerala"
ORD-2-000106,2025-03-29,17667,1246,SKU-2-1246,149.99,70.74,2,188.51,377.02,Debit Card,Shipped,2025-04-02,No Return,"Kolkata, Tamil Nadu"
ORD-2-000107,2023-10-10,19068,1209,SKU-2-1209,74.99,22.85,4,99.57,398.28,Net Banking,Processing,,No Return,"Bangalore, Uttar Pradesh"
ORD-2-000108,2024-09-22,17835,1213,SKU-2-1213,199.99,118.47,1,228.85,228.85,Net Banking,Delivered,2024-10-05,Return Requested,"Jaipur, Rajasthan"
ORD-2-000109,2025-07-15,16530,1232,SKU-2-1232,29.99,14.33,1,44.44,44.44,Debit Card,In Transit,2025-07-18,Return Approved,"Hyderabad, Tamil Nadu"
ORD-2-000110,2025-08-25,19455,1213,SKU-2-1213,9.99,4.63,1,13.4,13.4,Debit Card,In Transit,2025-08-29,No Return,"Chennai, Madhya Pradesh"
ORD-2-000111,2024-01-31,15902,1242,SKU-2-1242,14.99,4.63,2,20.65,41.3,Net Banking,In Transit,2024-02-05,No Return,"Indore, Kerala"
ORD-2-000112,2023-04-20,19890,1241,SKU-2-1241,199.99,81.7,1,218.43,218.43,Debit Card,Pending,,Return Approved,"Chandigarh, Gujarat"
ORD-2-000113,2024-03-31,15166,1244,SKU-2-1244,39.99,21.53,1,56.09,56.09,UPI,Delivered,2024-04-12,Return Approved,"Chandigarh, Gujarat"
ORD-2-000114,2025-12-01,19193,1211,SKU-2-1211,199.99,90.65,1,233.48,233.48,Credit Card,In Transit,2025-12-06,No Return,"Jaipur, Gujarat"
ORD-2-000115,2025-09-28,19672,1240,SKU-2-1240,29.99,16.87,1,31.44,31.44,Wallet,In Transit,2025-09-29,No Return,"Pune, Rajasthan"
ORD-2-000116,2024-04-10,17928,1205,SKU-2-1205,19.99,8.06,1,28.03,28.03,UPI,Delivered,2024-04-24,No Return,"Lucknow, Uttar Pradesh"
ORD-2-000117,2024-11-05,16961,1245,SKU-2-1245,29.99,13.97,2,36.63,73.26,Wallet,Shipped,2024-11-10,No Return,"Lucknow, Kerala"
ORD-2-000118,2023-10-25,18112,1231,SKU-2-1231,99.99,47.32,1,145.42,145.42,UPI,Shipped,2023-10-30,No Return,"Chennai, Rajasthan"
ORD-2-000119,2023-09-15,18207,1239,SKU-2-1239,14.99,4.85,2,15.9,31.8,Net Banking,Returned,2023-09-25,No Return,"Mumbai, Gujarat"
ORD-2-000120,2023-04-27,16504,1248,SKU-2-1248,19.99,8.77,2,22.75,45.5,UPI,Delivered,2023-05-05,No Return,"Indore, Delhi"
ORD-2-000121,2023-10-20,15676,1247,SKU-2-1247,199.99,73.21,2,202.94,405.88,COD,In Transit,2023-10-22,No Return,"Ahmedabad, Madhya Pradesh"
ORD-2-000122,2024-05-22,18034,1216,SKU-2-1216,19.99,11.14,3,25.42,76.26,Credit Card,Processing,,Return Approved,"Nagpur, Punjab"
ORD-2-000123,2024-05-13,19815,1200,SKU-2-1200,99.99,56.39,2,123.24,246.48,Credit Card,Delivered,2024-05-16,No Return,"Mumbai, Gujarat"
ORD-2-000124,2025-10-30,19604,1244,SKU-2-1244,14.99,8.44,1,15.41,15.41,Net Banking,Returned,2025-11-06,No Return,"Lucknow, Maharashtra"
ORD-2-000125,2024-09-24,15781,1211,SKU-2-1211,74.99,33.72,1,90.15,90.15,Wallet,Pending,,No Return,"Delhi, Tamil Nadu"
ORD-2-000126,2023-04-03,15564,1205,SKU-2-1205,149.99,60.29,1,211.48,211.48,Debit Card,Processing,,No Return,"Lucknow, Rajasthan"
ORD-2-000127,2025-07-26,16397,1228,SKU-2-1228,49.99,16.64,3,50.91,152.73,Credit Card,Delivered,2025-08-06,No Return,"Delhi, Delhi"
ORD-2-000128,2025-10-03,16883,1215,SKU-2-1215,9.99,5.86,1,10.85,10.85,UPI,Shipped,2025-10-05,No Return,"Mumbai, Telangana"
ORD-2-000129,2024-12-17,16025,1203,SKU-2-1203,29.99,10.16,1,39.89,39.89,Net Banking,Shipped,2024-12-23,No Return,"Surat, Uttar Pradesh"
ORD-2-000130,2025-04-23,15910,1210,SKU-2-1210,39.99,15.48,1,57.75,57.75,Net Banking,Returned,2025-05-05,No Return,"Chennai, Madhya Pradesh"
ORD-2-000131,2025-02-13,17618,1206,SKU-2-1206,19.99,6.63,1,23.48,23.48,Credit Card,Processing,,No Return,"Ahmedabad, Delhi"
ORD-2-000132,2023-08-12,19411,1232,SKU-2-1232,99.99,46.15,1,138.24,138.24,Credit Card,Pending,,No Return,"Kolkata, Gujarat"
ORD-2-000133,2025-08-18,15885,1228,SKU-2-1228,19.99,11.5,3,27.32,81.96,UPI,Returned,2025-08-30,No Return,"Ahmedabad, West Bengal"
ORD-2-000134,2024-12-31,17329,1238,SKU-2-1238,29.99,13.98,5,39.04,195.2,Debit Card,Returned,2025-01-13,No Return,"Pune, Gujarat"
ORD-2-000135,2024-06-14,16222,1244,SKU-2-1244,9.99,4.64,5,14.64,73.2,Credit Card,In Transit,2024-06-20,No Return,"Indore, West Bengal"
ORD-2-000136,2025-07-22,15691,1210,SKU-2-1210,14.99,4.54,1,19.09,19.09,Debit Card,Processing,,No Return,"Mumbai, Punjab"
ORD-2-000137,2023-12-05,17966,1231,SKU-2-1231,9.99,5.18,1,12.7,12.7,Debit Card,Delivered,2023-12-10,No Return,"Kolkata, Delhi"
ORD-2-000138,2025-11-17,19861,1240,SKU-2-1240,59.99,34.58,1,74.07,74.07,Credit Card,Processing,,No Return,"Jaipur, Madhya Pradesh"
ORD-2-000139,2024-06-08,18002,1216,SKU-2-1216,14.99,7.93,4,16.8,67.2,Net Banking,Returned,2024-06-15,No Return,"Jaipur, Gujarat"
ORD-2-000140,2023-03-18,19711,1234,SKU-2-1234,299.99,103.3,1,423.25,423.25,Net Banking,In Transit,2023-03-24,Return Approved,"Mumbai, Punjab"
ORD-2-000141,2025-01-13,15627,1240,SKU-2-1240,19.99,11.36,4,20.21,80.84,Debit Card,Shipped,2025-01-14,No Return,"Delhi, Gujarat"
ORD-2-000142,2023-09-19,19072,1217,SKU-2-1217,199.99,107.49,1,286.03,286.03,Credit Card,Processing,,Return Requested,"Ahmedabad, Punjab"
ORD-2-000143,2025-10-12,17985,1212,SKU-2-1212,29.99,17.37,2,35.12,70.24,Debit Card,Delivered,2025-10-22,No Return,"Chennai, Tamil Nadu"
ORD-2-000144,2023-10-20,18505,1202,SKU-2-1202,49.99,19.91,1,53.62,53.62,UPI,In Transit,2023-10-22,Return Approved,"Lucknow, Madhya Pradesh"
ORD-2-000145,2025-02-09,15251,1224,SKU-2-1224,9.99,5.55,2,11.34,22.68,Net Banking,In Transit,2025-02-15,Return Approved,"Chandigarh, Karnataka"
ORD-2-000146,2023-08-21,19075,1214,SKU-2-1214,199.99,87.52,1,244.98,244.98,Debit Card,Confirmed,,No Return,"Hyderabad, Tamil Nadu"
ORD-2-000147,2025-03-27,16146,1230,SKU-2-1230,49.99,15.77,1,51.74,51.74,UPI,Delivered,2025-04-03,No Return,"Indore, Telangana"
ORD-2-000148,2023-09-25,17679,1244,SKU-2-1244,199.99,74.49,1,223.83,223.83,Wallet,Delivered,2023-10-07,Returned,"Kolkata, Kerala"
ORD-2-000149,2025-05-02,16225,1226,SKU-2-1226,59.99,29.31,5,81.08,405.4,Wallet,Confirmed,,No Return,"Chandigarh, Gujarat"
ORD-2-000150,2023-03-17,16506,1217,SKU-2-1217,9.99,5.59,2,10.11,20.22,UPI,Confirmed,,No Return,"Lucknow, Uttar Pradesh"
ORD-2-000151,2023-08-09,15159,1226,SKU-2-1226,59.99,25.65,4,74.06,296.24,Credit Card,Confirmed,,No Return,"Kolkata, Maharashtra"
ORD-2-000152,2023-04-05,19668,1249,SKU-2-1249,9.99,3.42,1,11.69,11.69,UPI,Shipped,2023-04-10,No Return,"Chennai, West Bengal"
ORD-2-000153,2023-05-25,17213,1219,SKU-2-1219,39.99,13.22,3,43.91,131.73,Net Banking,In Transit,2023-05-31,Returned,"Surat, Maharashtra"
ORD-2-000154,2025-08-18,15317,1210,SKU-2-1210,19.99,6.69,1,26.1,26.1,UPI,Delivered,2025-09-01,No Return,"Chandigarh, West Bengal"
ORD-2-000155,2024-03-20,19045,1204,SKU-2-1204,39.99,20.46,4,55.81,223.24,Credit Card,Shipped,2024-03-26,No Return,"Surat, Gujarat"
ORD-2-000156,2024-02-28,16029,1231,SKU-2-1231,59.99,25.5,1,63.18,63.18,Debit Card,In Transit,2024-03-01,No Return,"Pune, Madhya Pradesh"
ORD-2-000157,2025-10-17,19815,1203,SKU-2-1203,59.99,30.52,1,79.33,79.33,Debit Card,Delivered,2025-10-29,No Return,"Lucknow, Telangana"
ORD-2-000158,2023-10-29,17265,1201,SKU-2-1201,14.99,5.94,6,16.29,97.74,Debit Card,Shipped,2023-10-30,No Return,"Ahmedabad, West Bengal"
ORD-2-000159,2024-03-11,15333,1246,SKU-2-1246,49.99,26.45,4,53.04,212.16,Net Banking,Delivered,2024-03-25,No Return,"Chennai, Maharashtra"
ORD-2-000160,2023-03-17,17553,1228,SKU-2-1228,39.99,17.99,2,48.7,97.4,Debit Card,Confirmed,,No Return,"Bangalore, Madhya Pradesh"
ORD-2-000161,2023-12-25,16326,1216,SKU-2-1216,39.99,18.83,1,51.51,51.51,Debit Card,Delivered,2024-01-05,No Return,"Indore, Tamil Nadu"
ORD-2-000162,2024-05-26,19689,1216,SKU-2-1216,59.99,28.39,2,75.76,151.52,Credit Card,In Transit,2024-05-28,No Return,"Bangalore, Uttar Pradesh"
ORD-2-000163,2024-08-21,17174,1246,SKU-2-1246,59.99,23.5,3,75.21,225.63,Credit Card,Shipped,2024-08-24,No Return,"Pune, Delhi"
ORD-2-000164,2024-01-04,19063,1218,SKU-2-1218,199.99,119.78,1,219.6,219.6,Debit Card,Shipped,2024-01-05,No Return,"Ahmedabad, Madhya Pradesh"
ORD-2-000165,2023-06-03,19456,1224,SKU-2-1224,149.99,76.15,1,211.69,211.69,UPI,Confirmed,,No Return,"Jaipur, Kerala"
